time(s),0.0Hz,0.25Hz,0.5Hz,0.75Hz,1.0Hz,1.25Hz,1.5Hz,1.75Hz,2.0Hz
0.103,-4.5273,-4.3315,-3.7492,-2.7954,-1.4949,0.1182,2.0017,4.1061,6.3758
0.1032,-13.9327,-13.7369,-13.1544,-12.2002,-10.8987,-9.2836,-7.3966,-5.2872,-3.0106
0.1034,-23.2831,-23.088,-22.5078,-21.557,-20.2596,-18.6488,-16.7659,-14.6597,-12.3852
0.1036,-32.5415,-32.348,-31.7724,-30.8287,-29.5407,-27.9407,-26.0693,-23.9747,-21.7112
0.1038,-41.6716,-41.4804,-40.9116,-39.979,-38.7055,-37.1227,-35.2704,-33.1957,-30.9522
0.104,-50.6372,-50.4492,-49.8895,-48.9717,-47.7179,-46.1587,-44.3329,-42.2864,-40.0719
0.1042,-59.4029,-59.2188,-58.6707,-57.7714,-56.5424,-55.0132,-53.2212,-51.2113,-49.0347
0.1044,-67.9343,-67.7548,-67.2204,-66.3435,-65.1443,-63.6513,-61.9006,-59.9354,-57.8054
0.1046,-76.1975,-76.0234,-75.505,-74.654,-73.4897,-72.0391,-70.3368,-68.4243,-66.3498
0.1048,-84.16,-83.992,-83.4918,-82.6703,-81.5458,-80.1437,-78.4968,-76.645,-74.6343
0.105,-91.7903,-91.6292,-91.1494,-90.3609,-89.2808,-87.933,-86.3486,-84.5651,-82.6265
0.1052,-99.0584,-98.9049,-98.4474,-97.6953,-96.6643,-95.3766,-93.8612,-92.1535,-90.2951
0.1054,-105.9356,-105.7903,-105.3571,-104.6447,-103.6672,-102.4452,-101.0053,-99.3806,-97.6101
0.1056,-112.3947,-112.2582,-111.8513,-111.1817,-110.262,-109.1109,-107.7527,-106.2179,-104.5429
0.1058,-118.4102,-118.2832,-117.9044,-117.2805,-116.4227,-115.3476,-114.077,-112.6387,-111.0662
0.106,-123.9584,-123.8414,-123.4925,-122.9171,-122.1251,-121.1307,-119.9533,-118.6178,-117.1546
0.1062,-129.0174,-128.911,-128.5935,-128.0693,-127.3467,-126.4375,-125.3586,-124.1318,-122.7842
0.1064,-133.5672,-133.4719,-133.1873,-132.7168,-132.0669,-131.2472,-130.2716,-129.159,-127.933
0.1066,-137.5899,-137.5062,-137.2559,-136.8413,-136.2672,-135.5408,-134.6731,-133.6797,-132.5808
0.1068,-141.0696,-140.9978,-140.7831,-140.4265,-139.931,-139.3014,-138.5458,-137.6762,-136.7094
0.107,-143.9925,-143.9331,-143.755,-143.4584,-143.044,-142.5143,-141.8745,-141.1329,-140.3027
0.1072,-146.3472,-146.3005,-146.1601,-145.9248,-145.5938,-145.1669,-144.646,-144.0362,-143.3466
0.1074,-148.1243,-148.0906,-147.9886,-147.8162,-147.5705,-147.2487,-146.8496,-146.3747,-145.8291
0.1076,-149.3168,-149.2963,-149.2335,-149.1251,-148.9662,-148.7515,-148.4766,-148.1393,-147.7406
0.1078,-149.9201,-149.9129,-149.8899,-149.8463,-149.7755,-149.6695,-149.5206,-149.323,-149.0736
0.108,-149.9317,-149.938,-149.955,-149.977,-149.9952,-149.999,-149.9776,-149.9212,-149.8228
0.1082,-149.3515,-149.3715,-149.4288,-149.5167,-149.6244,-149.7387,-149.8456,-149.9316,-149.9854
0.1084,-148.182,-148.2155,-148.3132,-148.4671,-148.6645,-148.8897,-149.1253,-149.354,-149.5606
0.1086,-146.4276,-146.4747,-146.6128,-146.8325,-147.1195,-147.4553,-147.8195,-148.1909,-148.5502
0.1088,-144.0954,-144.1559,-144.334,-144.6193,-144.9953,-145.4412,-145.9332,-146.4468,-146.9582
0.109,-141.1945,-141.2683,-141.4861,-141.8361,-142.3003,-142.8552,-143.474,-144.1284,-144.7907
0.1092,-137.7363,-137.8233,-138.0801,-138.494,-139.0452,-139.7076,-140.4515,-141.245,-142.0562
0.1094,-133.7346,-133.8345,-134.1296,-134.6062,-135.2427,-136.0108,-136.8776,-137.8077,-138.7655
0.1096,-129.2051,-129.3176,-129.6501,-130.1879,-130.9078,-131.7792,-132.7662,-133.8302,-134.9315
0.1098,-124.1656,-124.2903,-124.6592,-125.2566,-126.0576,-127.0295,-128.1336,-129.3279,-130.5691
0.11,-118.6362,-118.7727,-119.1767,-119.8317,-120.7112,-121.7803,-122.9979,-124.3186,-125.6955
0.1102,-112.6385,-112.7864,-113.2242,-113.9346,-114.8896,-116.0525,-117.3793,-118.8219,-120.3297
0.1104,-106.1963,-106.3551,-106.8252,-107.5885,-108.6158,-109.8683,-111.2999,-112.8594,-114.4928
0.1106,-99.335,-99.5041,-100.0049,-100.8185,-101.9144,-103.2523,-104.7835,-106.4543,-108.2076
0.1108,-92.0817,-92.2604,-92.7902,-93.6512,-94.8119,-96.2303,-97.8558,-99.6319,-101.4987
0.111,-84.4649,-84.6528,-85.2095,-86.1148,-87.3362,-88.83,-90.5439,-92.4189,-94.3923
0.1112,-76.5148,-76.7111,-77.2927,-78.2391,-79.5166,-81.0805,-82.8765,-84.8436,-86.9164
0.1114,-68.2628,-68.4667,-69.0712,-70.0551,-71.3841,-73.0122,-74.8837,-76.9357,-79.1002
0.1116,-59.7413,-59.9521,-60.5772,-61.5951,-62.9706,-64.6569,-66.597,-68.7261,-70.9743
0.1118,-50.9841,-51.201,-51.8444,-52.8923,-54.3093,-56.0475,-58.0489,-60.2471,-62.5705
0.112,-42.0257,-42.2479,-42.9071,-43.9811,-45.4341,-47.2177,-49.2728,-51.532,-53.9217
0.1122,-32.9014,-33.128,-33.8005,-34.8967,-36.3802,-38.2024,-40.3034,-42.6148,-45.0618
0.1124,-23.6472,-23.8775,-24.5607,-25.6747,-27.1831,-29.0368,-31.1757,-33.5306,-36.0255
0.1126,-14.2998,-14.5327,-15.224,-16.3515,-17.879,-19.7572,-21.9257,-24.3149,-26.8482
0.1128,-4.8959,-5.1306,-5.8273,-6.964,-8.5045,-10.3999,-12.5896,-15.0039,-17.5657
0.113,4.5273,4.2918,3.5924,2.451,0.9034,-1.0017,-3.2042,-5.6342,-8.2145
0.1132,13.9327,13.6972,12.9979,11.8563,10.3078,8.4004,6.1939,3.7576,1.1689
0.1134,23.2831,23.0486,22.3522,21.2149,19.6716,17.7695,15.5675,13.1347,10.5477
0.1136,32.5415,32.309,31.6183,30.4899,28.9579,27.0686,24.8801,22.4603,19.8852
0.1138,41.6716,41.4419,40.7596,39.6447,38.1302,36.2613,34.0949,31.6977,29.1448
0.114,50.6372,50.4113,49.7403,48.6433,47.1524,45.3115,43.1759,40.8109,38.2902
0.1142,59.4029,59.1818,58.5248,57.4502,55.989,54.1835,52.0873,49.7641,47.2858
0.1144,67.9343,67.7188,67.0784,66.0308,64.6052,62.8425,60.7943,58.5221,56.0962
0.1146,76.1975,75.9886,75.3675,74.3511,72.9671,71.2544,69.2625,67.0508,64.6869
0.1148,84.16,83.9585,83.3594,82.3784,81.0417,79.3862,77.4589,75.3165,73.0244
0.115,91.7903,91.5972,91.0225,90.0811,88.7974,87.2059,85.3511,83.287,81.0759
0.1152,99.0584,98.8744,98.3267,97.4288,96.2035,94.6828,92.9083,90.9309,88.81
0.1154,105.9356,105.7614,105.2431,104.3927,103.2309,101.7874,100.1007,98.2183,96.1964
0.1156,112.3947,112.2312,111.7444,110.9451,109.852,108.4919,106.9001,105.1207,103.2061
0.1158,118.4102,118.2581,117.805,117.0604,116.0407,114.7699,113.2799,111.611,109.8118
0.116,123.9584,123.8184,123.401,122.7144,121.7727,120.5967,119.215,117.6637,115.9875
0.1162,129.0174,128.8901,128.5104,127.8849,127.0253,125.9495,124.682,123.2552,121.709
0.1164,133.5672,133.4532,133.1129,132.5514,131.778,130.8071,129.6596,128.3634,126.9541
0.1166,137.5899,137.4898,137.1905,136.6956,136.0119,135.1506,134.1283,132.9685,131.7021
0.1168,141.0696,140.9838,140.727,140.3012,139.7106,138.9627,138.0704,137.0523,135.9344
0.117,143.9925,143.9215,143.7086,143.354,142.8593,142.2286,141.4705,140.5988,139.6345
0.1172,146.3472,146.2914,146.1234,145.8419,145.4457,144.9354,144.3152,143.5942,142.7879
0.1174,148.1243,148.084,147.9619,147.7551,147.4596,147.0725,146.5935,146.0266,145.3823
0.1176,149.3168,149.2923,149.2169,149.0861,148.8932,148.6315,148.2963,147.8866,147.4075
0.1178,149.9201,149.9115,149.8835,149.8297,149.7407,149.6062,149.4169,149.1669,148.8555
0.118,149.9317,149.9392,149.959,149.9829,149.9988,149.9928,149.9511,149.8625,149.7208
0.1182,149.3515,149.3753,149.443,149.5451,149.6666,149.7899,149.8966,149.9706,149.9998
0.1184,148.182,148.2219,148.3377,148.518,148.7453,148.9982,149.2538,149.4908,149.6916
0.1186,146.4276,146.4837,146.6475,146.9058,147.2386,147.6207,148.0251,148.425,148.7973
0.1188,144.0954,144.1675,144.3788,144.7147,145.1523,145.6631,146.2153,146.7774,147.3205
0.119,141.1945,141.2825,141.5408,141.9534,142.4948,143.1329,143.8317,144.5545,145.2669
0.1192,137.7363,137.8399,138.1447,138.6328,139.2764,140.04,140.8834,141.7649,142.6445
0.1194,133.7346,133.8535,134.2037,134.7659,135.5099,136.3968,137.3822,138.4196,139.4637
0.1196,129.2051,129.3389,129.7335,130.3681,131.2101,132.2174,133.3417,134.5317,135.7369
0.1198,124.1656,124.314,124.7516,125.4565,126.3938,127.5183,128.7778,130.1165,131.4786
0.12,118.6362,118.7986,119.2778,120.0506,121.0801,122.318,123.7085,125.1913,126.7056
0.1202,112.6385,112.8144,113.3336,114.1718,115.2899,116.637,118.1536,119.7753,121.4365
0.1204,106.1963,106.385,106.9425,107.843,109.0459,110.4975,112.135,113.8899,115.692
0.1206,99.335,99.5359,100.1296,101.0894,102.3727,103.9237,105.6762,107.558,109.4946
0.1208,92.0817,92.2941,92.9218,93.9374,95.2967,96.9414,98.8027,100.8046,102.8684
0.121,84.4649,84.688,85.3476,86.4154,87.8456,89.5782,91.5413,93.656,95.8396
0.1212,76.5148,76.7478,77.4369,78.5528,80.0488,81.8628,83.9207,86.1404,88.4355
0.1214,68.2628,68.5048,69.2207,70.3808,71.937,73.8257,75.9707,78.2871,80.6852
0.1216,59.7413,59.9915,60.7316,61.9314,63.5421,65.4985,67.7226,70.1269,72.619
0.1218,50.9841,51.2414,52.003,53.2381,54.8971,56.9138,59.2086,61.6919,64.2685
0.122,42.0257,42.2892,43.0693,44.335,46.0361,48.1055,50.4623,53.0151,55.6664
0.1222,32.9014,33.1701,33.9658,35.2572,36.9939,39.1081,41.5179,44.1305,46.8464
0.1224,23.6472,23.9201,24.7283,26.0405,27.8061,29.957,32.4106,35.0729,37.8429
0.1226,14.2998,14.5758,15.3933,16.7212,18.5089,20.6882,23.1761,25.8779,28.6913
0.1228,4.8959,5.1739,5.9976,7.3361,9.1389,11.3381,13.8507,16.5815,19.4274
0.123,-4.5273,-4.2484,-3.4217,-2.078,-0.2671,1.9435,4.4709,7.22,10.0874
0.1232,-13.9327,-13.6539,-12.8275,-11.4838,-9.672,-7.4588,-4.9264,-2.1697,0.7079
0.1234,-23.2831,-23.0055,-22.1828,-20.8444,-19.0388,-16.8317,-14.3044,-11.5508,-8.6743
0.1236,-32.5415,-32.2664,-31.4505,-30.1229,-28.3307,-26.1384,-23.6262,-20.8867,-18.0226
0.1238,-41.6716,-41.3999,-40.5943,-39.2826,-37.511,-35.3424,-32.8552,-30.1407,-27.3003
0.124,-50.6372,-50.3701,-49.5779,-48.2876,-46.5437,-44.4075,-41.9553,-39.2766,-36.4711
0.1242,-59.4029,-59.1415,-58.366,-57.1023,-55.3933,-53.298,-50.8906,-48.2585,-45.4992
0.1244,-67.9343,-67.6796,-66.924,-65.692,-64.0248,-61.979,-59.6263,-57.0512,-54.3491
0.1246,-76.1975,-75.9506,-75.218,-74.0229,-72.4043,-70.4164,-68.1279,-65.6203,-62.9862
0.1248,-84.16,-83.922,-83.2154,-82.0621,-80.4989,-78.5771,-76.362,-73.9322,-71.3768
0.125,-91.7903,-91.5622,-90.8846,-89.778,-88.2767,-86.4289,-84.2965,-81.9543,-79.4879
0.1252,-99.0584,-98.8411,-98.1954,-97.1401,-95.707,-93.941,-91.9001,-89.6552,-87.2878
0.1254,-105.9356,-105.73,-105.119,-104.1196,-102.7607,-101.0839,-99.143,-97.0046,-94.746
0.1256,-112.3947,-112.2017,-111.628,-110.6887,-109.41,-107.8295,-105.9968,-103.9738,-101.8332
0.1258,-118.4102,-118.2307,-117.6968,-116.8218,-115.6287,-114.1513,-112.4346,-110.5355,-108.5217
0.126,-123.9584,-123.7932,-123.3015,-122.4946,-121.3924,-120.0244,-118.4311,-116.664,-114.7854
0.1262,-129.0174,-128.8673,-128.42,-127.6848,-126.6783,-125.4259,-123.9628,-122.3352,-120.5997
0.1264,-133.5672,-133.4328,-133.032,-132.3719,-131.4657,-130.3344,-129.008,-127.5269,-125.9418
0.1266,-137.5899,-137.4719,-137.1194,-136.5374,-135.7357,-134.7307,-133.5469,-132.2187,-130.7909
0.1268,-141.0696,-140.9685,-140.666,-140.165,-139.4716,-138.5975,-137.5616,-136.3923,-135.1279
0.127,-143.9925,-143.9089,-143.658,-143.2404,-142.6586,-141.9196,-141.0365,-140.0314,-138.9359
0.1272,-146.3472,-146.2814,-146.0834,-145.7514,-145.2842,-144.6839,-143.9579,-143.1216,-142.2
0.1274,-148.1243,-148.0768,-147.9328,-147.6882,-147.3381,-146.8796,-146.3142,-145.6508,-144.9073
0.1276,-149.3168,-149.2879,-149.1988,-149.0431,-148.8122,-148.4981,-148.0964,-147.6092,-147.0473
0.1278,-149.9201,-149.9099,-149.8764,-149.8107,-149.7006,-149.533,-149.2974,-148.9891,-148.6116
0.128,-149.9317,-149.9405,-149.963,-149.9882,-150.0,-149.9802,-149.9124,-149.785,-149.5941
0.1282,-149.3515,-149.3794,-149.4582,-149.5747,-149.7091,-149.8381,-149.9392,-149.9938,-149.9909
0.1284,-148.182,-148.2289,-148.3641,-148.572,-148.829,-149.1071,-149.3775,-149.6148,-149.8005
0.1286,-146.4276,-146.4935,-146.6849,-146.9839,-147.3633,-147.7901,-148.2295,-148.6494,-149.0236
0.1288,-144.0954,-144.1801,-144.4272,-144.8167,-145.3177,-145.8923,-146.4999,-147.1014,-147.6633
0.129,-141.1945,-141.2978,-141.6,-142.0789,-142.7002,-143.4212,-144.1954,-144.9768,-145.7248
0.1292,-137.7363,-137.8579,-138.2144,-138.7814,-139.5212,-140.3865,-141.3249,-142.2841,-143.2159
0.1294,-133.7346,-133.8741,-134.2838,-134.9372,-135.7932,-136.8001,-137.8999,-139.0337,-140.1462
0.1296,-129.2051,-129.3621,-129.8236,-130.5613,-131.5309,-132.6761,-133.9337,-135.2384,-136.5278
0.1298,-124.1656,-124.3397,-124.8515,-125.671,-126.7509,-128.0308,-129.4419,-130.913,-132.375
0.13,-118.6362,-118.8266,-119.3871,-120.2857,-121.4722,-122.8823,-124.4422,-126.0746,-127.7038
0.1302,-112.6385,-112.8447,-113.4518,-114.4264,-115.7155,-117.2509,-118.9541,-120.7421,-122.5327
0.1304,-106.1963,-106.4175,-107.0692,-108.1164,-109.5035,-111.1588,-112.9992,-114.9364,-116.8818
0.1306,-99.335,-99.5705,-100.2644,-101.3804,-102.8606,-104.6299,-106.6009,-108.6802,-110.7734
0.1308,-92.0817,-92.3305,-93.0642,-94.245,-95.8129,-97.6898,-99.7843,-101.998,-104.2312
0.131,-84.4649,-84.7263,-85.497,-86.7383,-88.3882,-90.3658,-92.5761,-94.9162,-97.281
0.1312,-76.5148,-76.7877,-77.5927,-78.8899,-80.6158,-82.6868,-85.0047,-87.4623,-89.9498
0.1314,-68.2628,-68.5461,-69.3823,-70.7307,-72.5261,-74.6828,-77.0996,-79.6657,-82.2665
0.1316,-59.7413,-60.0341,-60.8984,-62.2929,-64.1511,-66.3854,-68.8921,-71.5568,-74.2612
0.1318,-50.9841,-51.2852,-52.1744,-53.6096,-55.5236,-57.8271,-60.4142,-63.1675,-65.965
0.132,-42.0257,-42.334,-43.2446,-44.7152,-46.6777,-49.0416,-51.6992,-54.5307,-57.4106
0.1322,-32.9014,-33.2157,-34.1443,-35.6446,-37.6481,-40.0634,-42.7814,-45.6801,-48.6314
0.1324,-23.6472,-23.9664,-24.9094,-26.4336,-28.4704,-30.9278,-33.6957,-36.6505,-39.6618
0.1326,-14.2998,-14.6225,-15.5762,-17.1185,-19.1807,-21.6707,-24.4778,-27.4773,-30.537
0.1328,-4.8959,-5.2209,-6.1816,-7.7359,-9.8155,-12.3285,-15.1639,-18.1964,-21.2925
0.133,4.5273,4.2013,3.2373,1.6771,-0.4117,-2.9378,-5.7905,-8.8443,-11.9647
0.1332,13.9327,13.6069,12.6435,11.0835,8.9937,6.4644,3.6056,0.5426,-2.59
0.1334,23.2831,22.9589,21.9998,20.4462,18.3637,15.8412,12.9876,9.9273,6.7948
0.1336,32.5415,32.2202,31.2694,29.7284,27.6614,25.1557,22.3186,19.2731,16.1531
0.1338,41.6716,41.3544,40.4157,38.8934,36.8503,34.3714,31.5619,28.5434,25.4481
0.134,50.6372,50.3254,49.4025,47.9052,45.8941,43.4519,40.6815,37.7018,34.6434
0.1342,59.4029,59.0979,58.1946,56.7283,54.7573,52.3617,49.6413,46.7124,43.7032
0.1344,67.9343,67.6372,66.7572,65.3279,63.4051,61.0658,58.4064,55.5399,52.5919
0.1346,76.1975,75.9096,75.0565,73.6701,71.8034,69.5299,66.9422,64.1498,61.2746
0.1348,84.16,83.8824,83.0598,81.7221,79.9191,77.7207,75.2154,72.5083,69.7175
0.135,91.7903,91.5243,90.7356,89.4521,87.7204,85.6062,83.1934,80.5825,77.8874
0.1352,99.0584,98.8051,98.0537,96.8297,95.1765,93.1552,90.8449,88.341,85.7523
0.1354,105.9356,105.696,104.985,103.8258,102.2581,100.3382,98.14,95.7533,93.2815
0.1356,112.3947,112.1699,111.5024,110.413,108.9373,107.1269,105.05,102.7903,100.4456
0.1358,118.4102,118.2012,117.5801,116.5651,115.1879,113.4947,111.5477,109.4244,107.2163
0.136,123.9584,123.766,123.1941,122.258,120.9852,119.4165,117.6077,115.6297,113.5673
0.1362,129.0174,128.8426,128.3223,127.4693,126.3065,124.8691,123.2063,121.3818,119.4736
0.1364,133.5672,133.4107,132.9445,132.1784,131.1308,129.831,128.3214,126.6582,124.9121
0.1366,137.5899,137.4525,137.0425,136.3668,135.4392,134.2828,132.9329,131.4383,129.8616
0.1368,141.0696,140.9519,140.6001,140.018,139.2146,138.207,137.0229,135.7032,134.3026
0.137,143.9925,143.8952,143.6032,143.1176,142.4423,141.5881,140.5751,139.4363,138.2178
0.1372,146.3472,146.2707,146.0401,145.6534,145.1096,144.4128,143.5758,142.623,141.5918
0.1374,148.1243,148.069,147.9012,147.6154,147.2059,146.6702,146.0131,145.2507,144.4114
0.1376,149.3168,149.2832,149.179,148.9959,148.723,148.3512,147.8775,147.3091,146.6656
0.1378,149.9201,149.9082,149.8685,149.7894,149.6549,149.4493,149.1617,148.7903,148.3455
0.138,149.9317,149.9418,149.9671,149.9928,149.998,149.9603,149.8606,149.6883,149.4447
0.1382,149.3515,149.3838,149.4744,149.6054,149.751,149.882,149.9714,149.9997,149.9586
0.1384,148.182,148.2364,148.3922,148.6286,148.9147,149.2148,149.4938,149.7233,149.8854
0.1386,146.4276,146.504,146.7249,147.0663,147.4926,147.9613,148.4296,148.8601,149.2253
0.1388,144.0954,144.1936,144.479,144.9247,145.4901,146.1265,146.7831,147.4135,147.981
0.139,141.1945,141.3143,141.6634,142.2122,142.9153,143.7175,144.5606,145.3892,146.1572
0.1392,137.7363,137.8774,138.2892,138.9394,139.7781,140.7439,141.7708,142.7951,143.7611
0.1394,133.7346,133.8964,134.3697,135.1193,136.091,137.2173,138.4249,139.6414,140.8021
0.1396,129.2051,129.3872,129.9204,130.767,131.8684,133.1516,134.5358,135.9405,137.2918
0.1398,124.1656,124.3674,124.9587,125.8995,127.1271,128.5627,130.1188,131.7068,133.2439
0.14,118.6362,118.8569,119.5044,120.5361,121.8856,123.4687,125.1913,126.9569,128.6743
0.1402,112.6385,112.8774,113.5788,114.6978,116.1645,117.8896,119.7726,121.7095,123.6008
0.1404,106.1963,106.4526,107.2053,108.4078,109.9864,111.8474,113.884,115.9851,118.0433
0.1406,99.335,99.6077,100.4091,101.6906,103.3756,105.3657,107.5485,109.8062,112.0236
0.1408,92.0817,92.3698,93.217,94.573,96.3581,98.47,100.791,103.197,105.5653
0.141,84.4649,84.7675,85.6574,87.0827,88.9615,91.1875,93.6381,96.1833,98.6936
0.1412,76.5148,76.8307,77.7599,79.2495,81.2149,83.5467,86.1179,88.7927,91.4354
0.1414,68.2628,68.5907,69.5559,71.104,73.1488,75.5777,78.2597,81.0541,83.8192
0.1416,59.7413,60.0801,61.0776,62.6785,64.7949,67.3117,70.0945,72.9979,75.8747
0.1418,50.9841,51.3325,52.3584,54.0061,56.1861,58.7813,61.6543,64.6556,67.6331
0.142,42.0257,42.3823,43.4328,45.121,47.3563,50.02,52.9722,56.0599,59.1267
0.1422,32.9014,33.2649,34.336,36.0581,38.3402,41.0622,44.0822,47.2445,50.3887
0.1424,23.6472,24.0162,25.1038,26.8532,29.1732,31.9431,35.0193,38.244,41.4534
0.1426,14.2998,14.6728,15.7725,17.5425,19.8915,22.6985,25.8191,29.0935,32.3558
0.1428,4.8959,5.2714,6.3791,8.1627,10.5315,13.3647,16.5175,19.8291,23.1314
0.143,-4.5273,-4.1507,-3.0394,-1.2492,1.1301,3.9784,7.1511,10.487,13.8164
0.1432,-13.9327,-13.5564,-12.446,-10.6562,-8.2757,-5.4235,-2.2433,1.1037,4.4473
0.1434,-23.2831,-22.9086,-21.8035,-20.0212,-17.6489,-14.804,-11.6289,-8.2838,-4.9392
0.1436,-32.5415,-32.1705,-31.075,-29.3073,-26.9527,-24.1264,-20.9688,-17.6389,-14.3064
0.1438,-41.6716,-41.3054,-40.2239,-38.4779,-36.1504,-33.354,-30.2265,-26.9249,-23.6176
0.144,-50.6372,-50.2774,-49.2143,-47.497,-45.2059,-42.4505,-39.3655,-36.1054,-32.8363
0.1442,-59.4029,-59.0509,-58.0106,-56.329,-54.0836,-51.3802,-48.3502,-45.1443,-41.9265
0.1444,-67.9343,-67.5915,-66.5781,-64.9391,-62.7484,-60.1081,-57.145,-54.0064,-50.8525
0.1446,-76.1975,-75.8654,-74.8832,-73.2934,-71.1664,-68.5998,-65.7157,-62.6568,-59.5795
0.1448,-84.16,-83.8399,-82.8929,-81.3589,-79.3044,-76.822,-74.0286,-71.0616,-68.0731
0.145,-91.7903,-91.4836,-90.5758,-89.104,-87.1304,-84.7423,-82.051,-79.188,-76.3001
0.1452,-99.0584,-98.7664,-97.9015,-96.498,-94.6136,-92.3298,-89.7514,-87.004,-84.2284
0.1454,-105.9356,-105.6594,-104.8412,-103.512,-101.7245,-99.5544,-97.0998,-94.4791,-91.8269
0.1456,-112.3947,-112.1356,-111.3675,-110.1182,-108.4353,-106.388,-104.0671,-101.5839,-99.0657
0.1458,-118.4102,-118.1693,-117.4547,-116.2906,-114.7195,-112.8036,-110.6262,-108.2905,-105.9167
0.146,-123.9584,-123.7368,-123.0787,-122.005,-120.5523,-118.776,-116.7512,-114.5729,-112.3529
0.1462,-129.0174,-128.816,-128.2175,-127.2387,-125.9109,-124.2818,-122.4182,-120.4061,-118.3491
0.1464,-133.5672,-133.387,-132.8506,-131.9713,-130.7742,-129.2993,-127.6048,-125.7676,-123.8818
0.1466,-137.5899,-137.4317,-136.9599,-136.184,-135.1229,-133.8089,-132.2908,-130.6361,-128.9295
0.1468,-141.0696,-140.9341,-140.5292,-139.8603,-138.9401,-137.7928,-136.4578,-134.9927,-133.4722
0.147,-143.9925,-143.8805,-143.5444,-142.9857,-142.2107,-141.2353,-140.0895,-138.8203,-137.4922
0.1472,-146.3472,-146.2591,-145.9935,-145.5479,-144.9219,-144.123,-143.1715,-142.1038,-140.9738
0.1474,-148.1243,-148.0607,-147.867,-147.5367,-147.0629,-146.4445,-145.6918,-144.8304,-143.9033
0.1476,-149.3168,-149.278,-149.1575,-148.9444,-148.6254,-148.1907,-147.6405,-146.9894,-146.2693
0.1478,-149.9201,-149.9064,-149.8598,-149.7654,-149.6032,-149.3548,-149.01,-148.5724,-148.0624
0.148,-149.9317,-149.9433,-149.9713,-149.9965,-149.9925,-149.9321,-149.7948,-149.5731,-149.2756
0.1482,-149.3515,-149.3886,-149.4914,-149.6368,-149.7917,-149.9204,-149.992,-149.9876,-149.9043
0.1484,-148.182,-148.2444,-148.422,-148.6876,-149.0016,-149.3197,-149.6007,-149.8143,-149.9459
0.1486,-146.4276,-146.5153,-146.7674,-147.1528,-147.6254,-148.1324,-148.6225,-149.0539,-149.4002
0.1488,-144.0954,-144.2082,-144.5342,-145.0384,-145.6685,-146.3633,-147.0612,-147.7094,-148.2694
0.149,-141.1945,-141.332,-141.731,-142.3526,-143.1385,-144.0191,-144.923,-145.786,-146.5579
0.1492,-137.7363,-137.8982,-138.369,-139.1062,-140.0455,-141.1092,-142.2162,-143.2912,-144.2724
0.1494,-133.7346,-133.9203,-134.4614,-135.3118,-136.4015,-137.645,-138.9514,-140.2349,-141.4219
0.1496,-129.2051,-129.414,-130.0236,-130.9845,-132.221,-133.64,-135.1415,-136.6289,-138.0175
0.1498,-124.1656,-124.3971,-125.0732,-126.1412,-127.5203,-129.1101,-130.8015,-132.4876,-134.0725
0.15,-118.6362,-118.8893,-119.6295,-120.8011,-122.318,-124.073,-125.9482,-127.8269,-129.6024
0.1502,-112.6385,-112.9125,-113.7143,-114.9852,-116.6346,-118.5484,-120.6009,-122.6654,-124.6247
0.1504,-106.1963,-106.4901,-107.3506,-108.7164,-110.4923,-112.5582,-114.7804,-117.0231,-119.1589
0.1506,-99.335,-99.6476,-100.5636,-102.0194,-103.9154,-106.1259,-108.5096,-110.9221,-113.2263
0.1508,-92.0817,-92.412,-93.3802,-94.9205,-96.9297,-99.2767,-101.8132,-104.3865,-106.8503
0.151,-84.4649,-84.8117,-85.8285,-87.4478,-89.5628,-92.0374,-94.7173,-97.4417,-100.0557
0.1512,-76.5148,-76.8767,-77.9385,-79.6306,-81.8435,-84.4367,-87.2498,-90.1151,-92.8692
0.1514,-68.2628,-68.6385,-69.7411,-71.4998,-73.8023,-76.5043,-79.44,-82.4353,-85.319
0.1516,-59.7413,-60.1294,-61.2688,-63.0874,-65.4708,-68.2713,-71.3186,-74.4324,-77.4346
0.1518,-50.9841,-51.3831,-52.5549,-54.4265,-56.8818,-59.7702,-62.9174,-66.1378,-69.2468
0.152,-42.0257,-42.434,-43.6338,-45.5512,-48.069,-51.0343,-54.2694,-57.5839,-60.7878
0.1522,-32.9014,-33.3175,-34.5406,-36.4966,-39.0672,-42.0979,-45.4084,-48.8044,-52.0907
0.1524,-23.6472,-24.0696,-25.3113,-27.2981,-29.9116,-32.9962,-36.3694,-39.8337,-43.1895
0.1526,-14.2998,-14.7266,-15.9821,-17.9922,-20.6385,-23.7649,-27.1876,-30.7068,-34.1191
0.1528,-4.8959,-5.3256,-6.59,-8.6154,-11.2842,-14.4402,-17.8992,-21.4595,-24.915
0.153,4.5273,4.0964,2.8282,0.7953,-1.8854,-5.0589,-8.5406,-12.1282,-15.6133
0.1532,13.9327,13.5023,12.2352,10.2028,7.5207,4.3424,0.8515,-2.7493,-6.2504
0.1534,23.2831,22.8549,21.5939,19.5702,16.8972,13.7265,10.2403,6.6404,3.137
0.1536,32.5415,32.1173,30.8675,28.8605,26.2072,23.0568,19.5888,16.0041,12.5121
0.1538,41.6716,41.253,40.0193,38.037,35.4141,32.2964,28.8606,25.305,21.8383
0.154,50.6372,50.2259,49.0134,47.0638,44.4818,41.4092,38.0191,34.5068,31.079
0.1542,59.4029,59.0006,57.8142,55.9052,53.3744,50.3593,47.0284,43.5734,40.1979
