time(s),0.0Hz,0.25Hz,0.5Hz,0.75Hz,1.0Hz,1.25Hz,1.5Hz,1.75Hz,2.0Hz
0.0504,-106.1963,-106.2295,-106.3287,-106.4933,-106.7217,-107.0123,-107.3626,-107.7698,-108.2308
0.0506,-99.335,-99.3705,-99.4766,-99.6526,-99.897,-100.2079,-100.5828,-101.0188,-101.5125
0.0508,-92.0817,-92.1193,-92.2321,-92.419,-92.6786,-93.0088,-93.4072,-93.8707,-94.3955
0.051,-84.4649,-84.5047,-84.6236,-84.8208,-85.0948,-85.4435,-85.8641,-86.3534,-86.9079
0.0512,-76.5148,-76.5565,-76.6813,-76.8882,-77.1757,-77.5415,-77.983,-78.4968,-79.0789
0.0514,-68.2628,-68.3063,-68.4365,-68.6524,-68.9524,-69.3342,-69.7951,-70.3315,-70.9395
0.0516,-59.7413,-59.7865,-59.9217,-60.1458,-60.4573,-60.8539,-61.3325,-61.8897,-62.5214
0.0518,-50.9841,-51.0308,-51.1705,-51.4021,-51.724,-52.1339,-52.6286,-53.2047,-53.8579
0.052,-42.0257,-42.0737,-42.2174,-42.4556,-42.7868,-43.2085,-43.7176,-44.3105,-44.9829
0.0522,-32.9014,-32.9506,-33.0977,-33.3418,-33.681,-34.113,-34.6347,-35.2422,-35.9314
0.0524,-23.6472,-23.6974,-23.8475,-24.0964,-24.4425,-24.8832,-25.4154,-26.0354,-26.7388
0.0526,-14.2998,-14.3507,-14.5032,-14.7561,-15.1076,-15.5554,-16.0962,-16.7263,-17.4412
0.0528,-4.8959,-4.9474,-5.1017,-5.3575,-5.7133,-6.1664,-6.7138,-7.3515,-8.0753
0.053,4.5273,4.4754,4.32,4.0621,3.7036,3.2469,2.6951,2.0521,1.3223
0.0532,13.9327,13.8806,13.7246,13.4657,13.1058,12.6473,12.0933,11.4476,10.7147
0.0534,23.2831,23.231,23.075,22.8162,22.4564,21.9979,21.4439,20.7981,20.0648
0.0536,32.5415,32.4897,32.3344,32.0768,31.7185,31.2619,30.7101,30.0667,29.3362
0.0538,41.6716,41.6202,41.4662,41.2108,40.8555,40.4027,39.8553,39.2171,38.4922
0.054,50.6372,50.5864,50.4344,50.1822,49.8314,49.3843,48.8437,48.2132,47.497
0.0542,59.4029,59.353,59.2037,58.9558,58.611,58.1714,57.6398,57.0198,56.3153
0.0544,67.9343,67.8855,67.7394,67.4969,67.1595,66.7293,66.2091,65.6021,64.9123
0.0546,76.1975,76.15,76.0078,75.7717,75.4433,75.0245,74.5178,73.9266,73.2544
0.0548,84.16,84.114,83.9763,83.7478,83.4297,83.0241,82.5333,81.9603,81.3088
0.055,91.7903,91.7461,91.6136,91.3936,91.0873,90.6967,90.2239,89.6719,89.0438
0.0552,99.0584,99.0161,98.8894,98.6789,98.3859,98.0121,97.5595,97.0309,96.4292
0.0554,105.9356,105.8954,105.775,105.5751,105.2968,104.9415,104.5112,104.0084,103.4359
0.0556,112.3947,112.3568,112.2434,112.055,111.7926,111.4576,111.0517,110.5771,110.0364
0.0558,118.4102,118.3748,118.2689,118.093,117.8478,117.5347,117.1551,116.7111,116.2049
0.056,123.9584,123.9257,123.8278,123.6652,123.4386,123.1489,122.7976,122.3863,121.917
0.0562,129.0174,128.9876,128.8983,128.7498,128.5428,128.2781,127.9568,127.5804,127.1505
0.0564,133.5672,133.5404,133.4601,133.3267,133.1404,132.9021,132.6126,132.273,131.8847
0.0566,137.5899,137.5663,137.4955,137.3778,137.2134,137.0028,136.7466,136.4457,136.1011
0.0568,141.0696,141.0493,140.9884,140.8871,140.7455,140.5638,140.3425,140.082,139.7831
0.057,143.9925,143.9757,143.9251,143.8409,143.723,143.5714,143.3863,143.1678,142.9164
0.0572,146.3472,146.3339,146.294,146.2274,146.134,146.0135,145.8659,145.6909,145.4885
0.0574,148.1243,148.1147,148.0858,148.0373,147.9691,147.8807,147.7715,147.6413,147.4895
0.0576,149.3168,149.311,149.2933,149.2635,149.2211,149.1654,149.0958,149.0114,148.9114
0.0578,149.9201,149.9181,149.9118,149.901,149.885,149.8628,149.8335,149.7959,149.7488
0.058,149.9317,149.9335,149.939,149.9474,149.9582,149.97,149.9817,149.9917,149.9983
0.0582,149.3515,149.3573,149.3745,149.4026,149.4404,149.4867,149.5399,149.598,149.659
0.0584,148.182,148.1918,148.2208,148.2685,148.3337,148.4147,148.5097,148.6163,148.7322
0.0586,146.4276,146.4414,146.4824,146.5499,146.6424,146.7583,146.8952,147.0506,147.2215
0.0588,144.0954,144.1131,144.1661,144.2533,144.3733,144.524,144.7029,144.907,145.133
0.059,141.1945,141.2162,141.281,141.3879,141.5352,141.7206,141.9413,142.194,142.4748
0.0592,137.7363,137.762,137.8385,137.9649,138.1393,138.3591,138.6213,138.9221,139.2574
0.0594,133.7346,133.7641,133.8523,133.998,134.1991,134.4529,134.756,135.1044,135.4934
0.0596,129.2051,129.2384,129.338,129.5026,129.73,130.0172,130.3606,130.7557,131.1976
0.0598,124.1656,124.2027,124.3135,124.4966,124.7497,125.0696,125.4524,125.8932,126.3869
0.06,118.6362,118.6769,118.7986,118.9997,119.2778,119.6295,120.0506,120.5361,121.0801
0.0602,112.6385,112.6827,112.8149,113.0335,113.3359,113.7184,114.1767,114.7053,115.2981
0.0604,106.1963,106.2439,106.3863,106.6217,106.9474,107.3596,107.8536,108.4238,109.0637
0.0606,99.335,99.3859,99.5379,99.7894,100.1374,100.578,101.1063,101.7163,102.4012
0.0608,92.0817,92.1356,92.2969,92.5636,92.9328,93.4005,93.9613,94.6091,95.3369
0.061,84.4649,84.5218,84.6917,84.9728,85.3621,85.8551,86.4467,87.1302,87.8984
0.0612,76.5148,76.5744,76.7524,77.047,77.455,77.9718,78.5921,79.309,80.1151
0.0614,68.2628,68.3249,68.5104,68.8174,69.2426,69.7815,70.4283,71.1762,72.0174
0.0616,59.7413,59.8057,59.9981,60.3165,60.7575,61.3165,61.9876,62.7638,63.6371
0.0618,50.9841,51.0505,51.2491,51.5777,52.0329,52.61,53.3031,54.1049,55.0071
0.062,42.0257,42.0939,42.2979,42.6355,43.1033,43.6965,44.4089,45.2333,46.1613
0.0622,32.9014,32.9712,33.1798,33.5253,34.0039,34.6109,35.3401,36.1842,37.1344
0.0624,23.6472,23.7183,23.9309,24.2828,24.7705,25.3891,26.1324,26.9928,27.9619
0.0626,14.2998,14.3719,14.5876,14.9446,15.4396,16.0674,16.8219,17.6955,18.6796
0.0628,4.8959,4.9688,5.1867,5.5476,6.0478,6.6824,7.4453,8.3288,9.3242
0.063,-4.5273,-4.454,-4.2346,-3.8714,-3.3678,-2.7288,-1.9606,-1.0707,-0.0678
0.0632,-13.9327,-13.8592,-13.6392,-13.2751,-12.7701,-12.1293,-11.3587,-10.4659,-9.4594
0.0634,-23.2831,-23.2096,-22.9901,-22.6264,-22.1221,-21.482,-20.7121,-19.8199,-18.8139
0.0636,-32.5415,-32.4685,-32.2502,-31.8885,-31.3869,-30.75,-29.984,-29.096,-28.0944
0.0638,-41.6716,-41.5993,-41.383,-41.0248,-40.5279,-39.897,-39.1379,-38.2577,-37.2647
0.064,-50.6372,-50.5659,-50.3526,-49.9994,-49.5093,-48.8869,-48.1378,-47.269,-46.2887
0.0642,-59.4029,-59.333,-59.1236,-58.7768,-58.2956,-57.6842,-56.9484,-56.0946,-55.1309
0.0644,-67.9343,-67.8659,-67.6613,-67.3224,-66.8521,-66.2545,-65.5349,-64.6998,-63.7568
0.0646,-76.1975,-76.131,-75.9321,-75.6026,-75.1452,-74.5638,-73.8636,-73.0508,-72.1325
0.0648,-84.16,-84.0957,-83.9034,-83.5846,-83.1421,-82.5796,-81.9018,-81.1147,-80.2251
0.065,-91.7903,-91.7285,-91.5436,-91.2371,-90.8115,-90.2702,-89.6179,-88.8599,-88.0029
0.0652,-99.0584,-98.9994,-98.8227,-98.5298,-98.123,-97.6055,-96.9814,-96.256,-95.4353
0.0654,-105.9356,-105.8796,-105.712,-105.434,-105.0479,-104.5564,-103.9635,-103.2739,-102.4932
0.0656,-112.3947,-112.3419,-112.1842,-111.9225,-111.5588,-111.0957,-110.5367,-109.886,-109.149
0.0658,-118.4102,-118.361,-118.2139,-117.9697,-117.6302,-117.1976,-116.6751,-116.0665,-115.3764
0.066,-123.9584,-123.913,-123.7772,-123.5517,-123.238,-122.8381,-122.3546,-121.791,-121.1512
0.0662,-129.0174,-128.976,-128.8522,-128.6465,-128.3603,-127.995,-127.553,-127.037,-126.4506
0.0664,-133.5672,-133.5301,-133.4189,-133.2341,-132.9768,-132.648,-132.2496,-131.784,-131.2539
0.0666,-137.5899,-137.5572,-137.4593,-137.2964,-137.0693,-136.7788,-136.4262,-136.0133,-135.5423
0.0668,-141.0696,-141.0415,-140.9574,-140.8173,-140.6217,-140.3711,-140.0662,-139.7083,-139.2988
0.067,-143.9925,-143.9692,-143.8994,-143.783,-143.6201,-143.4108,-143.1554,-142.8544,-142.5089
0.0672,-146.3472,-146.3289,-146.2738,-146.1818,-146.0526,-145.8859,-145.6816,-145.4395,-145.1598
0.0674,-148.1243,-148.111,-148.0711,-148.0042,-147.9096,-147.7868,-147.6349,-147.4532,-147.2413
0.0676,-149.3168,-149.3088,-149.2843,-149.243,-149.1839,-149.1058,-149.0076,-148.8878,-148.7451
0.0678,-149.9201,-149.9173,-149.9086,-149.8934,-149.8703,-149.8379,-149.7943,-149.7375,-149.6655
0.068,-149.9317,-149.9342,-149.9416,-149.9528,-149.9663,-149.9802,-149.992,-149.9991,-149.9987
0.0682,-149.3515,-149.3595,-149.383,-149.4209,-149.4714,-149.532,-149.5998,-149.6715,-149.7435
0.0684,-148.182,-148.1954,-148.2351,-148.2999,-148.3876,-148.4952,-148.6194,-148.756,-148.9009
0.0686,-146.4276,-146.4465,-146.5025,-146.5942,-146.7191,-146.8739,-147.0545,-147.2563,-147.4743
0.0688,-144.0954,-144.1197,-144.192,-144.3105,-144.4726,-144.6744,-144.9114,-145.1783,-145.4691
0.069,-141.1945,-141.2241,-141.3126,-141.4579,-141.6569,-141.9055,-142.1985,-142.53,-142.8934
0.0692,-137.7363,-137.7713,-137.8758,-138.0475,-138.283,-138.5779,-138.9264,-139.3219,-139.7571
0.0694,-133.7346,-133.7749,-133.895,-134.0928,-134.3644,-134.7049,-135.1081,-135.5667,-136.0727
0.0696,-129.2051,-129.2505,-129.3861,-129.6094,-129.9164,-130.3017,-130.7585,-131.2791,-131.8546
0.0698,-124.1656,-124.2161,-124.3668,-124.615,-124.9565,-125.3855,-125.8948,-126.4759,-127.1194
0.07,-118.6362,-118.6916,-118.8569,-119.1293,-119.5044,-119.9759,-120.5361,-121.176,-121.8856
0.0702,-112.6385,-112.6986,-112.8781,-113.1739,-113.5814,-114.0939,-114.7034,-115.4003,-116.1737
0.0704,-106.1963,-106.261,-106.454,-106.7724,-107.211,-107.763,-108.4198,-109.1713,-110.0062
0.0706,-99.335,-99.404,-99.61,-99.9498,-100.4181,-101.0078,-101.7099,-102.5137,-103.4073
0.0708,-92.0817,-92.1548,-92.3731,-92.7332,-93.2297,-93.8551,-94.6001,-95.4535,-96.4029
0.071,-84.4649,-84.5419,-84.7718,-85.151,-85.674,-86.333,-87.1183,-88.0185,-89.0204
0.0712,-76.5148,-76.5954,-76.836,-77.2331,-77.7808,-78.4711,-79.2941,-80.2378,-81.2888
0.0714,-68.2628,-68.3467,-68.5972,-69.0107,-69.5811,-70.3004,-71.1581,-72.1421,-73.2385
0.0716,-59.7413,-59.8283,-60.0878,-60.5162,-61.1074,-61.853,-62.7424,-63.7632,-64.901
0.0718,-50.9841,-51.0737,-51.3413,-51.7831,-52.3929,-53.1621,-54.08,-55.1339,-56.309
0.072,-42.0257,-42.1177,-42.3923,-42.8459,-43.472,-44.2621,-45.2051,-46.2881,-47.4962
0.0722,-32.9014,-32.9954,-33.2761,-33.7398,-34.3799,-35.1878,-36.1524,-37.2606,-38.4972
0.0724,-23.6472,-23.7429,-24.0287,-24.5006,-25.1524,-25.9751,-26.9577,-28.0868,-29.3473
0.0726,-14.2998,-14.3968,-14.6864,-15.1649,-15.8258,-16.6602,-17.657,-18.8028,-20.0823
0.0728,-4.8959,-4.9938,-5.2863,-5.7694,-6.4368,-7.2797,-8.2869,-9.445,-10.7387
0.073,4.5273,4.4289,4.1348,3.6488,2.9774,2.1294,1.1157,-0.0502,-1.353
0.0732,13.9327,13.8341,13.5395,13.0527,12.38,11.53,10.5139,9.3448,8.0379
0.0734,23.2831,23.1847,22.8908,22.405,21.7337,20.8853,19.8707,18.703,17.3973
0.0736,32.5415,32.4438,32.1517,31.6691,31.0018,30.1583,29.1493,27.9877,26.6884
0.0738,41.6716,41.5749,41.2859,40.8082,40.1477,39.3126,38.3133,37.1625,35.8748
0.074,50.6372,50.5419,50.2572,49.7865,49.1355,48.3122,47.3267,46.1913,44.9204
0.0742,59.4029,59.3095,59.0302,58.5684,57.9296,57.1215,56.1539,55.0388,53.7899
0.0744,67.9343,67.843,67.5704,67.1194,66.4956,65.7061,64.7604,63.67,62.4483
0.0746,76.1975,76.1088,75.844,75.4059,74.7995,74.032,73.1122,72.0512,70.8619
0.0748,84.16,84.0743,83.8184,83.395,82.8088,82.0665,81.1766,80.1495,78.9975
0.075,91.7903,91.7081,91.4622,91.0553,90.4918,89.778,88.9218,87.933,86.8234
0.0752,99.0584,98.9799,98.7452,98.3566,97.8184,97.1361,96.3174,95.3713,94.3087
0.0754,105.9356,105.8611,105.6386,105.2702,104.7596,104.112,103.3343,102.435,101.4242
0.0756,112.3947,112.3247,112.1154,111.7687,111.288,110.6781,109.945,109.0966,108.142
0.0758,118.4102,118.3449,118.1498,117.8266,117.3781,116.8086,116.1235,115.3298,114.4358
0.076,123.9584,123.8982,123.7183,123.4199,123.0058,122.4793,121.8454,121.1101,120.2808
0.0762,129.0174,128.9626,128.7986,128.5267,128.1489,127.6681,127.0884,126.4149,125.6542
0.0764,133.5672,133.518,133.3709,133.1268,132.7871,132.3544,131.8317,131.2234,130.5349
0.0766,137.5899,137.5466,137.4171,137.202,136.9023,136.5198,136.0568,135.5167,134.9038
0.0768,141.0696,141.0325,140.9213,140.7363,140.4782,140.1479,139.7471,139.2779,138.7437
0.077,143.9925,143.9618,143.8695,143.7158,143.5007,143.2245,142.888,142.4924,142.0397
0.0772,146.3472,146.323,146.2503,146.1287,145.9579,145.7375,145.4672,145.1474,144.7788
0.0774,148.1243,148.1068,148.0541,147.9655,147.8402,147.6769,147.4746,147.2325,146.9502
0.0776,149.3168,149.3062,149.2739,149.219,149.1401,149.0352,148.9024,148.7397,148.5455
0.0778,149.9201,149.9164,149.9049,149.8842,149.8525,149.807,149.7448,149.6629,149.5584
0.078,149.9317,149.935,149.9445,149.9586,149.9746,149.9892,149.9986,149.9986,149.985
0.0782,149.3515,149.362,149.3927,149.4417,149.5059,149.5812,149.6628,149.7454,149.8236
0.0784,148.182,148.1996,148.2516,148.3357,148.4483,148.5846,148.7387,148.9044,149.0749
0.0786,146.4276,146.4524,146.5257,146.6449,146.806,147.0033,147.23,147.4788,147.7417
0.0788,144.0954,144.1272,144.2218,144.3761,144.5854,144.8435,145.1427,145.4744,145.8294
0.079,141.1945,141.2334,141.349,141.538,141.7953,142.1137,142.4848,142.8988,143.3454
0.0792,137.7363,137.7822,137.9186,138.142,138.4466,138.8247,139.2669,139.7624,140.2994
0.0794,133.7346,133.7873,133.9442,134.2014,134.5526,134.9895,135.5016,136.0773,136.7035
0.0796,129.2051,129.2645,129.4414,129.7317,130.1286,130.6231,131.2038,131.8581,132.5718
0.0798,124.1656,124.2316,124.4281,124.7507,125.1921,125.7426,126.3903,127.1213,127.9204
0.08,118.6362,118.7085,118.924,119.2778,119.7624,120.3675,121.0801,121.8856,122.7675
0.0802,112.6385,112.717,112.9507,113.3348,113.8611,114.5186,115.294,116.1714,117.1335
0.0804,106.1963,106.2806,106.5319,106.9449,107.5112,108.2192,109.0548,110.0013,111.0403
0.0806,99.335,99.4249,99.6929,100.1335,100.7379,101.494,102.387,103.3994,104.5119
0.0808,92.0817,92.1769,92.4606,92.9273,93.5678,94.3694,95.3168,96.3917,97.5738
0.081,84.4649,84.5651,84.8637,85.3548,86.0291,86.8735,87.872,89.0057,90.2534
0.0812,76.5148,76.6196,76.932,77.4459,78.1516,79.0358,80.0819,81.2703,82.5792
0.0814,68.2628,68.3718,68.6968,69.2316,69.9663,70.8872,71.9771,73.216,74.5813
0.0816,59.7413,59.8542,60.1907,60.7445,61.5055,62.4596,63.5895,64.8744,66.2912
0.0818,50.9841,51.1004,51.4471,52.0179,52.8024,53.7863,54.9519,56.2782,57.7413
0.082,42.0257,42.1449,42.5006,43.0862,43.8913,44.9014,46.0985,47.4611,48.9651
0.0822,32.9014,33.0232,33.3865,33.9848,34.8074,35.8399,37.0639,38.4578,39.997
0.0824,23.6472,23.7711,24.1407,24.7493,25.5864,26.6374,27.8837,29.3036,30.8722
0.0826,14.2998,14.4253,14.7996,15.4163,16.2647,17.33,18.5939,20.0344,21.6265
0.0828,4.8959,5.0225,5.4002,6.0226,6.8789,7.9546,9.2311,10.6866,12.296
0.083,-4.5273,-4.4001,-4.0205,-3.3949,-2.534,-1.4522,-0.1679,1.297,2.9174
0.0832,-13.9327,-13.8053,-13.4253,-12.799,-11.9368,-10.8532,-9.5662,-8.0977,-6.4725
0.0834,-23.2831,-23.1561,-22.7772,-22.1526,-21.2927,-20.2114,-18.9269,-17.4606,-15.8371
0.0836,-32.5415,-32.4155,-32.0392,-31.4189,-30.5646,-29.4901,-28.2132,-26.7549,-25.1396
0.0838,-41.6716,-41.5469,-41.1749,-40.5613,-39.7161,-38.6528,-37.3886,-35.9442,-34.3435
0.084,-50.6372,-50.5144,-50.1481,-49.5439,-48.7112,-47.6634,-46.417,-44.9923,-43.4127
0.0842,-59.4029,-59.2826,-58.9235,-58.3311,-57.5144,-56.4864,-55.263,-53.8639,-52.3118
0.0844,-67.9343,-67.8169,-67.4665,-66.8883,-66.0911,-65.0871,-63.8917,-62.524,-61.0058
0.0846,-76.1975,-76.0835,-75.7433,-75.1819,-74.4075,-73.4317,-72.2694,-70.9387,-69.4606
0.0848,-84.16,-84.0499,-83.7214,-83.1791,-82.4308,-81.4874,-80.363,-79.0749,-77.6433
0.085,-91.7903,-91.6847,-91.3693,-90.8484,-90.1294,-89.2224,-88.1409,-86.9008,-85.5216
0.0852,-99.0584,-98.9576,-98.6567,-98.1596,-97.473,-96.6064,-95.5723,-94.3857,-93.0647
0.0854,-105.9356,-105.8401,-105.555,-105.0838,-104.4327,-103.6103,-102.6281,-101.5001,-100.243
0.0856,-112.3947,-112.3049,-112.0369,-111.5938,-110.9811,-110.2066,-109.2807,-108.2162,-107.0285
0.0858,-118.4102,-118.3266,-118.0769,-117.6639,-117.0923,-116.3692,-115.5038,-114.5075,-113.3945
0.086,-123.9584,-123.8814,-123.6511,-123.2701,-122.7424,-122.074,-121.273,-120.3495,-119.3162
0.0862,-129.0174,-128.9473,-128.7376,-128.3905,-127.9091,-127.2986,-126.5657,-125.7192,-124.7702
0.0864,-133.5672,-133.5044,-133.3164,-133.0047,-132.572,-132.0222,-131.361,-130.5955,-129.7353
0.0866,-137.5899,-137.5346,-137.3692,-137.0946,-136.7128,-136.2265,-135.6401,-134.9593,-134.1919
0.0868,-141.0696,-141.0222,-140.8802,-140.6442,-140.3151,-139.8949,-139.3863,-138.7936,-138.1227
0.087,-143.9925,-143.9533,-143.8355,-143.6393,-143.3648,-143.0128,-142.5847,-142.0831,-141.5122
0.0872,-146.3472,-146.3163,-146.2235,-146.0682,-145.8499,-145.5681,-145.2229,-144.8152,-144.3472
0.0874,-148.1243,-148.102,-148.0347,-147.9214,-147.7606,-147.5508,-147.2904,-146.9789,-146.6166
0.0876,-149.3168,-149.3032,-149.262,-149.1914,-149.0894,-148.9529,-148.7793,-148.5659,-148.3114
0.0878,-149.9201,-149.9154,-149.9005,-149.8734,-149.831,-149.7691,-149.6835,-149.57,-149.4251
0.088,-149.9317,-149.9359,-149.9478,-149.9646,-149.9825,-149.9961,-149.9996,-149.9872,-149.9532
0.0882,-149.3515,-149.3648,-149.4036,-149.4647,-149.5433,-149.633,-149.7264,-149.8158,-149.8938
0.0884,-148.182,-148.2043,-148.2701,-148.3757,-148.5152,-148.6812,-148.8648,-149.0566,-149.247
0.0886,-146.4276,-146.459,-146.5518,-146.7018,-146.9023,-147.1446,-147.4184,-147.7125,-148.0155
0.0888,-144.0954,-144.1358,-144.2554,-144.4496,-144.7108,-145.0291,-145.3928,-145.7889,-146.204
0.089,-141.1945,-141.2438,-141.39,-141.628,-141.9494,-142.3431,-142.7959,-143.2932,-143.8196
0.0892,-137.7363,-137.7945,-137.967,-138.2482,-138.629,-139.0971,-139.638,-140.2353,-140.8718
0.0894,-133.7346,-133.8014,-133.9997,-134.3235,-134.7626,-135.3039,-135.9315,-136.6272,-137.3719
0.0896,-129.2051,-129.2803,-129.5039,-129.8693,-130.3656,-130.9786,-131.6909,-132.483,-133.3339
0.0898,-124.1656,-124.2491,-124.4973,-124.9031,-125.4551,-126.1379,-126.933,-127.8191,-128.7735
0.09,-118.6362,-118.7277,-118.9997,-119.4447,-120.0506,-120.8011,-121.6764,-122.6537,-123.7085
0.0902,-112.6385,-112.7377,-113.0327,-113.5155,-114.1734,-114.9892,-115.9417,-117.007,-118.1589
0.0904,-106.1963,-106.3029,-106.6198,-107.1388,-107.8466,-108.7249,-109.7516,-110.9014,-112.1463
0.0906,-99.335,-99.4486,-99.7864,-100.3399,-101.095,-102.0329,-103.1303,-104.3606,-105.6944
0.0908,-92.0817,-92.2019,-92.5594,-93.1454,-93.9454,-94.9396,-96.1039,-97.4104,-98.8284
0.091,-84.4649,-84.5913,-84.9673,-85.5838,-86.4258,-87.4728,-88.6999,-90.0781,-91.5753
0.0912,-76.5148,-76.647,-77.0401,-77.6849,-78.5659,-79.662,-80.9475,-82.3923,-83.9634
0.0914,-68.2628,-68.4002,-68.8091,-69.4798,-70.3966,-71.5379,-72.8771,-74.3834,-76.0226
0.0916,-59.7413,-59.8835,-60.3066,-61.0009,-61.9501,-63.1323,-64.5204,-66.0827,-67.7839
0.0918,-50.9841,-51.1305,-51.5663,-52.2815,-53.2597,-54.4785,-55.9103,-57.5228,-59.2797
0.092,-42.0257,-42.1758,-42.6226,-43.356,-44.3595,-45.6104,-47.0806,-48.7372,-50.5434
0.0922,-32.9014,-33.0546,-33.5107,-34.2597,-35.2847,-36.5629,-38.0659,-39.7604,-41.609
0.0924,-23.6472,-23.803,-24.2667,-25.0283,-26.0709,-27.3716,-28.9018,-30.6277,-32.5117
0.0926,-14.2998,-14.4575,-14.927,-15.6983,-16.7546,-18.0727,-19.6241,-21.3749,-23.287
0.0928,-4.8959,-5.0549,-5.5285,-6.3065,-7.3722,-8.7027,-10.2694,-12.0383,-13.9712
0.093,4.5273,4.3676,3.8919,3.1102,2.0391,0.7014,-0.8743,-2.6545,-4.6006
0.0932,13.9327,13.7729,13.2969,12.5147,11.4424,10.1028,8.5241,6.7397,4.7879
0.0934,23.2831,23.1239,22.6495,21.8697,20.8007,19.4645,17.889,16.1075,14.1576
0.0936,32.5415,32.3835,31.9127,31.1386,30.077,28.7495,27.1836,25.412,23.4719
0.0938,41.6716,41.5154,41.0501,40.2848,39.2348,37.9214,36.3714,34.6167,32.6941
0.094,50.6372,50.4835,50.0255,49.2721,48.2381,46.9442,45.4163,43.6857,41.7883
0.0942,59.4029,59.2524,58.8036,58.0652,57.0515,55.7823,54.2827,52.5832,50.7187
0.0944,67.9343,67.7875,67.3498,66.6295,65.6402,64.4009,62.9359,61.2744,59.4504
0.0946,76.1975,76.055,75.6303,74.9311,73.9704,72.7662,71.3418,69.7252,67.9491
0.0948,84.16,84.0225,83.6125,82.9374,82.0093,80.8453,79.4675,77.9025,76.1817
0.095,91.7903,91.6584,91.265,90.6168,89.7252,88.6064,87.2809,85.7741,84.1158
0.0952,99.0584,98.9326,98.5574,97.939,97.0879,96.019,94.7515,93.3093,91.7204
0.0954,105.9356,105.8165,105.4611,104.8752,104.0682,103.0538,101.8499,100.4784,98.9656
0.0956,112.3947,112.2828,111.9489,111.398,110.6387,109.6834,108.5482,107.2533,105.8232
0.0958,118.4102,118.306,117.9951,117.4817,116.7736,115.8815,114.8201,113.6075,112.2662
0.096,123.9584,123.8624,123.5759,123.1024,122.4486,121.6239,120.6409,119.5161,118.2694
0.0962,129.0174,128.9301,128.6693,128.2379,127.6415,126.8878,125.9879,124.9558,123.8094
0.0964,133.5672,133.489,133.2551,132.868,132.3317,131.6527,130.8399,129.9053,128.8643
0.0966,137.5899,137.5211,137.3154,136.9744,136.5009,135.8998,135.1781,134.3453,133.4145
0.0968,141.0696,141.0106,140.8341,140.5409,140.1326,139.6124,138.9852,138.2583,137.442
0.097,143.9925,143.9437,143.7974,143.5535,143.2125,142.7759,142.2464,141.629,140.9312
0.0972,146.3472,146.3088,146.1934,146.0003,145.7286,145.3779,144.9489,144.4441,143.8683
0.0974,148.1243,148.0966,148.0129,147.8716,147.6708,147.4081,147.0821,146.6927,146.2419
0.0976,149.3168,149.3,149.2485,149.1602,149.0315,148.8585,148.6375,148.3659,148.0427
0.0978,149.9201,149.9142,149.8955,149.8608,149.8054,149.7235,149.6092,149.4571,149.2637
0.098,149.9317,149.9369,149.9513,149.9709,149.9895,149.9997,149.9932,149.9621,149.8999
0.0982,149.3515,149.368,149.4156,149.4898,149.583,149.6859,149.7881,149.879,149.9491
0.0984,148.182,148.2096,148.2907,148.4196,148.5876,148.7835,148.9947,149.208,149.4109
0.0986,146.4276,146.4665,146.5808,146.7644,147.0071,147.2959,147.6161,147.9517,148.2875
0.0988,144.0954,144.1454,144.2929,144.5308,144.8477,145.2291,145.6577,146.1152,146.5833
0.099,141.1945,141.2555,141.4358,141.7275,142.1181,142.5911,143.1272,143.7056,144.305
0.0992,137.7363,137.8082,138.0209,138.3657,138.8289,139.3923,140.0346,140.7323,141.4614
0.0994,133.7346,133.8171,134.0616,134.4585,134.9931,135.6454,136.392,137.2072,138.0639
0.0996,129.2051,129.298,129.5735,130.0215,130.6258,131.365,132.2138,133.1439,134.1256
0.0998,124.1656,124.2687,124.5744,125.072,125.7442,126.5681,127.5163,128.5584,129.662
0.1,118.6362,118.7491,119.084,119.6295,120.3675,121.2734,122.318,123.4687,124.6906
0.1002,112.6385,112.7609,113.1239,113.7156,114.5169,115.5018,116.6394,117.8948,119.2308
0.1004,106.1963,106.3277,106.7176,107.3536,108.2154,109.276,110.5027,111.8586,113.3041
0.1006,99.335,99.475,99.8904,100.5684,101.4878,102.6204,103.932,105.3836,106.9336
0.1008,92.0817,92.2297,92.6693,93.3869,94.3607,95.5614,96.9531,98.4954,100.1443
0.101,84.4649,84.6205,85.0827,85.8374,86.8621,88.1265,89.5935,91.221,92.9629
0.1012,76.5148,76.6775,77.1605,77.9496,79.0216,80.3451,81.8821,83.5888,85.4174
0.1014,68.2628,68.4318,68.9339,69.7545,70.8699,72.2478,73.8492,75.6288,77.5374
0.1016,59.7413,59.9161,60.4355,61.2846,62.4392,63.8664,65.5262,67.3722,69.3537
0.1018,50.9841,51.164,51.6988,52.5732,53.7627,55.2339,56.9459,58.8515,60.8985
0.102,42.0257,42.2101,42.7581,43.6545,44.8745,46.3842,48.1421,50.0999,52.2047
0.1022,32.9014,33.0895,33.6488,34.5639,35.8097,37.3521,39.1491,41.152,43.3066
0.1024,23.6472,23.8384,24.4068,25.337,26.6039,28.1732,30.0025,32.0426,34.2388
0.1026,14.2998,14.4933,15.0686,16.0103,17.2934,18.8835,20.7381,22.8077,25.037
0.1028,4.8959,5.0909,5.6709,6.6205,7.9148,9.5195,11.3923,13.4833,15.7372
