time(s),300sample,320sample,340sample,360sample,380sample,400sample
0.073,-7.957,-7.957,-7.957,-7.957,-10.4635,-10.4635
0.0732,1.4778,1.4778,1.4778,1.4778,-1.0472,-1.0472
0.0734,10.9068,10.9068,10.9068,10.9068,8.3732,8.3732
0.0736,20.2926,20.2926,20.2926,20.2926,17.7606,17.7606
0.0738,29.5982,29.5982,29.5982,29.5982,27.0779,27.0779
0.074,38.7866,38.7866,38.7866,38.7866,36.2883,36.2883
0.0742,47.8216,47.8216,47.8216,47.8216,45.3555,45.3555
0.0744,56.6673,56.6673,56.6673,56.6673,54.2437,54.2437
0.0746,65.2887,65.2887,65.2887,65.2887,62.9178,62.9178
0.0748,73.6518,73.6518,73.6518,73.6518,71.3436,71.3436
0.075,81.7233,81.7233,81.7233,81.7233,79.4879,79.4879
0.0752,89.4714,89.4714,89.4714,89.4714,87.3184,87.3184
0.0754,96.8653,96.8653,96.8653,96.8653,94.8044,94.8044
0.0756,103.8758,103.8758,103.8758,103.8758,101.9162,101.9162
0.0758,110.4752,110.4752,110.4752,110.4752,108.6258,108.6258
0.076,116.6372,116.6372,116.6372,116.6372,116.6372,114.9067
0.0762,122.3376,122.3376,122.3376,122.3376,122.3376,120.7341
0.0764,127.5537,127.5537,127.5537,127.5537,127.5537,126.085
0.0766,132.2649,132.2649,132.2649,132.2649,132.2649,130.9383
0.0768,136.4526,136.4526,136.4526,136.4526,136.4526,135.2749
0.077,140.1,140.1,140.1,140.1,140.1,139.0776
0.0772,143.1929,143.1929,143.1929,143.1929,143.1929,142.3314
0.0774,145.7189,145.7189,145.7189,145.7189,145.7189,145.0235
0.0776,147.6681,147.6681,147.6681,147.6681,147.6681,147.1433
0.0778,149.0327,149.0327,149.0327,149.0327,149.0327,148.6823
0.078,149.8073,149.8073,149.8073,149.8073,149.8073,149.6346
0.0782,149.9888,149.9888,149.9888,149.9888,149.9888,149.9963
0.0784,149.5765,149.5765,149.5765,149.5765,149.5765,149.7661
0.0786,148.5721,148.5721,148.5721,148.5721,148.5721,148.9448
0.0788,146.9795,146.9795,146.9795,146.9795,146.9795,147.5357
0.079,144.8049,144.8049,144.8049,144.8049,144.8049,145.5444
0.0792,142.0571,142.0571,142.0571,142.0571,142.0571,142.9786
0.0794,138.7469,138.7469,138.7469,138.7469,138.7469,139.8486
0.0796,134.8873,134.8873,134.8873,134.8873,134.8873,136.1666
0.0798,130.4937,130.4937,130.4937,130.4937,130.4937,131.9473
0.08,125.5834,125.5834,125.5834,125.5834,125.5834,125.5834
0.0802,120.1759,120.1759,120.1759,120.1759,120.1759,120.1759
0.0804,114.2926,114.2926,114.2926,114.2926,114.2926,114.2926
0.0806,107.9567,107.9567,107.9567,107.9567,107.9567,107.9567
0.0808,101.1934,101.1934,101.1934,101.1934,101.1934,101.1934
0.081,94.0294,94.0294,94.0294,94.0294,94.0294,94.0294
0.0812,86.493,86.493,86.493,86.493,86.493,86.493
0.0814,78.6142,78.6142,78.6142,78.6142,78.6142,78.6142
0.0816,70.4241,70.4241,70.4241,70.4241,70.4241,70.4241
0.0818,61.9551,61.9551,61.9551,61.9551,61.9551,61.9551
0.082,53.2408,53.2408,53.2408,53.2408,53.2408,53.2408
0.0822,44.3156,44.3156,44.3156,44.3156,44.3156,44.3156
0.0824,35.2149,35.2149,35.2149,35.2149,35.2149,35.2149
0.0826,25.9748,25.9748,25.9748,25.9748,25.9748,25.9748
0.0828,16.6317,16.6317,16.6317,16.6317,16.6317,16.6317
0.083,7.2228,7.2228,7.2228,7.2228,7.2228,7.2228
0.0832,-2.2148,-2.2148,-2.2148,-2.2148,-2.2148,-2.2148
0.0834,-11.6436,-11.6436,-11.6436,-11.6436,-11.6436,-11.6436
0.0836,-21.0264,-21.0264,-21.0264,-21.0264,-21.0264,-21.0264
0.0838,-30.3259,-30.3259,-30.3259,-30.3259,-30.3259,-30.3259
0.084,-39.5054,-39.5054,-39.5054,-39.5054,-39.5054,-39.5054
0.0842,-48.5285,-48.5285,-48.5285,-48.5285,-48.5285,-48.5285
0.0844,-57.3595,-57.3595,-57.3595,-57.3595,-57.3595,-57.3595
0.0846,-65.9633,-65.9633,-65.9633,-65.9633,-65.9633,-65.9633
0.0848,-74.306,-74.306,-74.306,-74.306,-74.306,-74.306
0.085,-82.3545,-82.3545,-82.3545,-82.3545,-82.3545,-82.3545
0.0852,-90.0769,-90.0769,-90.0769,-90.0769,-90.0769,-90.0769
0.0854,-97.4426,-97.4426,-97.4426,-97.4426,-97.4426,-97.4426
0.0856,-104.4225,-104.4225,-104.4225,-104.4225,-104.4225,-104.4225
0.0858,-110.9889,-110.9889,-110.9889,-110.9889,-110.9889,-110.9889
0.086,-117.1157,-117.1157,-117.1157,-117.1157,-117.1157,-117.1157
0.0862,-122.7789,-122.7789,-122.7789,-122.7789,-122.7789,-122.7789
0.0864,-127.9558,-127.9558,-127.9558,-127.9558,-127.9558,-127.9558
0.0866,-132.6259,-132.6259,-132.6259,-132.6259,-132.6259,-132.6259
0.0868,-136.7709,-136.7709,-136.7709,-136.7709,-136.7709,-136.7709
0.087,-140.3743,-140.3743,-140.3743,-140.3743,-140.3743,-140.3743
0.0872,-143.4217,-143.4217,-143.4217,-143.4217,-143.4217,-143.4217
0.0874,-145.9012,-145.9012,-145.9012,-145.9012,-145.9012,-145.9012
0.0876,-147.8028,-147.8028,-147.8028,-147.8028,-147.8028,-147.8028
0.0878,-149.1191,-149.1191,-149.1191,-149.1191,-149.1191,-149.1191
0.088,-149.8449,-149.8449,-149.8449,-149.8449,-149.8449,-149.8449
0.0882,-149.9771,-149.9771,-149.9771,-149.9771,-149.9771,-149.9771
0.0884,-149.5154,-149.5154,-149.5154,-149.5154,-149.5154,-149.5154
0.0886,-148.4616,-148.4616,-148.4616,-148.4616,-148.4616,-148.4616
0.0888,-146.8197,-146.8197,-146.8197,-146.8197,-146.8197,-146.8197
0.089,-144.5964,-144.5964,-144.5964,-144.5964,-144.5964,-144.5964
0.0892,-141.8003,-141.8003,-141.8003,-141.8003,-141.8003,-141.8003
0.0894,-138.4426,-138.4426,-138.4426,-138.4426,-138.4426,-138.4426
0.0896,-134.5366,-134.5366,-134.5366,-134.5366,-134.5366,-134.5366
0.0898,-130.0977,-130.0977,-130.0977,-130.0977,-130.0977,-130.0977
0.09,-125.1435,-125.1435,-125.1435,-125.1435,-125.1435,-125.1435
0.0902,-119.6936,-119.6936,-119.6936,-119.6936,-119.6936,-119.6936
0.0904,-113.7697,-113.7697,-113.7697,-113.7697,-113.7697,-113.7697
0.0906,-107.395,-107.395,-107.395,-107.395,-107.395,-107.395
0.0908,-100.595,-100.595,-100.595,-100.595,-100.595,-100.595
0.091,-93.3965,-93.3965,-93.3965,-93.3965,-93.3965,-93.3965
0.0912,-85.828,-85.828,-85.828,-85.828,-85.828,-85.828
0.0914,-77.9196,-77.9196,-77.9196,-77.9196,-77.9196,-77.9196
0.0916,-69.7024,-69.7024,-69.7024,-69.7024,-69.7024,-69.7024
0.0918,-61.2092,-61.2092,-61.2092,-61.2092,-61.2092,-61.2092
0.092,-52.4734,-52.4734,-52.4734,-52.4734,-52.4734,-52.4734
0.0922,-43.5298,-43.5298,-43.5298,-43.5298,-43.5298,-43.5298
0.0924,-34.4137,-34.4137,-34.4137,-34.4137,-34.4137,-34.4137
0.0926,-25.1613,-25.1613,-25.1613,-25.1613,-25.1613,-25.1613
0.0928,-15.8091,-15.8091,-15.8091,-15.8091,-15.8091,-15.8091
0.093,-6.3943,-6.3943,-6.3943,-6.3943,-6.3943,-6.3943
0.0932,3.0459,3.0459,3.0459,3.0459,3.0459,3.0459
0.0934,12.474,12.474,12.474,12.474,12.474,12.474
0.0936,21.8528,21.8528,21.8528,21.8528,21.8528,21.8528
0.0938,31.1451,31.1451,31.1451,31.1451,31.1451,31.1451
0.094,40.314,40.314,40.314,40.314,40.314,40.314
0.0942,49.3232,49.3232,49.3232,49.3232,49.3232,49.3232
0.0944,58.1371,58.1371,58.1371,58.1371,58.1371,58.1371
0.0946,66.7207,66.7207,66.7207,66.7207,66.7207,66.7207
0.0948,75.0401,75.0401,75.0401,75.0401,75.0401,75.0401
0.095,83.0621,83.0621,83.0621,83.0621,83.0621,83.0621
0.0952,90.7552,90.7552,90.7552,90.7552,90.7552,90.7552
0.0954,98.0888,98.0888,98.0888,98.0888,98.0888,98.0888
0.0956,105.0338,105.0338,105.0338,105.0338,105.0338,105.0338
0.0958,111.5627,111.5627,111.5627,111.5627,111.5627,111.5627
0.096,117.6497,117.6497,117.6497,117.6497,117.6497,117.6497
0.0962,123.2706,123.2706,123.2706,123.2706,123.2706,123.2706
0.0964,128.4032,128.4032,128.4032,128.4032,128.4032,128.4032
0.0966,133.0271,133.0271,133.0271,133.0271,133.0271,133.0271
0.0968,137.1239,137.1239,137.1239,137.1239,137.1239,137.1239
0.097,140.6775,140.6775,140.6775,140.6775,140.6775,140.6775
0.0972,143.6738,143.6738,143.6738,143.6738,143.6738,143.6738
0.0974,146.1009,146.1009,146.1009,146.1009,146.1009,146.1009
0.0976,147.9492,147.9492,147.9492,147.9492,147.9492,147.9492
0.0978,149.2112,149.2112,149.2112,149.2112,149.2112,149.2112
0.098,149.8822,149.8822,149.8822,149.8822,149.8822,149.8822
0.0982,149.9592,149.9592,149.9592,149.9592,149.9592,149.9592
0.0984,149.4422,149.4422,149.4422,149.4422,149.4422,149.4422
0.0986,148.333,148.333,148.333,148.333,148.333,148.333
0.0988,146.6361,146.6361,146.6361,146.6361,146.6361,146.6361
0.099,144.3582,144.3582,144.3582,144.3582,144.3582,144.3582
0.0992,141.5083,141.5083,141.5083,141.5083,141.5083,141.5083
0.0994,138.0977,138.0977,138.0977,138.0977,138.0977,138.0977
0.0996,134.14,134.14,134.14,134.14,134.14,134.14
0.0998,129.6507,129.6507,129.6507,129.6507,129.6507,129.6507
0.1,124.6477,124.6477,124.6477,124.6477,124.6477,124.6477
0.1002,119.1507,119.1507,119.1507,119.1507,119.1507,119.1507
0.1004,113.1817,113.1817,113.1817,113.1817,113.1817,113.1817
0.1006,106.7641,106.7641,106.7641,106.7641,106.7641,106.7641
0.1008,99.9234,99.9234,99.9234,99.9234,99.9234,99.9234
0.101,92.6868,92.6868,92.6868,92.6868,92.6868,92.6868
0.1012,85.0829,85.0829,85.0829,85.0829,85.0829,85.0829
0.1014,77.1418,77.1418,77.1418,77.1418,77.1418,77.1418
0.1016,68.895,68.895,68.895,68.895,68.895,68.895
0.1018,60.3751,60.3751,60.3751,60.3751,60.3751,60.3751
0.102,51.616,51.616,51.616,51.616,51.616,51.616
0.1022,42.6523,42.6523,42.6523,42.6523,42.6523,42.6523
0.1024,33.5196,33.5196,33.5196,33.5196,33.5196,33.5196
0.1026,24.254,24.254,24.254,24.254,24.254,24.254
0.1028,14.8922,14.8922,14.8922,14.8922,14.8922,14.8922
0.103,5.4714,5.4714,5.4714,5.4714,5.4714,5.4714
0.1032,-3.9711,-3.9711,-3.9711,-3.9711,-3.9711,-3.9711
0.1034,-13.398,-13.398,-13.398,-13.398,-13.398,-13.398
0.1036,-22.7718,-22.7718,-22.7718,-22.7718,-22.7718,-22.7718
0.1038,-32.0553,-32.0553,-32.0553,-32.0553,-32.0553,-32.0553
0.104,-41.2119,-41.2119,-41.2119,-41.2119,-41.2119,-41.2119
0.1042,-50.2052,-50.2052,-50.2052,-50.2052,-50.2052,-50.2052
0.1044,-58.9996,-58.9996,-58.9996,-58.9996,-58.9996,-58.9996
0.1046,-67.5601,-67.5601,-67.5601,-67.5601,-67.5601,-67.5601
0.1048,-75.853,-75.853,-75.853,-75.853,-75.853,-75.853
0.105,-83.8453,-83.8453,-83.8453,-83.8453,-83.8453,-83.8453
0.1052,-91.5053,-91.5053,-91.5053,-91.5053,-91.5053,-91.5053
0.1054,-98.8027,-98.8027,-98.8027,-98.8027,-98.8027,-98.8027
0.1056,-105.7086,-105.7086,-105.7086,-105.7086,-105.7086,-105.7086
0.1058,-112.1955,-112.1955,-112.1955,-112.1955,-112.1955,-112.1955
0.106,-118.2378,-118.2378,-118.2378,-118.2378,-118.2378,-118.2378
0.1062,-123.8116,-123.8116,-123.8116,-123.8116,-123.8116,-123.8116
0.1064,-128.8946,-128.8946,-128.8946,-128.8946,-128.8946,-128.8946
0.1066,-133.4668,-133.4668,-133.4668,-133.4668,-133.4668,-133.4668
0.1068,-137.51,-137.51,-137.51,-137.51,-137.51,-137.51
0.107,-141.0083,-141.0083,-141.0083,-141.0083,-141.0083,-141.0083
0.1072,-143.9476,-143.9476,-143.9476,-143.9476,-143.9476,-143.9476
0.1074,-146.3165,-146.3165,-146.3165,-146.3165,-146.3165,-146.3165
0.1076,-148.1054,-148.1054,-148.1054,-148.1054,-148.1054,-148.1054
0.1078,-149.3074,-149.3074,-149.3074,-149.3074,-149.3074,-149.3074
0.108,-149.9175,-149.9175,-149.9175,-149.9175,-149.9175,-149.9175
0.1082,-149.9334,-149.9334,-149.9334,-149.9334,-149.9334,-149.9334
0.1084,-149.355,-149.355,-149.355,-149.355,-149.355,-149.355
0.1086,-148.1847,-148.1847,-148.1847,-148.1847,-148.1847,-148.1847
0.1088,-146.427,-146.427,-146.427,-146.427,-146.427,-146.427
0.109,-144.0888,-144.0888,-144.0888,-144.0888,-144.0888,-144.0888
0.1092,-141.1796,-141.1796,-141.1796,-141.1796,-141.1796,-141.1796
0.1094,-137.7107,-137.7107,-137.7107,-137.7107,-137.7107,-137.7107
0.1096,-133.6959,-133.6959,-133.6959,-133.6959,-133.6959,-133.6959
0.1098,-129.1512,-129.1512,-129.1512,-129.1512,-129.1512,-129.1512
0.11,-124.0945,-124.0945,-124.0945,-124.0945,-124.0945,-124.0945
0.1102,-118.5458,-118.5458,-118.5458,-118.5458,-118.5458,-118.5458
0.1104,-112.5273,-112.5273,-112.5273,-112.5273,-112.5273,-112.5273
0.1106,-106.0626,-106.0626,-106.0626,-106.0626,-106.0626,-106.0626
0.1108,-99.1775,-99.1775,-99.1775,-99.1775,-99.1775,-99.1775
0.111,-91.8993,-91.8993,-91.8993,-91.8993,-91.8993,-91.8993
0.1112,-84.2567,-84.2567,-84.2567,-84.2567,-84.2567,-84.2567
0.1114,-76.28,-76.28,-76.28,-76.28,-76.28,-76.28
0.1116,-68.001,-68.001,-68.001,-68.001,-68.001,-68.001
0.1118,-59.4524,-59.4524,-59.4524,-59.4524,-59.4524,-59.4524
0.112,-50.668,-50.668,-50.668,-50.668,-50.668,-50.668
0.1122,-41.6827,-41.6827,-41.6827,-41.6827,-41.6827,-41.6827
0.1124,-32.5322,-32.5322,-32.5322,-32.5322,-32.5322,-32.5322
0.1126,-23.2527,-23.2527,-23.2527,-23.2527,-23.2527,-23.2527
0.1128,-13.8809,-13.8809,-13.8809,-13.8809,-13.8809,-13.8809
0.113,-4.4541,-4.4541,-4.4541,-4.4541,-4.4541,-4.4541
0.1132,4.9904,4.9904,4.9904,4.9904,4.9904,4.9904
0.1134,14.4152,14.4152,14.4152,14.4152,14.4152,14.4152
0.1136,23.7829,23.7829,23.7829,23.7829,23.7829,23.7829
0.1138,33.0563,33.0563,33.0563,33.0563,33.0563,33.0563
0.114,42.1987,42.1987,42.1987,42.1987,42.1987,42.1987
0.1142,51.1738,51.1738,51.1738,51.1738,51.1738,51.1738
0.1144,59.9461,59.9461,59.9461,59.9461,59.9461,59.9461
0.1146,68.4808,68.4808,68.4808,68.4808,68.4808,68.4808
0.1148,76.744,76.744,76.744,76.744,76.744,76.744
0.115,84.7029,84.7029,84.7029,84.7029,84.7029,84.7029
0.1152,92.3261,92.3261,92.3261,92.3261,92.3261,92.3261
0.1154,99.5832,99.5832,99.5832,99.5832,99.5832,99.5832
0.1156,106.4456,106.4456,106.4456,106.4456,106.4456,106.4456
0.1158,112.8859,112.8859,112.8859,112.8859,112.8859,112.8859
0.116,118.8787,118.8787,118.8787,118.8787,118.8787,118.8787
0.1162,124.4002,124.4002,124.4002,124.4002,124.4002,124.4002
0.1164,129.4284,129.4284,129.4284,129.4284,129.4284,129.4284
0.1166,133.9435,133.9435,133.9435,133.9435,133.9435,133.9435
0.1168,137.9276,137.9276,137.9276,137.9276,137.9276,137.9276
0.117,141.3648,141.3648,141.3648,141.3648,141.3648,141.3648
0.1172,144.2414,144.2414,144.2414,144.2414,144.2414,144.2414
0.1174,146.5462,146.5462,146.5462,146.5462,146.5462,146.5462
0.1176,148.2699,148.2699,148.2699,148.2699,148.2699,148.2699
0.1178,149.4057,149.4057,149.4057,149.4057,149.4057,149.4057
0.118,149.949,149.949,149.949,149.949,149.949,149.949
0.1182,149.8978,149.8978,149.8978,149.8978,149.8978,149.8978
0.1184,149.2523,149.2523,149.2523,149.2523,149.2523,149.2523
0.1186,148.0148,148.0148,148.0148,148.0148,148.0148,148.0148
0.1188,146.1905,146.1905,146.1905,146.1905,146.1905,146.1905
0.119,143.7865,143.7865,143.7865,143.7865,143.7865,143.7865
0.1192,140.8123,140.8123,140.8123,140.8123,140.8123,140.8123
0.1194,137.2797,137.2797,137.2797,137.2797,137.2797,137.2797
0.1196,133.2027,133.2027,133.2027,133.2027,133.2027,133.2027
0.1198,128.5975,128.5975,128.5975,128.5975,128.5975,128.5975
0.12,123.4823,123.4823,123.4823,123.4823,123.4823,123.4823
0.1202,117.8775,117.8775,117.8775,117.8775,117.8775,117.8775
0.1204,111.8052,111.8052,111.8052,111.8052,111.8052,111.8052
0.1206,105.2894,105.2894,105.2894,105.2894,105.2894,105.2894
0.1208,98.3561,98.3561,98.3561,98.3561,98.3561,98.3561
0.121,91.0328,91.0328,91.0328,91.0328,91.0328,91.0328
0.1212,83.3484,83.3484,83.3484,83.3484,83.3484,83.3484
0.1214,75.3334,75.3334,75.3334,75.3334,75.3334,75.3334
0.1216,67.0197,67.0197,67.0197,67.0197,67.0197,67.0197
0.1218,58.4401,58.4401,58.4401,58.4401,58.4401,58.4401
0.122,49.6287,49.6287,49.6287,49.6287,49.6287,49.6287
0.1222,40.6205,40.6205,40.6205,40.6205,40.6205,40.6205
0.1224,31.4512,31.4512,31.4512,31.4512,31.4512,31.4512
0.1226,22.1571,22.1571,22.1571,22.1571,22.1571,22.1571
0.1228,12.7751,12.7751,12.7751,12.7751,12.7751,12.7751
0.123,3.3423,3.3423,3.3423,3.3423,3.3423,3.3423
0.1232,-6.1037,-6.1037,-6.1037,-6.1037,-6.1037,-6.1037
0.1234,-15.5255,-15.5255,-15.5255,-15.5255,-15.5255,-15.5255
0.1236,-24.8859,-24.8859,-24.8859,-24.8859,-24.8859,-24.8859
0.1238,-34.1475,-34.1475,-34.1475,-34.1475,-34.1475,-34.1475
0.124,-43.2738,-43.2738,-43.2738,-43.2738,-43.2738,-43.2738
0.1242,-52.2284,-52.2284,-52.2284,-52.2284,-52.2284,-52.2284
0.1244,-60.976,-60.976,-60.976,-60.976,-60.976,-60.976
0.1246,-69.4817,-69.4817,-69.4817,-69.4817,-69.4817,-69.4817
0.1248,-77.7119,-77.7119,-77.7119,-77.7119,-77.7119,-77.7119
0.125,-85.6339,-85.6339,-85.6339,-85.6339,-85.6339,-85.6339
0.1252,-93.2163,-93.2163,-93.2163,-93.2163,-93.2163,-93.2163
0.1254,-100.429,-100.429,-100.429,-100.429,-100.429,-100.429
0.1256,-107.2433,-107.2433,-107.2433,-107.2433,-107.2433,-107.2433
0.1258,-113.6324,-113.6324,-113.6324,-113.6324,-113.6324,-113.6324
0.126,-119.5707,-119.5707,-119.5707,-119.5707,-119.5707,-119.5707
0.1262,-125.0348,-125.0348,-125.0348,-125.0348,-125.0348,-125.0348
0.1264,-130.003,-130.003,-130.003,-130.003,-130.003,-130.003
0.1266,-134.4555,-134.4555,-134.4555,-134.4555,-134.4555,-134.4555
0.1268,-138.3747,-138.3747,-138.3747,-138.3747,-138.3747,-138.3747
0.127,-141.7451,-141.7451,-141.7451,-141.7451,-141.7451,-141.7451
0.1272,-144.5532,-144.5532,-144.5532,-144.5532,-144.5532,-144.5532
0.1274,-146.788,-146.788,-146.788,-146.788,-146.788,-146.788
0.1276,-148.4405,-148.4405,-148.4405,-148.4405,-148.4405,-148.4405
0.1278,-149.5041,-149.5041,-149.5041,-149.5041,-149.5041,-149.5041
0.128,-149.9748,-149.9748,-149.9748,-149.9748,-149.9748,-149.9748
0.1282,-149.8505,-149.8505,-149.8505,-149.8505,-149.8505,-149.8505
0.1284,-149.1318,-149.1318,-149.1318,-149.1318,-149.1318,-149.1318
0.1286,-147.8215,-147.8215,-147.8215,-147.8215,-147.8215,-147.8215
0.1288,-145.9248,-145.9248,-145.9248,-145.9248,-145.9248,-145.9248
0.129,-143.4492,-143.4492,-143.4492,-143.4492,-143.4492,-143.4492
0.1292,-140.4046,-140.4046,-140.4046,-140.4046,-140.4046,-140.4046
0.1294,-136.803,-136.803,-136.803,-136.803,-136.803,-136.803
0.1296,-132.6587,-132.6587,-132.6587,-132.6587,-132.6587,-132.6587
0.1298,-127.9881,-127.9881,-127.9881,-127.9881,-127.9881,-127.9881
0.13,-122.8097,-122.8097,-122.8097,-122.8097,-122.8097,-122.8097
0.1302,-117.1441,-117.1441,-117.1441,-117.1441,-117.1441,-117.1441
0.1304,-111.0138,-111.0138,-111.0138,-111.0138,-111.0138,-111.0138
0.1306,-104.443,-104.443,-104.443,-104.443,-104.443,-104.443
0.1308,-97.4579,-97.4579,-97.4579,-97.4579,-97.4579,-97.4579
0.131,-90.0861,-90.0861,-90.0861,-90.0861,-90.0861,-90.0861
0.1312,-82.3569,-82.3569,-82.3569,-82.3569,-82.3569,-82.3569
0.1314,-74.3009,-74.3009,-74.3009,-74.3009,-74.3009,-74.3009
0.1316,-65.9501,-65.9501,-65.9501,-65.9501,-65.9501,-65.9501
0.1318,-57.3376,-57.3376,-57.3376,-57.3376,-57.3376,-57.3376
0.132,-48.4976,-48.4976,-48.4976,-48.4976,-48.4976,-48.4976
0.1322,-39.4652,-39.4652,-39.4652,-39.4652,-39.4652,-39.4652
0.1324,-30.2762,-30.2762,-30.2762,-30.2762,-30.2762,-30.2762
0.1326,-20.967,-20.967,-20.967,-20.967,-20.967,-20.967
0.1328,-11.5745,-11.5745,-11.5745,-11.5745,-11.5745,-11.5745
0.133,-2.1362,-2.1362,-2.1362,-2.1362,-2.1362,-2.1362
0.1332,7.3107,7.3107,7.3107,7.3107,7.3107,7.3107
0.1334,16.7287,16.7287,16.7287,16.7287,16.7287,16.7287
0.1336,26.0803,26.0803,26.0803,26.0803,26.0803,26.0803
0.1338,35.3284,35.3284,35.3284,35.3284,35.3284,35.3284
0.134,44.4364,44.4364,44.4364,44.4364,44.4364,44.4364
0.1342,53.3682,53.3682,53.3682,53.3682,53.3682,53.3682
0.1344,62.0882,62.0882,62.0882,62.0882,62.0882,62.0882
0.1346,70.5619,70.5619,70.5619,70.5619,70.5619,70.5619
0.1348,78.7557,78.7557,78.7557,78.7557,78.7557,78.7557
0.135,86.637,86.637,86.637,86.637,86.637,86.637
0.1352,94.1745,94.1745,94.1745,94.1745,94.1745,94.1745
0.1354,101.3385,101.3385,101.3385,101.3385,101.3385,101.3385
0.1356,108.1003,108.1003,108.1003,108.1003,108.1003,108.1003
0.1358,114.4333,114.4333,114.4333,114.4333,114.4333,114.4333
0.136,120.3121,120.3121,120.3121,120.3121,120.3121,120.3121
0.1362,125.7136,125.7136,125.7136,125.7136,125.7136,125.7136
0.1364,130.6163,130.6163,130.6163,130.6163,130.6163,130.6163
0.1366,135.0007,135.0007,135.0007,135.0007,135.0007,135.0007
0.1368,138.8495,138.8495,138.8495,138.8495,138.8495,138.8495
0.137,142.1472,142.1472,142.1472,142.1472,142.1472,142.1472
0.1372,144.8809,144.8809,144.8809,144.8809,144.8809,144.8809
0.1374,147.0397,147.0397,147.0397,147.0397,147.0397,147.0397
0.1376,148.615,148.615,148.615,148.615,148.615,148.615
0.1378,149.6006,149.6006,149.6006,149.6006,149.6006,149.6006
0.138,149.9925,149.9925,149.9925,149.9925,149.9925,149.9925
0.1382,149.7892,149.7892,149.7892,149.7892,149.7892,149.7892
0.1384,148.9915,148.9915,148.9915,148.9915,148.9915,148.9915
0.1386,147.6025,147.6025,147.6025,147.6025,147.6025,147.6025
0.1388,145.6277,145.6277,145.6277,145.6277,145.6277,145.6277
0.139,143.075,143.075,143.075,143.075,143.075,143.075
0.1392,139.9545,139.9545,139.9545,139.9545,139.9545,139.9545
0.1394,136.2786,136.2786,136.2786,136.2786,136.2786,136.2786
0.1396,132.0618,132.0618,132.0618,132.0618,132.0618,132.0618
0.1398,127.3209,127.3209,127.3209,127.3209,127.3209,127.3209
0.14,122.0747,122.0747,122.0747,122.0747,122.0747,122.0747
0.1402,116.344,116.344,116.344,116.344,116.344,116.344
0.1404,110.1516,110.1516,110.1516,110.1516,110.1516,110.1516
0.1406,103.522,103.522,103.522,103.522,103.522,103.522
0.1408,96.4814,96.4814,96.4814,96.4814,96.4814,96.4814
0.141,89.058,89.058,89.058,89.058,89.058,89.058
0.1412,81.281,81.281,81.281,81.281,81.281,81.281
0.1414,73.1814,73.1814,73.1814,73.1814,73.1814,73.1814
0.1416,64.7914,64.7914,64.7914,64.7914,64.7914,64.7914
0.1418,56.1441,56.1441,56.1441,56.1441,56.1441,56.1441
0.142,47.274,47.274,47.274,47.274,47.274,47.274
0.1422,38.2162,38.2162,38.2162,38.2162,38.2162,38.2162
0.1424,29.0067,29.0067,29.0067,29.0067,29.0067,29.0067
0.1426,19.6821,19.6821,19.6821,19.6821,19.6821,19.6821
0.1428,10.2793,10.2793,10.2793,10.2793,10.2793,10.2793
0.143,0.8356,0.8356,0.8356,0.8356,0.8356,0.8356
0.1432,-8.6114,-8.6114,-8.6114,-8.6114,-8.6114,-8.6114
0.1434,-18.0243,-18.0243,-18.0243,-18.0243,-18.0243,-18.0243
0.1436,-27.3656,-27.3656,-27.3656,-27.3656,-27.3656,-27.3656
0.1438,-36.5984,-36.5984,-36.5984,-36.5984,-36.5984,-36.5984
0.144,-45.686,-45.686,-45.686,-45.686,-45.686,-45.686
0.1442,-54.5922,-54.5922,-54.5922,-54.5922,-54.5922,-54.5922
0.1444,-63.2818,-63.2818,-63.2818,-63.2818,-63.2818,-63.2818
0.1446,-71.7202,-71.7202,-71.7202,-71.7202,-71.7202,-71.7202
0.1448,-79.874,-79.874,-79.874,-79.874,-79.874,-79.874
0.145,-87.7107,-87.7107,-87.7107,-87.7107,-87.7107,-87.7107
0.1452,-95.1994,-95.1994,-95.1994,-95.1994,-95.1994,-95.1994
0.1454,-102.3101,-102.3101,-102.3101,-102.3101,-102.3101,-102.3101
0.1456,-109.0148,-109.0148,-109.0148,-109.0148,-109.0148,-109.0148
0.1458,-115.2867,-115.2867,-115.2867,-115.2867,-115.2867,-115.2867
0.146,-121.101,-121.101,-121.101,-121.101,-121.101,-121.101
0.1462,-126.4347,-126.4347,-126.4347,-126.4347,-126.4347,-126.4347
0.1464,-131.2664,-131.2664,-131.2664,-131.2664,-131.2664,-131.2664
0.1466,-135.5771,-135.5771,-135.5771,-135.5771,-135.5771,-135.5771
0.1468,-139.3496,-139.3496,-139.3496,-139.3496,-139.3496,-139.3496
0.147,-142.5689,-142.5689,-142.5689,-142.5689,-142.5689,-142.5689
0.1472,-145.2223,-145.2223,-145.2223,-145.2223,-145.2223,-145.2223
0.1474,-147.2992,-147.2992,-147.2992,-147.2992,-147.2992,-147.2992
0.1476,-148.7913,-148.7913,-148.7913,-148.7913,-148.7913,-148.7913
0.1478,-149.6927,-149.6927,-149.6927,-149.6927,-149.6927,-149.6927
0.148,-149.9999,-149.9999,-149.9999,-149.9999,-149.9999,-149.9999
0.1482,-149.7116,-149.7116,-149.7116,-149.7116,-149.7116,-149.7116
0.1484,-148.829,-148.829,-148.829,-148.829,-148.829,-148.829
