time(s),10ms,40ms,70ms,100ms
0.2124,-38.3169,-37.6497,-31.8221,-22.1773
0.2128,-19.8385,-19.1779,-13.3807,-3.7633
0.2132,-1.0472,-0.3932,5.3737,14.9638
0.2136,17.7606,18.408,24.1449,33.7077
0.214,36.2883,36.9293,42.6362,52.1717
0.2144,54.2437,54.8783,60.5555,70.0637
0.2148,71.3436,71.9719,77.6194,87.1005
0.2152,87.3184,87.9405,93.5585,103.0124
0.2156,101.9162,102.5321,108.1207,117.5475
0.216,114.9067,115.5164,121.0758,130.4756
0.2164,126.085,126.6887,132.219,141.5917
0.2168,135.2749,135.8725,141.3739,150.7197
0.2172,142.3314,142.9231,148.3957,157.7146
0.2176,147.1433,147.7291,153.173,162.465
0.218,149.6346,150.2146,155.63,164.8952
0.2184,149.7661,150.3403,155.7273,164.9658
0.2188,147.5357,148.1042,153.463,162.6747
0.2192,142.9786,143.5415,148.8721,158.0572
0.2196,136.1666,136.7239,142.0265,151.185
0.22,127.2072,127.7589,133.0337,142.1656
0.2204,116.2417,116.7879,122.035,131.1404
0.2208,103.4429,103.9837,109.2032,118.2822
0.2212,89.0128,89.5482,94.7403,103.7928
0.2216,73.1789,73.709,78.8738,87.8999
0.222,56.191,56.7158,61.8534,70.8532
0.2224,38.3169,38.8364,43.947,52.9206
0.2228,19.8385,20.3529,25.4365,34.3839
0.2232,1.0472,1.5565,6.6133,15.5345
0.2236,-17.7606,-17.2564,-12.2262,-3.3311
0.224,-36.2883,-35.7891,-30.7854,-21.9164
0.2244,-54.2437,-53.7494,-48.7721,-39.9292
0.2248,-71.3436,-70.8543,-65.9033,-57.0862
0.2252,-87.3184,-86.834,-81.9091,-73.118
0.2256,-101.9162,-101.4366,-96.5377,-87.7724
0.226,-114.9067,-114.4318,-109.5588,-100.8194
0.2264,-126.085,-125.6149,-120.7676,-112.0539
0.2268,-135.2749,-134.8094,-129.9878,-121.2998
0.2272,-142.3314,-141.8706,-137.0744,-128.4121
0.2276,-147.1433,-146.687,-141.9162,-133.2796
0.228,-149.6346,-149.1829,-144.4373,-135.8262
0.2284,-149.7661,-149.3189,-144.5985,-136.0129
0.2288,-147.5357,-147.093,-142.3975,-133.8374
0.2292,-142.9786,-142.5402,-137.8697,-129.3349
0.2296,-136.1666,-135.7326,-131.0868,-122.5774
0.23,-127.2072,-126.7775,-122.1563,-113.6723
0.2304,-116.2417,-115.8163,-111.2196,-102.7608
0.2308,-103.4429,-103.0218,-98.4495,-90.0158
0.2312,-89.0128,-88.5959,-84.0478,-75.6393
0.2316,-73.1789,-72.7661,-68.2422,-59.8588
0.232,-56.191,-55.7823,-51.2824,-42.9241
0.2324,-38.3169,-37.9122,-33.4362,-25.1029
0.2328,-19.8385,-19.4378,-14.9856,-6.6772
0.2332,-1.0472,-0.6505,3.778,12.0615
0.2336,17.7606,18.1533,22.5583,30.8169
0.234,36.2883,36.6771,41.0586,49.2925
0.2344,54.2437,54.6286,58.9868,67.196
0.2348,71.3436,71.7247,76.0598,84.2442
0.2352,87.3184,87.6957,92.0077,100.1676
0.2356,101.9162,102.2897,106.5787,114.714
0.236,114.9067,115.2765,119.5426,127.6534
0.2364,126.085,126.4511,130.6945,138.7808
0.2368,135.2749,135.6374,139.8582,147.92
0.2372,142.3314,142.6903,146.8886,154.9261
0.2376,147.1433,147.4986,151.6745,159.6877
0.238,149.6346,149.9864,154.14,162.1289
0.2384,149.7661,150.1144,154.2458,162.2106
0.2388,147.5357,147.8805,151.9899,159.9305
0.2392,142.9786,143.32,147.4074,155.3239
0.2396,136.1666,136.5046,140.5702,148.4626
0.24,127.2072,127.5418,131.5857,139.4541
0.2404,116.2417,116.573,120.5952,128.4397
0.2408,103.4429,103.7709,107.7717,115.5923
0.2412,89.0128,89.3376,93.3169,101.1137
0.2416,73.1789,73.5005,77.4585,85.2315
0.242,56.191,56.5093,60.4461,68.1954
0.2424,38.3169,38.632,42.5478,50.2734
0.2428,19.8385,20.1505,24.0453,31.7472
0.2432,1.0472,1.3561,5.23,12.9084
0.2436,-17.7606,-17.4548,-13.6016,-5.9467
0.244,-36.2883,-35.9855,-32.153,-24.5216
0.2444,-54.2437,-53.9439,-50.1319,-42.5239
0.2448,-71.3436,-71.0468,-67.2553,-59.6707
0.2452,-87.3184,-87.0246,-83.2534,-75.6921
0.2456,-101.9162,-101.6253,-97.8743,-90.3362
0.246,-114.9067,-114.6186,-110.8878,-103.3729
0.2464,-126.085,-125.7998,-122.0891,-114.5973
0.2468,-135.2749,-134.9926,-131.3017,-123.8331
0.2472,-142.3314,-142.0519,-138.3809,-130.9353
0.2476,-147.1433,-146.8665,-143.2153,-135.7926
0.248,-149.6346,-149.3606,-145.729,-138.3293
0.2484,-149.7661,-149.4949,-145.8827,-138.5059
0.2488,-147.5357,-147.2672,-143.6745,-136.3205
0.2492,-142.9786,-142.7127,-139.1394,-131.8081
0.2496,-136.1666,-135.9034,-132.3493,-125.0407
0.25,-127.2072,-126.9466,-123.4116,-116.1257
0.2504,-116.2417,-115.9837,-112.4677,-105.2044
0.2508,-103.4429,-103.1875,-99.6904,-92.4498
0.2512,-89.0128,-88.7599,-85.2817,-78.0635
0.2516,-73.1789,-72.9286,-69.4691,-62.2734
0.252,-56.191,-55.9431,-52.5023,-45.3289
0.2524,-38.3169,-38.0714,-34.6492,-27.4982
0.2528,-19.8385,-19.5955,-16.1917,-9.063
0.2532,-1.0472,-0.8066,2.5788,9.6853
0.2536,17.7606,17.9988,21.3659,28.4502
0.254,36.2883,36.5241,39.8731,46.9352
0.2544,54.2437,54.4772,57.8081,64.8481
0.2548,71.3436,71.5748,74.8877,81.9058
0.2552,87.3184,87.5473,90.8423,97.8384
0.2556,101.9162,102.1428,105.42,112.3942
0.256,114.9067,115.131,118.3905,125.3428
0.2564,126.085,126.3071,129.549,136.4795
0.2568,135.2749,135.4947,138.7191,145.6279
0.2572,142.3314,142.5491,145.756,152.6431
0.2576,147.1433,147.3588,150.5484,157.4138
0.258,149.6346,149.848,153.0203,159.8641
0.2584,149.7661,149.9774,153.1325,159.9548
0.2588,147.5357,147.7449,150.8829,157.6837
0.2592,142.9786,143.1857,146.3068,153.0861
0.2596,136.1666,136.3716,139.4758,146.2337
0.26,127.2072,127.4102,130.4975,137.2341
0.2604,116.2417,116.4426,119.5133,126.2286
0.2608,103.4429,103.6419,106.6959,113.39
0.2612,89.0128,89.2098,92.2472,98.9202
0.2616,73.1789,73.374,76.3949,83.0467
0.262,56.191,56.3841,59.3886,66.0194
0.2624,38.3169,38.508,41.4963,48.106
0.2628,19.8385,20.0277,22.9998,29.5885
0.2632,1.0472,1.2345,4.1905,10.7583
0.2636,-17.7606,-17.5751,-14.6352,-8.0882
0.264,-36.2883,-36.1046,-33.1807,-26.6545
0.2644,-54.2437,-54.0619,-51.1538,-44.6484
0.2648,-71.3436,-71.1636,-68.2714,-61.7866
0.2652,-87.3184,-87.1402,-84.2637,-77.7996
0.2656,-101.9162,-101.7397,-98.8788,-92.4353
0.266,-114.9067,-114.732,-111.8866,-105.4637
0.2664,-126.085,-125.912,-123.0821,-116.6797
0.2668,-135.2749,-135.1036,-132.2891,-125.9071
0.2672,-142.3314,-142.1619,-139.3627,-133.001
0.2676,-147.1433,-146.9754,-144.1915,-137.8501
0.268,-149.6346,-149.4684,-146.6996,-140.3786
0.2684,-149.7661,-149.6016,-146.8479,-140.547
0.2688,-147.5357,-147.3728,-144.6341,-138.3534
0.2692,-142.9786,-142.8173,-140.0935,-133.833
0.2696,-136.1666,-136.007,-133.298,-127.0575
0.27,-127.2072,-127.0491,-124.3549,-118.1345
0.2704,-116.2417,-116.0852,-113.4056,-107.2051
0.2708,-103.4429,-103.288,-100.623,-94.4425
0.2712,-89.0128,-88.8594,-86.209,-80.0483
0.2716,-73.1789,-73.0271,-70.3911,-64.2502
0.272,-56.191,-56.0406,-53.419,-47.2979
0.2724,-38.3169,-38.168,-35.5607,-29.4593
0.2728,-19.8385,-19.6911,-17.098,-11.0162
0.2732,-1.0472,-0.9013,1.6777,7.7398
0.2736,17.7606,17.9051,20.4699,26.5125
0.274,36.2883,36.4313,38.9822,45.0053
0.2744,54.2437,54.3853,56.9222,62.9259
0.2748,71.3436,71.4838,74.0069,79.9912
0.2752,87.3184,87.4572,89.9666,95.9315
0.2756,101.9162,102.0536,104.5492,110.4948
0.276,114.9067,115.0427,117.5247,123.4511
0.2764,126.085,126.2197,128.6881,134.5953
0.2768,135.2749,135.4082,137.8631,143.7512
0.2772,142.3314,142.4634,144.9049,150.7739
0.2776,147.1433,147.274,149.7021,155.552
0.278,149.6346,149.764,152.1789,158.0098
0.2784,149.7661,149.8942,152.2959,158.1079
0.2788,147.5357,147.6626,150.0511,155.8442
0.2792,142.9786,143.1042,145.4796,151.2539
0.2796,136.1666,136.291,138.6534,144.4089
0.28,127.2072,127.3303,129.6798,135.4166
0.2804,116.2417,116.3636,118.7002,124.4183
0.2808,103.4429,103.5636,105.8874,111.5869
0.2812,89.0128,89.1323,91.4434,97.1243
0.2816,73.1789,73.2972,75.5957,81.258
0.282,56.191,56.3081,58.594,64.2378
0.2824,38.3169,38.4328,40.7061,46.3315
0.2828,19.8385,19.9532,22.2141,27.8211
0.2832,1.0472,1.1608,3.4093,8.998
0.2836,-17.7606,-17.6481,-15.4119,-9.8415
0.284,-36.2883,-36.1769,-33.953,-28.4008
0.2844,-54.2437,-54.1334,-51.9217,-46.3877
0.2848,-71.3436,-71.2344,-69.0349,-63.519
0.2852,-87.3184,-87.2103,-85.0229,-79.5251
0.2856,-101.9162,-101.8092,-99.6337,-94.1539
0.286,-114.9067,-114.8007,-112.6372,-107.1754
0.2864,-126.085,-125.9801,-123.8284,-118.3846
0.2868,-135.2749,-135.171,-133.0312,-127.6052
0.2872,-142.3314,-142.2286,-140.1005,-134.6923
0.2876,-147.1433,-147.0415,-144.9251,-139.5347
0.288,-149.6346,-149.5338,-147.429,-142.0564
0.2884,-149.7661,-149.6663,-147.5731,-142.2182
0.2888,-147.5357,-147.4369,-145.3552,-140.0179
0.2892,-142.9786,-142.8808,-140.8105,-135.4908
0.2896,-136.1666,-136.0698,-134.0109,-128.7087
0.29,-127.2072,-127.1113,-125.0638,-119.7791
0.2904,-116.2417,-116.1468,-114.1104,-108.8432
0.2908,-103.4429,-103.349,-101.3238,-96.074
0.2912,-89.0128,-88.9198,-86.9058,-81.6733
0.2916,-73.1789,-73.0868,-71.0839,-65.8687
0.292,-56.191,-56.0998,-54.1079,-48.9099
0.2924,-38.3169,-38.2266,-36.2457,-31.0649
0.2928,-19.8385,-19.7491,-17.7791,-12.6154
0.2932,-1.0472,-0.9587,1.0005,6.147
0.2936,17.7606,17.8482,19.7966,24.9261
0.294,36.2883,36.375,38.3127,43.4252
0.2944,54.2437,54.3296,56.2566,61.3521
0.2948,71.3436,71.4287,73.345,78.4236
0.2952,87.3184,87.4026,89.3084,94.3702
0.2956,101.9162,101.9995,103.8949,108.9398
0.296,114.9067,114.9892,116.874,121.9022
0.2964,126.085,126.1667,128.0412,133.0526
0.2968,135.2749,135.3558,137.2199,142.2147
0.2972,142.3314,142.4115,144.2653,149.2435
0.2976,147.1433,147.2226,149.0662,154.0278
0.298,149.6346,149.7131,151.5466,156.4916
0.2984,149.7661,149.8438,151.6672,156.5958
0.2988,147.5357,147.6127,149.426,154.3381
0.2992,142.9786,143.0548,144.8581,149.7538
0.2996,136.1666,136.242,138.0354,142.9148
0.3,127.2072,127.2819,129.0653,133.9285
0.3004,116.2417,116.3156,118.0892,122.9361
0.3008,103.4429,103.5161,105.2799,110.1106
0.3012,89.0128,89.0853,90.8394,95.6539
0.3016,73.1789,73.2507,74.9951,79.7935
0.302,56.191,56.262,57.9968,62.7792
0.3024,38.3169,38.3872,40.1123,44.8787
0.3028,19.8385,19.9081,21.6237,26.3741
0.3032,1.0472,1.1161,2.8223,7.5568
0.3036,-17.7606,-17.6924,-15.9956,-11.277
0.304,-36.2883,-36.2207,-34.5334,-29.8306
0.3044,-54.2437,-54.1768,-52.4988,-47.8118
0.3048,-71.3436,-71.2774,-69.6087,-64.9374
0.3052,-87.3184,-87.2529,-85.5934,-80.9378
0.3056,-101.9162,-101.8513,-100.2009,-95.561
0.306,-114.9067,-114.8424,-113.2012,-108.5768
0.3064,-126.085,-126.0214,-124.3892,-119.7804
0.3068,-135.2749,-135.2119,-133.5888,-128.9955
0.3072,-142.3314,-142.269,-140.6549,-136.0771
0.3076,-147.1433,-147.0815,-145.4763,-140.9139
0.308,-149.6346,-149.5735,-147.9772,-143.4301
0.3084,-149.7661,-149.7056,-148.1181,-143.5864
0.3088,-147.5357,-147.4758,-145.8971,-141.3807
0.3092,-142.9786,-142.9193,-141.3493,-136.8481
0.3096,-136.1666,-136.1079,-134.5466,-130.0606
0.31,-127.2072,-127.1491,-125.5965,-121.1256
0.3104,-116.2417,-116.1841,-114.6401,-110.1843
0.3108,-103.4429,-103.3859,-101.8505,-97.4097
0.3112,-89.0128,-88.9564,-87.4295,-83.0037
0.3116,-73.1789,-73.1231,-71.6046,-67.1938
0.312,-56.191,-56.1357,-54.6256,-50.2298
0.3124,-38.3169,-38.2621,-36.7604,-32.3794
0.3128,-19.8385,-19.7842,-18.2909,-13.9247
0.3132,-1.0472,-0.9935,0.4916,4.8429
0.3136,17.7606,17.8137,19.2906,23.6272
0.314,36.2883,36.3409,37.8096,42.1315
0.3144,54.2437,54.2958,55.7563,60.0635
0.3148,71.3436,71.3952,72.8476,77.1403
0.3152,87.3184,87.3695,88.8139,93.0919
0.3156,101.9162,101.9667,103.4031,107.6666
0.316,114.9067,114.9567,116.3851,120.6341
0.3164,126.085,126.1345,127.555,131.7896
0.3168,135.2749,135.3239,136.7365,140.9567
0.3172,142.3314,142.38,143.7847,147.9906
0.3176,147.1433,147.1914,148.5883,152.7798
0.318,149.6346,149.6822,151.0714,155.2487
0.3184,149.7661,149.8133,151.1947,155.3578
0.3188,147.5357,147.5824,148.9562,153.1051
0.3192,142.9786,143.0248,144.391,148.5257
0.3196,136.1666,136.2124,137.571,141.6916
0.32,127.2072,127.2525,128.6035,132.7101
0.3204,116.2417,116.2865,117.63,121.7226
0.3208,103.4429,103.4873,104.8234,108.902
0.3212,89.0128,89.0568,90.3854,94.4501
0.3216,73.1789,73.2225,74.5437,78.5945
0.322,56.191,56.2341,57.548,61.5849
0.3224,38.3169,38.3595,39.6661,43.6893
0.3228,19.8385,19.8807,21.18,25.1894
0.3232,1.0472,1.089,2.3811,6.3768
0.3236,-17.7606,-17.7192,-16.4343,-12.4523
0.324,-36.2883,-36.2473,-34.9695,-31.0012
0.3244,-54.2437,-54.2031,-52.9324,-48.9777
0.3248,-71.3436,-71.3035,-70.0398,-66.0986
0.3252,-87.3184,-87.2787,-86.0221,-82.0944
0.3256,-101.9162,-101.8768,-100.6272,-96.713
0.326,-114.9067,-114.8677,-113.625,-109.7242
0.3264,-126.085,-126.0464,-124.8107,-120.9232
0.3268,-135.2749,-135.2367,-134.0078,-130.1337
0.3272,-142.3314,-142.2936,-141.0716,-137.2108
0.3276,-147.1433,-147.1058,-145.8906,-142.0431
0.328,-149.6346,-149.5975,-148.3891,-144.5548
0.3284,-149.7661,-149.7294,-148.5277,-144.7066
0.3288,-147.5357,-147.4994,-146.3043,-142.4964
0.3292,-142.9786,-142.9426,-141.7542,-137.9594
0.3296,-136.1666,-136.131,-134.9492,-131.1674
0.33,-127.2072,-127.1719,-125.9968,-122.228
0.3304,-116.2417,-116.2068,-115.0381,-111.2823
0.3308,-103.4429,-103.4084,-102.2462,-98.5034
0.3312,-89.0128,-88.9786,-87.823,-84.093
0.3316,-73.1789,-73.1451,-71.9959,-68.2788
0.332,-56.191,-56.1574,-55.0146,-51.3104
0.3324,-38.3169,-38.2836,-37.1472,-33.4557
0.3328,-19.8385,-19.8056,-18.6755,-14.9967
0.3332,-1.0472,-1.0146,0.1092,3.7752
0.3336,17.7606,17.7928,18.9104,22.5638
0.334,36.2883,36.3202,37.4315,41.0723
0.3344,54.2437,54.2753,55.3804,59.0086
0.3348,71.3436,71.3749,72.4739,76.0895
0.3352,87.3184,87.3494,88.4422,92.0454
0.3356,101.9162,101.9469,103.0336,106.6243
0.336,114.9067,114.937,116.0177,119.5959
0.3364,126.085,126.115,127.1897,130.7555
0.3368,135.2749,135.3046,136.3733,139.9268
0.3372,142.3314,142.3609,143.4235,146.9647
0.3376,147.1433,147.1724,148.2292,151.7581
0.338,149.6346,149.6635,150.7143,154.231
0.3384,149.7661,149.7947,150.8397,154.3442
0.3388,147.5357,147.564,148.6032,152.0955
0.3392,142.9786,143.0066,144.04,147.5202
0.3396,136.1666,136.1944,137.2219,140.6901
0.34,127.2072,127.2347,128.2565,131.7126
0.3404,116.2417,116.2689,117.285,120.7291
0.3408,103.4429,103.4699,104.4803,107.9124
0.3412,89.0128,89.0395,90.0443,93.4645
0.3416,73.1789,73.2053,74.2045,77.6128
0.342,56.191,56.2171,57.2107,60.6072
0.3424,38.3169,38.3427,39.3308,42.7154
0.3428,19.8385,19.8641,20.8466,24.2194
0.3432,1.0472,1.0725,2.0496,5.4107
0.3436,-17.7606,-17.7355,-16.7639,-13.4145
0.344,-36.2883,-36.2634,-35.2973,-31.9596
0.3444,-54.2437,-54.2191,-53.2583,-49.9322
0.3448,-71.3436,-71.3193,-70.3639,-67.0494
0.3452,-87.3184,-87.2943,-86.3443,-83.0413
0.3456,-101.9162,-101.8923,-100.9476,-97.6562
0.346,-114.9067,-114.883,-113.9436,-110.6636
0.3464,-126.085,-126.0616,-125.1274,-121.8589
0.3468,-135.2749,-135.2517,-134.3227,-131.0657
0.3472,-142.3314,-142.3085,-141.3847,-138.139
0.3476,-147.1433,-147.1206,-146.2019,-142.9676
0.348,-149.6346,-149.6121,-148.6986,-145.4756
0.3484,-149.7661,-149.7438,-148.8355,-145.6237
0.3488,-147.5357,-147.5137,-146.6104,-143.4099
0.3492,-142.9786,-142.9568,-142.0585,-138.8692
0.3496,-136.1666,-136.145,-135.2518,-132.0736
0.35,-127.2072,-127.1858,-126.2976,-123.1306
0.3504,-116.2417,-116.2205,-115.3372,-112.1813
0.3508,-103.4429,-103.422,-102.5436,-99.3988
0.3512,-89.0128,-88.9921,-88.1187,-84.9848
0.3516,-73.1789,-73.1584,-72.2899,-69.167
0.352,-56.191,-56.1706,-55.307,-52.1951
0.3524,-38.3169,-38.2967,-37.4379,-34.3369
0.3528,-19.8385,-19.8185,-18.9645,-15.8744
0.3532,-1.0472,-1.0274,-0.1782,2.9011
0.3536,17.7606,17.7801,18.6246,21.6931
0.354,36.2883,36.3076,37.1474,40.2051
0.3544,54.2437,54.2628,55.0979,58.1448
0.3548,71.3436,71.3626,72.193,75.2292
0.3552,87.3184,87.3372,88.1629,91.1885
0.3556,101.9162,101.9348,102.7559,105.7708
0.356,114.9067,114.9251,115.7416,118.7459
0.3564,126.085,126.1032,126.9151,129.9089
0.3568,135.2749,135.2929,136.1003,139.0835
0.3572,142.3314,142.3493,143.1521,146.1248
0.3576,147.1433,147.161,147.9593,150.9216
0.358,149.6346,149.6521,150.446,153.3978
0.3584,149.7661,149.7835,150.5729,153.5143
0.3588,147.5357,147.5529,148.3379,151.269
0.3592,142.9786,142.9956,143.7762,146.6969
0.3596,136.1666,136.1834,136.9597,139.8701
0.36,127.2072,127.2239,127.9957,130.8959
0.3604,116.2417,116.2582,117.0257,119.9157
0.3608,103.4429,103.4593,104.2225,107.1022
0.3612,89.0128,89.029,89.788,92.6575
0.3616,73.1789,73.195,73.9497,76.8091
0.362,56.191,56.2068,56.9573,59.8067
0.3624,38.3169,38.3326,39.0788,41.9181
0.3628,19.8385,19.854,20.5961,23.4253
0.3632,1.0472,1.0626,1.8005,4.6197
0.3636,-17.7606,-17.7454,-17.0116,-14.2023
0.364,-36.2883,-36.2732,-35.5435,-32.7442
0.3644,-54.2437,-54.2288,-53.5032,-50.7138
0.3648,-71.3436,-71.3289,-70.6074,-67.8278
0.3652,-87.3184,-87.3038,-86.5864,-83.8167
0.3656,-101.9162,-101.9017,-101.1883,-98.4284
0.366,-114.9067,-114.8923,-114.1829,-111.4328
0.3664,-126.085,-126.0708,-125.3654,-122.625
0.3668,-135.2749,-135.2608,-134.5593,-131.8287
0.3672,-142.3314,-142.3175,-141.6199,-138.899
0.3676,-147.1433,-147.1295,-146.4359,-143.7245
0.368,-149.6346,-149.621,-148.9312,-146.2295
0.3684,-149.7661,-149.7526,-149.0667,-146.3746
0.3688,-147.5357,-147.5224,-146.8403,-144.1578
0.3692,-142.9786,-142.9654,-142.2872,-139.6141
0.3696,-136.1666,-136.1535,-135.4791,-132.8156
0.37,-127.2072,-127.1942,-126.5237,-123.8695
0.3704,-116.2417,-116.2288,-115.562,-112.9173
0.3708,-103.4429,-103.4302,-102.7671,-100.1319
0.3712,-89.0128,-89.0002,-88.3409,-85.715
0.3716,-73.1789,-73.1665,-72.5108,-69.8943
0.372,-56.191,-56.1786,-55.5267,-52.9194
0.3724,-38.3169,-38.3046,-37.6563,-35.0583
0.3728,-19.8385,-19.8264,-19.1817,-16.5929
0.3732,-1.0472,-1.0352,-0.3942,2.1854
0.3736,17.7606,17.7725,18.4099,20.9803
0.374,36.2883,36.3,36.9339,39.4951
0.3744,54.2437,54.2553,54.8856,57.4377
0.3748,71.3436,71.3551,71.9819,74.5249
0.3752,87.3184,87.3298,87.9531,90.487
0.3756,101.9162,101.9275,102.5472,105.0721
0.376,114.9067,114.9178,115.5341,118.05
0.3764,126.085,126.096,126.7088,129.2157
0.3768,135.2749,135.2858,135.8952,138.3931
0.3772,142.3314,142.3422,142.9481,145.4372
0.3776,147.1433,147.154,147.7565,150.2367
0.378,149.6346,149.6452,150.2443,152.7157
0.3784,149.7661,149.7766,150.3724,152.8349
0.3788,147.5357,147.5461,148.1385,150.5922
0.3792,142.9786,142.9889,143.578,146.0229
0.3796,136.1666,136.1768,136.7626,139.1988
0.38,127.2072,127.2173,127.7998,130.2273
0.3804,116.2417,116.2517,116.8309,119.2497
0.3808,103.4429,103.4528,104.0288,106.4389
0.3812,89.0128,89.0226,89.5953,91.9969
0.3816,73.1789,73.1887,73.7581,76.1511
0.382,56.191,56.2006,56.7669,59.1512
0.3824,38.3169,38.3264,38.8895,41.2653
0.3828,19.8385,19.8479,20.4078,22.7751
0.3832,1.0472,1.0565,1.6133,3.9721
0.3836,-17.7606,-17.7514,-17.1977,-14.8473
0.384,-36.2883,-36.2791,-35.7286,-33.3866
0.3844,-54.2437,-54.2346,-53.6872,-51.3536
0.3848,-71.3436,-71.3347,-70.7903,-68.4651
0.3852,-87.3184,-87.3096,-86.7683,-84.4514
0.3856,-101.9162,-101.9074,-101.3692,-99.0606
0.386,-114.9067,-114.898,-114.3628,-112.0625
0.3864,-126.085,-126.0764,-125.5442,-123.2522
0.3868,-135.2749,-135.2664,-134.7372,-132.4534
0.3872,-142.3314,-142.323,-141.7968,-139.5211
0.3876,-147.1433,-147.1349,-146.6117,-144.3442
0.388,-149.6346,-149.6263,-149.106,-146.8467
0.3884,-149.7661,-149.7579,-149.2406,-146.9894
0.3888,-147.5357,-147.5276,-147.0132,-144.7701
0.3892,-142.9786,-142.9706,-142.459,-140.224
0.3896,-136.1666,-136.1587,-135.65,-133.423
0.39,-127.2072,-127.1993,-126.6935,-124.4746
0.3904,-116.2417,-116.2339,-115.7309,-113.5199
0.3908,-103.4429,-103.4352,-102.9351,-100.732
0.3912,-89.0128,-89.0052,-88.5079,-86.3128
0.3916,-73.1789,-73.1714,-72.6769,-70.4897
0.392,-56.191,-56.1835,-55.6918,-53.5124
0.3924,-38.3169,-38.3095,-37.8205,-35.649
0.3928,-19.8385,-19.8311,-19.3449,-17.1813
0.3932,-1.0472,-1.0399,-0.5565,1.5994
0.3936,17.7606,17.7678,18.2485,20.3966
0.394,36.2883,36.2954,36.7734,38.9138
0.3944,54.2437,54.2507,54.7261,56.8587
0.3948,71.3436,71.3506,71.8233,73.9482
0.3952,87.3184,87.3254,87.7953,89.9126
0.3956,101.9162,101.923,102.3904,104.5
0.396,114.9067,114.9134,115.3782,117.4802
0.3964,126.085,126.0917,126.5538,128.6482
0.3968,135.2749,135.2815,135.741,137.8279
0.3972,142.3314,142.338,142.7949,144.8742
0.3976,147.1433,147.1498,147.6041,149.6759
0.398,149.6346,149.6411,150.0928,152.1572
0.3984,149.7661,149.7725,150.2217,152.2786
0.3988,147.5357,147.542,147.9887,150.0382
0.3992,142.9786,142.9849,143.429,145.4711
0.3996,136.1666,136.1728,136.6145,138.6491
0.4,127.2072,127.2133,127.6525,129.6798
