time(s),0.0Hz,0.25Hz,0.5Hz,0.75Hz,1.0Hz,1.25Hz,1.5Hz,1.75Hz,2.0Hz
0.1004,153.9083,153.7346,153.218,152.3713,151.2154,149.7791,148.098,146.2138,144.1733
0.1008,145.3388,145.1735,144.6818,143.876,142.7762,141.41,139.8115,138.0208,136.0826
0.1012,134.5228,134.3686,133.9099,133.1583,132.1327,130.859,129.3693,127.7012,125.8967
0.1016,121.6274,121.4869,121.0689,120.3841,119.4499,118.29,116.9339,115.4161,113.7751
0.102,106.852,106.7276,106.3576,105.7513,104.9245,103.8982,102.6987,101.3568,99.9068
0.1024,90.425,90.3189,90.0033,89.4864,88.7814,87.9067,86.8848,85.742,84.5079
0.1028,72.6003,72.5144,72.2591,71.8409,71.2707,70.5635,69.7374,68.8142,67.8177
0.1032,53.6534,53.5894,53.3993,53.0879,52.6634,52.137,51.5225,50.8359,50.0954
0.1036,33.8771,33.8365,33.7155,33.5174,33.2474,32.9127,32.5221,32.0859,31.6157
0.104,13.5773,13.5608,13.512,13.432,13.323,13.1879,13.0303,12.8544,12.6649
0.1044,-6.9325,-6.924,-6.8989,-6.8578,-6.8017,-6.7322,-6.6513,-6.5609,-6.4636
0.1048,-27.3351,-27.3015,-27.2016,-27.0382,-26.8155,-26.5398,-26.2183,-25.8599,-25.4741
0.1052,-47.3152,-47.2566,-47.0824,-46.7974,-46.4092,-45.9286,-45.3686,-44.7444,-44.073
0.1056,-66.5639,-66.4808,-66.2339,-65.83,-65.2801,-64.5992,-63.8063,-62.9229,-61.9733
0.106,-84.7837,-84.6771,-84.3603,-83.842,-83.1365,-82.2634,-81.2469,-80.1149,-78.899
0.1064,-101.693,-101.5642,-101.1813,-100.5551,-99.7029,-98.6486,-97.4214,-96.0557,-94.5894
0.1068,-117.0305,-116.8811,-116.4372,-115.7112,-114.7236,-113.502,-112.0808,-110.4998,-108.8034
0.1072,-130.5589,-130.3911,-129.8922,-129.0764,-127.9668,-126.5948,-124.9992,-123.2251,-121.3227
0.1076,-142.0693,-141.8853,-141.3384,-140.4443,-139.2284,-137.7254,-135.9782,-134.0364,-131.9555
0.108,-151.3837,-151.1862,-150.5992,-149.6395,-148.3349,-146.7226,-144.8491,-142.7681,-140.5392
0.1084,-158.3582,-158.15,-157.5314,-156.5204,-155.1461,-153.4484,-151.4763,-149.2868,-146.9433
0.1088,-162.8848,-162.6691,-162.0282,-160.9809,-159.5575,-157.7997,-155.7585,-153.4936,-151.0708
0.1092,-164.8938,-164.6738,-164.0203,-162.9524,-161.5016,-159.7103,-157.6312,-155.3253,-152.8602
0.1096,-164.3539,-164.133,-163.477,-162.405,-160.949,-159.1519,-157.0668,-154.7554,-152.2861
0.11,-161.2736,-161.0553,-160.4069,-159.3476,-157.9091,-156.1341,-154.0756,-151.7948,-149.3596
0.1104,-155.7005,-155.4882,-154.8576,-153.8278,-152.4295,-150.7047,-148.7052,-146.4909,-144.1283
0.1108,-147.7207,-147.5178,-146.9153,-145.9313,-144.5957,-142.9487,-141.0402,-138.9277,-136.6751
0.1112,-137.4575,-137.2674,-136.7027,-135.7807,-134.5295,-132.987,-131.2004,-129.2238,-127.1175
0.1116,-125.0696,-124.8954,-124.3779,-123.5332,-122.3871,-120.9746,-119.3392,-117.5309,-115.6052
0.112,-110.7485,-110.5931,-110.1317,-109.3785,-108.3568,-107.0981,-105.6413,-104.0313,-102.3179
0.1124,-94.7156,-94.5817,-94.1843,-93.5357,-92.6561,-91.5728,-90.3194,-88.9351,-87.4627
0.1128,-77.2186,-77.1087,-76.7824,-76.25,-75.5281,-74.6393,-73.6115,-72.4768,-71.2707
0.1132,-58.528,-58.4441,-58.1951,-57.7888,-57.238,-56.5601,-55.7764,-54.9118,-53.9934
0.1136,-38.9328,-38.8766,-38.7098,-38.4376,-38.0688,-37.6151,-37.0907,-36.5125,-35.8987
0.114,-18.7358,-18.7085,-18.6277,-18.4958,-18.3172,-18.0974,-17.8437,-17.5639,-17.2672
0.1144,1.7509,1.7483,1.7407,1.7283,1.7115,1.6908,1.667,1.6407,1.6128
0.1148,22.2105,22.1777,22.0806,21.9221,21.7076,21.4438,21.1395,20.8044,20.4494
0.1152,42.3267,42.2639,42.0775,41.7735,41.362,40.8563,40.273,39.631,38.9515
0.1156,61.7887,61.6964,61.4224,60.9757,60.371,59.6283,58.7719,57.83,56.8335
0.116,80.2957,80.1748,79.8163,79.2319,78.4411,77.47,76.3508,75.1205,73.8199
0.1164,97.5614,97.4136,96.975,96.2603,95.2933,94.1062,92.7386,91.2361,89.6489
0.1168,113.3192,113.1463,112.6334,111.7978,110.6674,109.2802,107.6828,105.9288,104.0771
0.1172,127.3254,127.1298,126.5496,125.6045,124.3263,122.7583,120.9534,118.9727,116.8831
0.1176,139.3635,139.1479,138.5086,137.4673,136.0594,134.3328,132.3463,130.1675,127.8705
0.118,149.2474,149.015,148.3257,147.2032,145.686,143.8259,141.6868,139.3418,136.8714
0.1184,156.8244,156.5785,155.8494,154.6622,153.0579,151.0918,148.8317,146.3555,143.7487
0.1188,161.9773,161.7216,160.9636,159.7294,158.062,156.0192,153.672,151.1019,148.3982
0.1192,164.6265,164.3649,163.5893,162.3268,160.6216,158.5332,156.1346,153.5097,150.7503
0.1196,164.731,164.4675,163.6863,162.4149,160.6979,158.5959,156.1828,153.5435,150.7709
0.12,162.2893,162.028,161.2532,159.9926,158.2906,156.2077,153.8175,151.2048,148.4621
0.1204,157.339,157.084,156.328,155.0979,153.4377,151.4065,149.0768,146.5317,143.8618
0.1208,149.9568,149.7121,148.9868,147.8069,146.2149,144.2678,142.0356,139.5983,137.0435
0.1212,140.2566,140.0262,139.3434,138.2329,136.7347,134.903,132.8041,130.5137,128.1146
0.1216,128.3884,128.1761,127.5471,126.524,125.1443,123.458,121.5265,119.42,117.2153
0.122,114.5357,114.3451,113.7803,112.8619,111.6235,110.1106,108.3784,106.4905,104.5158
0.1224,98.9127,98.747,98.256,97.4579,96.382,95.068,93.5642,91.9263,90.2143
0.1228,81.7607,81.6228,81.2144,80.5505,79.6558,78.5635,77.3141,75.9539,74.5334
0.1232,63.3449,63.2374,62.9189,62.4014,61.704,60.853,59.88,58.8213,57.7165
0.1236,43.95,43.8749,43.6526,43.2912,42.8045,42.2107,41.5321,40.7943,40.0248
0.124,23.8758,23.8347,23.7131,23.5156,23.2496,22.9253,22.5547,22.1521,21.7325
0.1244,3.4325,3.4265,3.4089,3.3804,3.3419,3.295,3.2415,3.1833,3.1228
0.1248,-17.0639,-17.0342,-16.9462,-16.8033,-16.6109,-16.3765,-16.109,-15.8186,-15.5165
0.1252,-37.2965,-37.2311,-37.0376,-36.7233,-36.3004,-35.7852,-35.1975,-34.5601,-33.8974
0.1256,-56.9526,-56.8521,-56.5547,-56.0719,-55.4223,-54.6312,-53.7293,-52.7516,-51.736
0.126,-75.7284,-75.594,-75.196,-74.55,-73.6813,-72.6236,-71.4184,-70.1127,-68.7574
0.1264,-93.3336,-93.1669,-92.6733,-91.8724,-90.7954,-89.4848,-87.992,-86.3757,-84.6994
0.1268,-109.4961,-109.2993,-108.7167,-107.7713,-106.5006,-104.9546,-103.1947,-101.2903,-99.3168
0.1272,-123.9662,-123.742,-123.0783,-122.0015,-120.5545,-118.7948,-116.7924,-114.6271,-112.385
0.1276,-136.5201,-136.2716,-135.5362,-134.3432,-132.7405,-130.7921,-128.5762,-126.1815,-123.7037
0.128,-146.9637,-146.6946,-145.898,-144.6061,-142.8708,-140.7622,-138.3652,-135.7763,-133.0999
0.1284,-155.1358,-154.8499,-154.0038,-152.6319,-150.7897,-148.552,-146.0094,-143.265,-140.4301
0.1288,-160.9098,-160.6115,-159.7286,-158.2971,-156.3755,-154.0421,-151.3921,-148.5337,-145.5834
0.1292,-164.1967,-163.8904,-162.9839,-161.5145,-159.5425,-157.1489,-154.4318,-151.5029,-148.4823
0.1296,-164.9455,-164.6359,-163.7197,-162.2349,-160.2428,-157.8255,-155.083,-152.1286,-149.0842
0.13,-163.1448,-162.8366,-161.925,-160.4477,-158.4662,-156.0628,-153.3374,-150.4032,-147.3822
0.1304,-158.8223,-158.5205,-157.6276,-156.181,-154.2412,-151.8892,-149.2235,-146.3554,-143.4049
0.1308,-152.0449,-151.7541,-150.8942,-149.5012,-147.6338,-145.3705,-142.8065,-140.0497,-137.2161
0.1312,-142.9172,-142.6423,-141.8291,-140.5121,-138.747,-136.6086,-134.1873,-131.5855,-128.9135
0.1316,-131.5805,-131.3258,-130.5727,-129.3531,-127.719,-125.74,-123.5004,-121.0955,-118.6277
0.132,-118.2099,-117.9797,-117.2991,-116.1971,-114.7209,-112.9339,-110.9125,-108.7434,-106.5195
0.1324,-103.0121,-102.8103,-102.2136,-101.2478,-99.9543,-98.3891,-96.6195,-94.7218,-92.7778
0.1328,-86.2221,-86.0522,-85.5498,-84.7366,-83.6481,-82.3313,-80.8433,-79.2487,-77.6166
0.1332,-68.0993,-67.9643,-67.5651,-66.9192,-66.0548,-65.0095,-63.8289,-62.5646,-61.2716
0.1336,-48.9239,-48.8263,-48.5378,-48.0712,-47.4467,-46.692,-45.84,-44.9282,-43.9965
0.134,-28.9922,-28.934,-28.7621,-28.484,-28.1119,-27.6624,-27.1553,-26.6128,-26.0591
0.1344,-8.6124,-8.595,-8.5437,-8.4606,-8.3495,-8.2153,-8.0639,-7.9022,-7.7372
0.1348,11.9005,11.8763,11.8049,11.6895,11.5351,11.3487,11.1387,10.9143,10.6857
0.1352,32.2294,32.1636,31.9691,31.6546,31.2343,30.7271,30.1557,29.5459,28.925
0.1356,52.0602,51.9533,51.6372,51.1264,50.4439,49.6205,48.6935,47.7047,46.6989
0.136,71.0863,70.9394,70.5054,69.804,68.867,67.7372,66.4658,65.1107,63.7335
0.1364,89.0136,88.8286,88.2819,87.3987,86.2193,84.7976,83.1986,81.4955,79.7662
0.1368,105.565,105.3443,104.6923,103.639,102.2328,100.5385,98.634,96.6069,94.5503
0.1372,120.4846,120.2313,119.4828,118.274,116.6607,114.7175,112.5344,110.2124,107.8588
0.1376,133.5419,133.2595,132.4252,131.0779,129.2804,127.1162,124.6861,122.1031,119.4876
0.138,144.5351,144.2276,143.3195,141.8532,139.8975,137.5439,134.9025,132.0969,129.2585
0.1384,153.2941,152.9661,151.9974,150.4338,148.3488,145.8405,143.0271,140.041,137.0227
0.1388,159.6836,159.34,158.3252,156.6875,154.5043,151.879,148.9359,145.8143,142.6621
0.1392,163.6049,163.2508,162.2052,160.5181,158.2697,155.5671,152.539,149.3296,146.0918
0.1396,164.9973,164.6381,163.5777,161.867,159.5878,156.8492,153.7826,150.5346,147.261
0.14,163.8393,163.4806,162.4218,160.7138,158.4389,155.7068,152.6489,149.4127,146.1539
0.1404,160.1488,159.7962,158.7554,157.0769,154.8419,152.1587,149.1573,145.9831,142.7899
0.1408,153.9829,153.6419,152.6356,151.013,148.8531,146.2611,143.3634,140.3011,137.2233
0.1412,145.4368,145.113,144.1572,142.6164,140.566,138.1065,135.3583,132.4562,129.5423
0.1416,134.6427,134.3412,133.4515,132.0173,130.1095,127.822,125.2674,122.5717,119.8676
0.142,121.7674,121.4932,120.6841,119.3802,117.6461,115.5677,113.248,110.802,108.3508
0.1424,107.0099,106.7676,106.0526,104.9006,103.369,101.5341,99.4873,97.3307,95.1716
0.1428,90.5984,90.3921,89.7834,88.8029,87.4997,85.9391,84.1992,82.3674,80.5352
0.1432,72.7864,72.6198,72.1281,71.3362,70.2839,69.0244,67.6211,66.1446,64.6693
0.1436,53.8494,53.7254,53.3597,52.7707,51.9884,51.0523,50.0099,48.914,47.8202
0.144,34.08,34.0011,33.7684,33.3937,32.8961,32.301,31.6387,30.9429,30.2491
0.1444,13.7839,13.7518,13.6571,13.5048,13.3026,13.0608,12.7918,12.5095,12.2283
0.1448,-6.7253,-6.7096,-6.6632,-6.5884,-6.4893,-6.3708,-6.2391,-6.1009,-5.9634
0.1452,-27.1306,-27.0667,-26.8784,-26.5754,-26.1734,-25.6933,-25.1598,-24.6007,-24.0448
0.1456,-47.1165,-47.005,-46.6762,-46.1472,-45.4457,-44.6081,-43.6781,-42.704,-41.7367
0.146,-66.3741,-66.2161,-65.7504,-65.0015,-64.0084,-62.8232,-61.508,-60.1316,-58.7662
0.1464,-84.6058,-84.4033,-83.8065,-82.8469,-81.5748,-80.0574,-78.3746,-76.6148,-74.8708
0.1468,-101.5297,-101.2854,-100.5654,-99.4078,-97.874,-96.045,-94.0178,-91.8997,-89.8027
0.1472,-116.8842,-116.6014,-115.7681,-114.4287,-112.6543,-110.5396,-108.197,-105.7512,-103.3323
0.1476,-130.432,-130.1148,-129.1799,-127.6776,-125.6881,-123.3179,-120.6939,-117.9565,-115.2521
0.148,-141.9638,-141.6166,-140.5937,-138.9502,-136.7744,-134.1835,-131.3168,-128.3285,-125.3796
0.1484,-151.3011,-150.9291,-149.8332,-148.0727,-145.7427,-142.9694,-139.9028,-136.7087,-133.5599
0.1488,-158.2998,-157.9085,-156.7558,-154.9045,-152.4552,-149.5411,-146.3208,-142.9692,-139.6688
0.1492,-162.8516,-162.4469,-161.2549,-159.3407,-156.809,-153.7983,-150.4731,-147.0152,-143.6138
0.1496,-164.8862,-164.4742,-163.261,-161.3131,-158.7377,-155.6763,-152.2973,-148.7862,-145.3362
0.15,-164.3721,-163.9593,-162.7434,-160.7919,-158.2124,-155.1476,-151.7668,-148.2568,-144.8116
0.1504,-161.3173,-160.91,-159.7105,-157.7856,-155.2423,-152.2216,-148.8916,-145.4372,-142.0503
0.1508,-155.769,-155.3736,-154.2094,-152.3414,-149.874,-146.945,-143.7179,-140.373,-137.0971
0.1512,-147.8129,-147.4357,-146.3252,-144.5439,-142.1916,-139.4005,-136.3272,-133.1444,-130.0307
0.1516,-137.5721,-137.2192,-136.1803,-134.5141,-132.3146,-129.706,-126.8355,-123.8651,-120.9624
0.152,-125.2048,-124.8819,-123.9315,-122.4076,-120.3966,-118.0126,-115.3909,-112.6802,-110.0343
0.1524,-110.9021,-110.6146,-109.7685,-108.412,-106.6225,-104.5021,-102.1717,-99.7642,-97.4169
0.1528,-94.8853,-94.638,-93.9104,-92.7441,-91.206,-89.3843,-87.3835,-85.3182,-83.3068
0.1532,-77.4018,-77.199,-76.6024,-75.6463,-74.3859,-72.8938,-71.2559,-69.5667,-67.9236
0.1536,-58.7218,-58.5672,-58.1123,-57.3834,-56.4228,-55.2862,-54.0393,-52.7544,-51.5059
0.154,-39.1342,-39.0307,-38.7259,-38.2378,-37.5947,-36.8341,-36.0003,-35.1418,-34.3086
0.1544,-18.9417,-18.8913,-18.7431,-18.5057,-18.193,-17.8234,-17.4184,-17.0018,-16.598
0.1548,1.5435,1.5394,1.5273,1.5078,1.4822,1.452,1.4189,1.3849,1.3519
0.1552,22.005,21.9458,21.7719,21.4934,21.1269,20.694,20.2203,19.7339,19.2634
0.1556,42.1263,42.0125,41.6778,41.1421,40.4372,39.6052,38.6953,37.7618,36.86
0.156,61.5964,61.4291,60.9373,60.1503,59.1151,57.8936,56.5587,55.1903,53.8701
0.1564,80.1145,79.8958,79.2529,78.2243,76.8719,75.2769,73.5349,71.7508,70.0315
0.1568,97.3942,97.1269,96.3415,95.0851,93.4337,91.4869,89.3623,87.188,85.0954
0.1572,113.1684,112.8564,111.9391,110.4723,108.5449,106.2739,103.7971,101.2646,98.8301
0.1576,127.1934,126.8409,125.8048,124.1484,121.9727,119.4102,116.6172,113.7641,111.0248
0.158,139.2524,138.8645,137.7246,135.9025,133.51,130.6936,127.6259,124.4949,121.4925
0.1584,149.1588,148.7413,147.5143,145.5534,142.9794,139.9509,136.6544,133.2928,130.0733
0.1588,156.7598,156.3187,155.0228,152.9523,150.2354,147.0402,143.5645,140.0235,136.6363
0.1592,161.9376,161.4797,160.1345,157.9855,155.1666,151.8531,148.2512,144.5848,141.0821
0.1596,164.6124,164.1446,162.7704,160.5758,157.6979,154.3167,150.6436,146.9082,143.3441
0.16,164.7427,164.2722,162.8902,160.6836,157.791,154.3941,150.7065,146.9598,143.3894
0.1604,162.3266,161.8607,160.4923,158.3079,155.4455,152.0857,148.4407,144.7407,141.2194
0.1608,157.4014,156.9473,155.614,153.4861,150.6986,147.4283,143.8829,140.2873,136.8697
0.1612,150.0431,149.6082,148.3311,146.2932,143.6246,140.4955,137.1053,133.6703,130.4097
0.1616,140.3657,139.9568,138.7562,136.841,134.3339,131.3956,128.2143,124.9939,121.941
0.162,128.5186,128.1423,127.0378,125.2762,122.9709,120.2705,117.3488,114.3939,111.5964
0.1624,114.6849,114.3475,113.3572,111.778,109.7121,107.2933,104.6781,102.0358,99.5374
0.1628,99.0785,98.7856,97.926,96.5554,94.7631,92.6657,90.3996,88.1121,85.952
0.1632,81.9407,81.6973,80.9829,79.8443,78.3558,76.6147,74.7349,72.8392,71.0515
0.1636,63.5363,63.3466,62.7901,61.9032,60.7441,59.3892,57.9272,56.4543,55.0671
0.164,44.1498,44.0174,43.6288,43.0097,42.201,41.256,40.2371,39.2115,38.247
0.1644,24.0809,24.0083,23.7954,23.4562,23.0132,22.4959,21.9385,21.378,20.8516
0.1648,3.6398,3.6287,3.5964,3.5449,3.4777,3.3992,3.3147,3.2298,3.1502
0.1652,-16.8576,-16.8063,-16.6558,-16.4162,-16.1036,-15.7388,-15.3463,-14.9524,-14.5835
0.1656,-37.0945,-36.981,-36.6483,-36.1187,-35.4279,-34.6223,-33.7562,-32.8877,-32.0754
0.166,-56.7579,-56.5835,-56.072,-55.2581,-54.1967,-52.9597,-51.6305,-50.2992,-49.0557
0.1664,-75.5441,-75.3108,-74.6269,-73.5387,-72.1202,-70.4678,-68.6937,-66.9184,-65.2626
0.1668,-93.1625,-92.8735,-92.0261,-90.6781,-88.9217,-86.8767,-84.6826,-82.4892,-80.4463
0.1672,-109.3409,-109.0001,-108.0009,-106.4119,-104.342,-101.9333,-99.3509,-96.7719,-94.3732
0.1676,-123.8292,-123.4414,-122.3045,-120.497,-118.1434,-115.4058,-112.473,-109.547,-106.8295
0.168,-136.4035,-135.9742,-134.7161,-132.7163,-130.1132,-127.087,-123.8474,-120.6185,-117.624
0.1684,-146.8694,-146.405,-145.044,-142.8813,-140.0672,-136.7974,-133.2995,-129.8168,-126.5915
0.1688,-155.065,-154.5724,-153.1289,-150.8355,-147.8524,-144.3881,-140.6848,-137.0013,-133.5951
0.1692,-160.8638,-160.3504,-158.846,-156.4564,-153.3493,-149.743,-145.8907,-142.0629,-138.5285
0.1696,-164.1761,-163.6496,-162.1072,-159.6578,-156.4741,-152.7808,-148.8385,-144.9252,-141.3172
0.17,-164.9507,-164.4193,-162.8625,-160.3908,-157.1794,-153.4559,-149.4842,-145.5459,-141.9202
0.1704,-163.1757,-162.6475,-161.1004,-158.6447,-155.4552,-151.7592,-147.8197,-143.9174,-140.3301
0.1708,-158.8784,-158.3617,-156.8485,-154.4471,-151.3294,-147.7183,-143.8724,-140.0667,-136.5735
0.1712,-152.1253,-151.6282,-150.1728,-147.8636,-144.8666,-141.3973,-137.705,-134.0552,-130.7102
0.1716,-143.0207,-142.5513,-141.1767,-138.9964,-136.1677,-132.895,-129.4145,-125.9777,-122.8328
0.172,-131.7055,-131.2712,-129.9996,-127.9832,-125.3681,-122.3442,-119.1307,-115.9609,-113.0647
0.1724,-118.3545,-117.9624,-116.8146,-114.9948,-112.6356,-109.9091,-107.0139,-104.161,-101.5584
0.1728,-103.174,-102.8306,-101.8256,-100.2324,-98.1679,-95.7831,-93.2527,-90.762,-88.4933
0.1732,-86.3988,-86.1099,-85.2645,-83.9247,-82.1891,-80.1854,-78.061,-75.9722,-74.0725
0.1736,-68.2881,-68.0587,-67.3875,-66.3241,-64.947,-63.3581,-61.6747,-60.0213,-58.52
0.174,-49.1218,-48.9561,-48.4711,-47.7029,-46.7085,-45.5618,-44.3478,-43.1568,-42.077
0.1744,-29.1963,-29.0973,-28.8078,-28.3493,-27.756,-27.0722,-26.3488,-25.6399,-24.9982
0.1748,-8.8195,-8.7894,-8.7016,-8.5625,-8.3826,-8.1754,-7.9563,-7.7419,-7.5481
0.1752,11.6937,11.6537,11.5367,11.3515,11.112,10.8364,10.5452,10.2605,10.0036
0.1756,32.0261,31.916,31.5942,31.0849,30.4266,29.6691,28.8698,28.0889,27.3856
0.176,51.8634,51.6844,51.1609,50.3327,49.2626,48.0321,46.7344,45.4681,44.3295
0.1764,70.8991,70.6533,69.9345,68.7976,67.3293,65.6416,63.8633,62.1301,60.5741
0.1768,88.8389,88.5295,87.6249,86.1944,84.3476,82.2261,79.9925,77.8179,75.869
0.1772,105.4056,105.0367,103.9587,102.2544,100.0551,97.53,94.8735,92.2901,89.9787
0.1776,120.3429,119.9199,118.6837,116.7299,114.2095,111.3174,108.2773,105.3242,102.6864
0.178,133.4201,132.949,131.5725,129.3975,126.5928,123.3763,119.9979,116.7199,113.7969
0.1784,144.4349,143.9227,142.4261,140.0618,137.0143,133.5214,129.8554,126.3026,123.1399
0.1788,153.2173,152.6715,151.077,148.5587,145.3139,141.5969,137.6991,133.9258,130.5727
0.1792,159.6313,159.0601,157.3917,154.7572,151.3642,147.4795,143.4091,139.4733,135.982
0.1796,163.5779,162.99,161.2729,158.5623,155.0726,151.0796,146.899,142.8614,139.2859
0.18,164.996,164.4004,162.661,159.9158,156.3829,152.3428,148.1164,144.0393,140.4352
0.1804,163.8637,163.2696,161.5347,158.7973,155.2758,151.2512,147.0443,142.9908,139.4139
0.1808,160.1986,159.6152,157.9118,155.2249,151.7696,147.8229,143.7009,139.7339,136.2396
0.1812,154.0573,153.4938,151.8487,149.2543,145.9195,142.1125,138.1397,134.3208,130.9631
0.1816,145.5347,145.0,143.4393,140.9786,137.8168,134.2096,130.4483,126.837,123.6676
0.182,134.7625,134.2652,132.8139,130.5262,127.5879,124.2375,120.747,117.3998,114.4674
0.1824,121.9073,121.4555,120.137,118.0593,115.3917,112.3518,109.1874,106.1565,103.5063
0.1828,107.1677,106.7688,105.6048,103.771,101.4176,98.7373,95.9495,93.2825,90.9548
0.1832,90.7716,90.4323,89.4422,87.8828,85.8823,83.6053,81.239,78.978,77.0083
0.1836,72.9725,72.6985,71.8992,70.6406,69.0267,67.1907,65.2844,63.4651,61.8832
0.184,54.0454,53.8416,53.2471,52.3113,51.1117,49.7479,48.3331,46.9845,45.8141
0.1844,34.2829,34.1531,33.7744,33.1784,32.4148,31.5472,30.6478,29.7916,29.05
0.1848,13.9905,13.9373,13.7821,13.5379,13.2252,12.8701,12.5023,12.1526,11.8503
0.1852,-6.5182,-6.4933,-6.4207,-6.3065,-6.1602,-5.9943,-5.8226,-5.6596,-5.5189
0.1856,-26.9261,-26.8228,-26.5216,-26.048,-25.4419,-24.7545,-24.0438,-23.3697,-22.7892
0.186,-46.9178,-46.737,-46.2101,-45.3816,-44.3218,-43.1205,-41.8796,-40.7042,-39.6939
0.1864,-66.1842,-65.9282,-65.1818,-64.0085,-62.5084,-60.8089,-59.0549,-57.3956,-55.9722
0.1868,-84.4277,-84.0997,-83.1435,-81.6411,-79.7208,-77.5467,-75.3048,-73.1866,-71.3732
0.1872,-101.3661,-100.9706,-99.8179,-98.0071,-95.6936,-93.0759,-90.3788,-87.8339,-85.6596
0.1876,-116.7378,-116.2803,-114.9474,-112.8539,-110.1803,-107.1572,-104.045,-101.1122,-98.6116
0.188,-130.3049,-129.7922,-128.2982,-125.9524,-122.9579,-119.5738,-116.0933,-112.8176,-110.0303
0.1884,-141.858,-141.2974,-139.6643,-137.1007,-133.8295,-130.1351,-126.3387,-122.7703,-119.7403
0.1888,-151.2183,-150.6182,-148.8702,-146.127,-142.6281,-138.6789,-134.6243,-130.8182,-127.593
0.1892,-158.2412,-157.6106,-155.7739,-152.8924,-149.2185,-145.0744,-140.8235,-136.8384,-133.4685
0.1896,-162.8181,-162.1665,-160.2691,-157.2929,-153.4999,-149.2242,-144.8421,-140.7395,-137.2776
0.19,-164.8784,-164.2158,-162.2865,-159.2612,-155.4072,-151.0655,-146.6197,-142.463,-138.963
0.1904,-164.3901,-163.7266,-161.7953,-158.7675,-154.912,-150.5712,-146.1305,-141.9841,-138.5001
0.1908,-161.3607,-160.7068,-158.8034,-155.8201,-152.023,-147.7506,-143.3838,-139.3118,-135.8978
0.1912,-155.8372,-155.2031,-153.3574,-150.4654,-146.786,-142.6486,-138.4236,-134.4893,-131.1978
0.1916,-147.9049,-147.3006,-145.5418,-142.7866,-139.2829,-135.3455,-131.3284,-127.5927,-124.4743
0.192,-137.6865,-137.1215,-135.4776,-132.9032,-129.6307,-125.9554,-122.2093,-118.7303,-115.8326
0.1924,-125.3397,-124.8233,-123.3208,-120.9685,-117.9796,-114.6249,-111.2087,-108.0405,-105.4075
0.1928,-111.0556,-110.5961,-109.2596,-107.1675,-104.5105,-101.5302,-98.498,-95.6899,-93.3614
0.1932,-95.0548,-94.66,-93.5114,-91.7141,-89.4324,-86.8748,-84.275,-81.8707,-79.8815
0.1936,-77.5848,-77.2612,-76.32,-74.8476,-72.9791,-70.886,-68.7604,-66.7974,-65.177
0.194,-58.9156,-58.6688,-57.9512,-56.829,-55.4055,-53.8119,-52.1951,-50.704,-49.476
0.1944,-39.3356,-39.1702,-38.6892,-37.9372,-36.9837,-35.9169,-34.8356,-33.8398,-33.0216
0.1948,-19.1477,-19.0668,-18.8318,-18.4644,-17.9987,-17.4781,-16.9508,-16.466,-16.0686
0.1952,1.3362,1.3305,1.3141,1.2883,1.2557,1.2193,1.1825,1.1486,1.1209
0.1956,21.7995,21.7067,21.4369,21.0155,20.482,19.8862,19.284,18.7317,18.2812
0.196,41.9258,41.7466,41.2258,40.4124,39.3829,38.2341,37.074,36.0118,35.1473
0.1964,61.404,61.1405,60.3747,59.1791,57.6665,55.9796,54.2779,52.722,51.4588
0.1968,79.9331,79.5887,78.588,77.0259,75.0505,72.8491,70.6304,68.6047,66.9641
0.1972,97.2267,96.806,95.5841,93.6771,91.2667,88.5823,85.8793,83.4152,81.4244
0.1976,113.0174,112.5265,111.1005,108.8758,106.065,102.9368,99.79,96.9255,94.6169
0.198,127.0612,126.507,124.8977,122.3875,119.2174,115.6916,112.1484,108.9278,106.3388
0.1984,139.141,138.5317,136.7625,134.0038,130.5214,126.6508,122.7649,119.238,116.41
0.1988,149.0701,148.4147,146.5119,143.5457,139.8031,135.646,131.4765,127.698,124.676
0.1992,156.6949,156.0033,153.9954,150.8663,146.9199,142.5395,138.1503,134.1786,131.0103
0.1996,161.8977,161.1803,159.0977,155.8532,151.763,147.226,142.6845,138.5812,135.3163
0.2,164.5981,163.8657,161.7403,158.4299,154.2586,149.6346,145.0106,140.8393,137.5289
0.2004,164.7542,164.0182,161.8826,158.5573,154.3691,149.7295,145.0945,140.9197,137.6152
0.2008,162.3636,161.6355,159.5228,156.2341,152.0939,147.5106,142.9364,138.8227,135.5753
0.2012,157.4634,156.7544,154.6977,151.497,147.4693,143.0137,138.5713,134.5824,131.442
0.2016,150.1293,149.4506,147.4823,144.4198,140.568,136.3097,132.0684,128.266,125.2805
0.202,140.4746,139.8371,137.9883,135.1127,131.4975,127.5035,123.5296,119.9725,117.1873
0.2024,128.6485,128.0624,126.3628,123.7201,120.3991,116.7327,113.0885,109.8316,107.2885
0.2028,114.8339,114.3087,112.7858,110.4186,107.4452,104.1649,100.9076,98.0012,95.7381
0.2032,99.2443,98.7886,97.4675,95.4145,92.837,89.9953,87.1766,84.6655,82.7157
0.2036,82.1206,81.7421,80.6448,78.9401,76.8009,74.4441,72.1086,70.0314,68.4231
0.204,63.7276,63.4327,62.578,61.2505,59.5854,57.7522,55.9375,54.3261,53.0821
0.2044,44.3496,44.1435,43.5465,42.6195,41.4572,40.1785,38.914,37.793,36.93
