time(s),300sample,320sample,340sample,360sample,380sample,400sample
0.148,-149.1783,-149.1783,-149.1783,-149.1783,-149.6346,-149.6346
0.1484,-146.0368,-146.0368,-146.0368,-146.0368,-149.7661,-149.7661
0.1488,-140.5923,-140.5923,-140.5923,-140.5923,-147.5357,-147.5357
0.1492,-132.9305,-132.9305,-132.9305,-132.9305,-142.9786,-142.9786
0.1496,-123.1724,-123.1724,-123.1724,-123.1724,-136.1666,-136.1666
0.15,-111.4717,-111.4717,-111.4717,-111.4717,-127.2072,-127.2072
0.1504,-98.0131,-98.0131,-98.0131,-98.0131,-116.2417,-116.2417
0.1508,-83.0087,-83.0087,-83.0087,-83.0087,-103.4429,-103.4429
0.1512,-66.6953,-66.6953,-66.6953,-66.6953,-89.0128,-89.0128
0.1516,-49.33,-49.33,-49.33,-49.33,-73.1789,-73.1789
0.152,-31.1868,-31.1868,-31.1868,-31.1868,-31.1868,-56.191
0.1524,-12.5517,-12.5517,-12.5517,-12.5517,-12.5517,-38.3169
0.1528,6.2813,6.2813,6.2813,6.2813,6.2813,-19.8385
0.1532,25.0153,25.0153,25.0153,25.0153,25.0153,-1.0472
0.1536,43.3548,43.3548,43.3548,43.3548,43.3548,17.7606
0.154,61.0105,61.0105,61.0105,61.0105,61.0105,36.2883
0.1544,77.7041,77.7041,77.7041,77.7041,77.7041,54.2437
0.1548,93.1722,93.1722,93.1722,93.1722,93.1722,71.3436
0.1552,107.1709,107.1709,107.1709,107.1709,107.1709,87.3184
0.1556,119.4795,119.4795,119.4795,119.4795,119.4795,101.9162
0.156,129.9038,129.9038,129.9038,129.9038,129.9038,114.9067
0.1564,138.2795,138.2795,138.2795,138.2795,138.2795,126.085
0.1568,144.4744,144.4744,144.4744,144.4744,144.4744,135.2749
0.1572,148.3908,148.3908,148.3908,148.3908,148.3908,142.3314
0.1576,149.9671,149.9671,149.9671,149.9671,149.9671,147.1433
0.158,149.1783,149.1783,149.1783,149.1783,149.1783,149.6346
0.1584,146.0368,146.0368,146.0368,146.0368,146.0368,149.7661
0.1588,140.5923,140.5923,140.5923,140.5923,140.5923,147.5357
0.1592,132.9305,132.9305,132.9305,132.9305,132.9305,142.9786
0.1596,123.1724,123.1724,123.1724,123.1724,123.1724,136.1666
0.16,111.4717,111.4717,111.4717,111.4717,111.4717,111.4717
0.1604,98.0131,98.0131,98.0131,98.0131,98.0131,98.0131
0.1608,83.0087,83.0087,83.0087,83.0087,83.0087,83.0087
0.1612,66.6953,66.6953,66.6953,66.6953,66.6953,66.6953
0.1616,49.33,49.33,49.33,49.33,49.33,49.33
0.162,31.1868,31.1868,31.1868,31.1868,31.1868,31.1868
0.1624,12.5517,12.5517,12.5517,12.5517,12.5517,12.5517
0.1628,-6.2813,-6.2813,-6.2813,-6.2813,-6.2813,-6.2813
0.1632,-25.0153,-25.0153,-25.0153,-25.0153,-25.0153,-25.0153
0.1636,-43.3548,-43.3548,-43.3548,-43.3548,-43.3548,-43.3548
0.164,-61.0105,-61.0105,-61.0105,-61.0105,-61.0105,-61.0105
0.1644,-77.7041,-77.7041,-77.7041,-77.7041,-77.7041,-77.7041
0.1648,-93.1722,-93.1722,-93.1722,-93.1722,-93.1722,-93.1722
0.1652,-107.1709,-107.1709,-107.1709,-107.1709,-107.1709,-107.1709
0.1656,-119.4795,-119.4795,-119.4795,-119.4795,-119.4795,-119.4795
0.166,-129.9038,-129.9038,-129.9038,-129.9038,-129.9038,-129.9038
0.1664,-138.2795,-138.2795,-138.2795,-138.2795,-138.2795,-138.2795
0.1668,-144.4744,-144.4744,-144.4744,-144.4744,-144.4744,-144.4744
0.1672,-148.3908,-148.3908,-148.3908,-148.3908,-148.3908,-148.3908
0.1676,-149.9671,-149.9671,-149.9671,-149.9671,-149.9671,-149.9671
0.168,-149.1783,-149.1783,-149.1783,-149.1783,-149.1783,-149.1783
0.1684,-146.0368,-146.0368,-146.0368,-146.0368,-146.0368,-146.0368
0.1688,-140.5923,-140.5923,-140.5923,-140.5923,-140.5923,-140.5923
0.1692,-132.9305,-132.9305,-132.9305,-132.9305,-132.9305,-132.9305
0.1696,-123.1724,-123.1724,-123.1724,-123.1724,-123.1724,-123.1724
0.17,-111.4717,-111.4717,-111.4717,-111.4717,-111.4717,-111.4717
0.1704,-98.0131,-98.0131,-98.0131,-98.0131,-98.0131,-98.0131
0.1708,-83.0087,-83.0087,-83.0087,-83.0087,-83.0087,-83.0087
0.1712,-66.6953,-66.6953,-66.6953,-66.6953,-66.6953,-66.6953
0.1716,-49.33,-49.33,-49.33,-49.33,-49.33,-49.33
0.172,-31.1868,-31.1868,-31.1868,-31.1868,-31.1868,-31.1868
0.1724,-12.5517,-12.5517,-12.5517,-12.5517,-12.5517,-12.5517
0.1728,6.2813,6.2813,6.2813,6.2813,6.2813,6.2813
0.1732,25.0153,25.0153,25.0153,25.0153,25.0153,25.0153
0.1736,43.3548,43.3548,43.3548,43.3548,43.3548,43.3548
0.174,61.0105,61.0105,61.0105,61.0105,61.0105,61.0105
0.1744,77.7041,77.7041,77.7041,77.7041,77.7041,77.7041
0.1748,93.1722,93.1722,93.1722,93.1722,93.1722,93.1722
0.1752,107.1709,107.1709,107.1709,107.1709,107.1709,107.1709
0.1756,119.4795,119.4795,119.4795,119.4795,119.4795,119.4795
0.176,129.9038,129.9038,129.9038,129.9038,129.9038,129.9038
0.1764,138.2795,138.2795,138.2795,138.2795,138.2795,138.2795
0.1768,144.4744,144.4744,144.4744,144.4744,144.4744,144.4744
0.1772,148.3908,148.3908,148.3908,148.3908,148.3908,148.3908
0.1776,149.9671,149.9671,149.9671,149.9671,149.9671,149.9671
0.178,149.1783,149.1783,149.1783,149.1783,149.1783,149.1783
0.1784,146.0368,146.0368,146.0368,146.0368,146.0368,146.0368
0.1788,140.5923,140.5923,140.5923,140.5923,140.5923,140.5923
0.1792,132.9305,132.9305,132.9305,132.9305,132.9305,132.9305
0.1796,123.1724,123.1724,123.1724,123.1724,123.1724,123.1724
0.18,111.4717,111.4717,111.4717,111.4717,111.4717,111.4717
0.1804,98.0131,98.0131,98.0131,98.0131,98.0131,98.0131
0.1808,83.0087,83.0087,83.0087,83.0087,83.0087,83.0087
0.1812,66.6953,66.6953,66.6953,66.6953,66.6953,66.6953
0.1816,49.33,49.33,49.33,49.33,49.33,49.33
0.182,31.1868,31.1868,31.1868,31.1868,31.1868,31.1868
0.1824,12.5517,12.5517,12.5517,12.5517,12.5517,12.5517
0.1828,-6.2813,-6.2813,-6.2813,-6.2813,-6.2813,-6.2813
0.1832,-25.0153,-25.0153,-25.0153,-25.0153,-25.0153,-25.0153
0.1836,-43.3548,-43.3548,-43.3548,-43.3548,-43.3548,-43.3548
0.184,-61.0105,-61.0105,-61.0105,-61.0105,-61.0105,-61.0105
0.1844,-77.7041,-77.7041,-77.7041,-77.7041,-77.7041,-77.7041
0.1848,-93.1722,-93.1722,-93.1722,-93.1722,-93.1722,-93.1722
0.1852,-107.1709,-107.1709,-107.1709,-107.1709,-107.1709,-107.1709
0.1856,-119.4795,-119.4795,-119.4795,-119.4795,-119.4795,-119.4795
0.186,-129.9038,-129.9038,-129.9038,-129.9038,-129.9038,-129.9038
0.1864,-138.2795,-138.2795,-138.2795,-138.2795,-138.2795,-138.2795
0.1868,-144.4744,-144.4744,-144.4744,-144.4744,-144.4744,-144.4744
0.1872,-148.3908,-148.3908,-148.3908,-148.3908,-148.3908,-148.3908
0.1876,-149.9671,-149.9671,-149.9671,-149.9671,-149.9671,-149.9671
0.188,-149.1783,-149.1783,-149.1783,-149.1783,-149.1783,-149.1783
0.1884,-146.0368,-146.0368,-146.0368,-146.0368,-146.0368,-146.0368
0.1888,-140.5923,-140.5923,-140.5923,-140.5923,-140.5923,-140.5923
0.1892,-132.9305,-132.9305,-132.9305,-132.9305,-132.9305,-132.9305
0.1896,-123.1724,-123.1724,-123.1724,-123.1724,-123.1724,-123.1724
0.19,-111.4717,-111.4717,-111.4717,-111.4717,-111.4717,-111.4717
0.1904,-98.0131,-98.0131,-98.0131,-98.0131,-98.0131,-98.0131
0.1908,-83.0087,-83.0087,-83.0087,-83.0087,-83.0087,-83.0087
0.1912,-66.6953,-66.6953,-66.6953,-66.6953,-66.6953,-66.6953
0.1916,-49.33,-49.33,-49.33,-49.33,-49.33,-49.33
0.192,-31.1868,-31.1868,-31.1868,-31.1868,-31.1868,-31.1868
0.1924,-12.5517,-12.5517,-12.5517,-12.5517,-12.5517,-12.5517
0.1928,6.2813,6.2813,6.2813,6.2813,6.2813,6.2813
0.1932,25.0153,25.0153,25.0153,25.0153,25.0153,25.0153
0.1936,43.3548,43.3548,43.3548,43.3548,43.3548,43.3548
0.194,61.0105,61.0105,61.0105,61.0105,61.0105,61.0105
0.1944,77.7041,77.7041,77.7041,77.7041,77.7041,77.7041
0.1948,93.1722,93.1722,93.1722,93.1722,93.1722,93.1722
0.1952,107.1709,107.1709,107.1709,107.1709,107.1709,107.1709
0.1956,119.4795,119.4795,119.4795,119.4795,119.4795,119.4795
0.196,129.9038,129.9038,129.9038,129.9038,129.9038,129.9038
0.1964,138.2795,138.2795,138.2795,138.2795,138.2795,138.2795
0.1968,144.4744,144.4744,144.4744,144.4744,144.4744,144.4744
0.1972,148.3908,148.3908,148.3908,148.3908,148.3908,148.3908
0.1976,149.9671,149.9671,149.9671,149.9671,149.9671,149.9671
0.198,149.1783,149.1783,149.1783,149.1783,149.1783,149.1783
0.1984,146.0368,146.0368,146.0368,146.0368,146.0368,146.0368
0.1988,140.5923,140.5923,140.5923,140.5923,140.5923,140.5923
0.1992,132.9305,132.9305,132.9305,132.9305,132.9305,132.9305
0.1996,123.1724,123.1724,123.1724,123.1724,123.1724,123.1724
0.2,111.4717,111.4717,111.4717,111.4717,111.4717,111.4717
0.2004,98.0131,98.0131,98.0131,98.0131,98.0131,98.0131
0.2008,83.0087,83.0087,83.0087,83.0087,83.0087,83.0087
0.2012,66.6953,66.6953,66.6953,66.6953,66.6953,66.6953
0.2016,49.33,49.33,49.33,49.33,49.33,49.33
0.202,31.1868,31.1868,31.1868,31.1868,31.1868,31.1868
0.2024,12.5517,12.5517,12.5517,12.5517,12.5517,12.5517
0.2028,-6.2813,-6.2813,-6.2813,-6.2813,-6.2813,-6.2813
0.2032,-25.0153,-25.0153,-25.0153,-25.0153,-25.0153,-25.0153
0.2036,-43.3548,-43.3548,-43.3548,-43.3548,-43.3548,-43.3548
0.204,-61.0105,-61.0105,-61.0105,-61.0105,-61.0105,-61.0105
0.2044,-77.7041,-77.7041,-77.7041,-77.7041,-77.7041,-77.7041
0.2048,-93.1722,-93.1722,-93.1722,-93.1722,-93.1722,-93.1722
0.2052,-107.1709,-107.1709,-107.1709,-107.1709,-107.1709,-107.1709
0.2056,-119.4795,-119.4795,-119.4795,-119.4795,-119.4795,-119.4795
0.206,-129.9038,-129.9038,-129.9038,-129.9038,-129.9038,-129.9038
0.2064,-138.2795,-138.2795,-138.2795,-138.2795,-138.2795,-138.2795
0.2068,-144.4744,-144.4744,-144.4744,-144.4744,-144.4744,-144.4744
0.2072,-148.3908,-148.3908,-148.3908,-148.3908,-148.3908,-148.3908
0.2076,-149.9671,-149.9671,-149.9671,-149.9671,-149.9671,-149.9671
0.208,-149.1783,-149.1783,-149.1783,-149.1783,-149.1783,-149.1783
0.2084,-146.0368,-146.0368,-146.0368,-146.0368,-146.0368,-146.0368
0.2088,-140.5923,-140.5923,-140.5923,-140.5923,-140.5923,-140.5923
0.2092,-132.9305,-132.9305,-132.9305,-132.9305,-132.9305,-132.9305
0.2096,-123.1724,-123.1724,-123.1724,-123.1724,-123.1724,-123.1724
0.21,-111.4717,-111.4717,-111.4717,-111.4717,-111.4717,-111.4717
0.2104,-98.0131,-98.0131,-98.0131,-98.0131,-98.0131,-98.0131
0.2108,-83.0087,-83.0087,-83.0087,-83.0087,-83.0087,-83.0087
0.2112,-66.6953,-66.6953,-66.6953,-66.6953,-66.6953,-66.6953
0.2116,-49.33,-49.33,-49.33,-49.33,-49.33,-49.33
0.212,-31.1868,-31.1868,-31.1868,-31.1868,-31.1868,-31.1868
0.2124,-12.5517,-12.5517,-12.5517,-12.5517,-12.5517,-12.5517
0.2128,6.2813,6.2813,6.2813,6.2813,6.2813,6.2813
0.2132,25.0153,25.0153,25.0153,25.0153,25.0153,25.0153
0.2136,43.3548,43.3548,43.3548,43.3548,43.3548,43.3548
0.214,61.0105,61.0105,61.0105,61.0105,61.0105,61.0105
0.2144,77.7041,77.7041,77.7041,77.7041,77.7041,77.7041
0.2148,93.1722,93.1722,93.1722,93.1722,93.1722,93.1722
0.2152,107.1709,107.1709,107.1709,107.1709,107.1709,107.1709
0.2156,119.4795,119.4795,119.4795,119.4795,119.4795,119.4795
0.216,129.9038,129.9038,129.9038,129.9038,129.9038,129.9038
0.2164,138.2795,138.2795,138.2795,138.2795,138.2795,138.2795
0.2168,144.4744,144.4744,144.4744,144.4744,144.4744,144.4744
0.2172,148.3908,148.3908,148.3908,148.3908,148.3908,148.3908
0.2176,149.9671,149.9671,149.9671,149.9671,149.9671,149.9671
0.218,149.1783,149.1783,149.1783,149.1783,149.1783,149.1783
0.2184,146.0368,146.0368,146.0368,146.0368,146.0368,146.0368
0.2188,140.5923,140.5923,140.5923,140.5923,140.5923,140.5923
0.2192,132.9305,132.9305,132.9305,132.9305,132.9305,132.9305
0.2196,123.1724,123.1724,123.1724,123.1724,123.1724,123.1724
0.22,111.4717,111.4717,111.4717,111.4717,111.4717,111.4717
0.2204,98.0131,98.0131,98.0131,98.0131,98.0131,98.0131
0.2208,83.0087,83.0087,83.0087,83.0087,83.0087,83.0087
0.2212,66.6953,66.6953,66.6953,66.6953,66.6953,66.6953
0.2216,49.33,49.33,49.33,49.33,49.33,49.33
0.222,31.1868,31.1868,31.1868,31.1868,31.1868,31.1868
0.2224,12.5517,12.5517,12.5517,12.5517,12.5517,12.5517
0.2228,-6.2813,-6.2813,-6.2813,-6.2813,-6.2813,-6.2813
0.2232,-25.0153,-25.0153,-25.0153,-25.0153,-25.0153,-25.0153
0.2236,-43.3548,-43.3548,-43.3548,-43.3548,-43.3548,-43.3548
0.224,-61.0105,-61.0105,-61.0105,-61.0105,-61.0105,-61.0105
0.2244,-77.7041,-77.7041,-77.7041,-77.7041,-77.7041,-77.7041
0.2248,-93.1722,-93.1722,-93.1722,-93.1722,-93.1722,-93.1722
0.2252,-107.1709,-107.1709,-107.1709,-107.1709,-107.1709,-107.1709
0.2256,-119.4795,-119.4795,-119.4795,-119.4795,-119.4795,-119.4795
0.226,-129.9038,-129.9038,-129.9038,-129.9038,-129.9038,-129.9038
0.2264,-138.2795,-138.2795,-138.2795,-138.2795,-138.2795,-138.2795
0.2268,-144.4744,-144.4744,-144.4744,-144.4744,-144.4744,-144.4744
0.2272,-148.3908,-148.3908,-148.3908,-148.3908,-148.3908,-148.3908
0.2276,-149.9671,-149.9671,-149.9671,-149.9671,-149.9671,-149.9671
0.228,-149.1783,-149.1783,-149.1783,-149.1783,-149.1783,-149.1783
0.2284,-146.0368,-146.0368,-146.0368,-146.0368,-146.0368,-146.0368
0.2288,-140.5923,-140.5923,-140.5923,-140.5923,-140.5923,-140.5923
0.2292,-132.9305,-132.9305,-132.9305,-132.9305,-132.9305,-132.9305
0.2296,-123.1724,-123.1724,-123.1724,-123.1724,-123.1724,-123.1724
0.23,-111.4717,-111.4717,-111.4717,-111.4717,-111.4717,-111.4717
0.2304,-98.0131,-98.0131,-98.0131,-98.0131,-98.0131,-98.0131
0.2308,-83.0087,-83.0087,-83.0087,-83.0087,-83.0087,-83.0087
0.2312,-66.6953,-66.6953,-66.6953,-66.6953,-66.6953,-66.6953
0.2316,-49.33,-49.33,-49.33,-49.33,-49.33,-49.33
0.232,-31.1868,-31.1868,-31.1868,-31.1868,-31.1868,-31.1868
0.2324,-12.5517,-12.5517,-12.5517,-12.5517,-12.5517,-12.5517
0.2328,6.2813,6.2813,6.2813,6.2813,6.2813,6.2813
0.2332,25.0153,25.0153,25.0153,25.0153,25.0153,25.0153
0.2336,43.3548,43.3548,43.3548,43.3548,43.3548,43.3548
0.234,61.0105,61.0105,61.0105,61.0105,61.0105,61.0105
0.2344,77.7041,77.7041,77.7041,77.7041,77.7041,77.7041
0.2348,93.1722,93.1722,93.1722,93.1722,93.1722,93.1722
0.2352,107.1709,107.1709,107.1709,107.1709,107.1709,107.1709
0.2356,119.4795,119.4795,119.4795,119.4795,119.4795,119.4795
0.236,129.9038,129.9038,129.9038,129.9038,129.9038,129.9038
0.2364,138.2795,138.2795,138.2795,138.2795,138.2795,138.2795
0.2368,144.4744,144.4744,144.4744,144.4744,144.4744,144.4744
0.2372,148.3908,148.3908,148.3908,148.3908,148.3908,148.3908
0.2376,149.9671,149.9671,149.9671,149.9671,149.9671,149.9671
0.238,149.1783,149.1783,149.1783,149.1783,149.1783,149.1783
0.2384,146.0368,146.0368,146.0368,146.0368,146.0368,146.0368
0.2388,140.5923,140.5923,140.5923,140.5923,140.5923,140.5923
0.2392,132.9305,132.9305,132.9305,132.9305,132.9305,132.9305
0.2396,123.1724,123.1724,123.1724,123.1724,123.1724,123.1724
0.24,111.4717,111.4717,111.4717,111.4717,111.4717,111.4717
0.2404,98.0131,98.0131,98.0131,98.0131,98.0131,98.0131
0.2408,83.0087,83.0087,83.0087,83.0087,83.0087,83.0087
0.2412,66.6953,66.6953,66.6953,66.6953,66.6953,66.6953
0.2416,49.33,49.33,49.33,49.33,49.33,49.33
0.242,31.1868,31.1868,31.1868,31.1868,31.1868,31.1868
0.2424,12.5517,12.5517,12.5517,12.5517,12.5517,12.5517
0.2428,-6.2813,-6.2813,-6.2813,-6.2813,-6.2813,-6.2813
0.2432,-25.0153,-25.0153,-25.0153,-25.0153,-25.0153,-25.0153
0.2436,-43.3548,-43.3548,-43.3548,-43.3548,-43.3548,-43.3548
0.244,-61.0105,-61.0105,-61.0105,-61.0105,-61.0105,-61.0105
0.2444,-77.7041,-77.7041,-77.7041,-77.7041,-77.7041,-77.7041
0.2448,-93.1722,-93.1722,-93.1722,-93.1722,-93.1722,-93.1722
0.2452,-107.1709,-107.1709,-107.1709,-107.1709,-107.1709,-107.1709
0.2456,-119.4795,-119.4795,-119.4795,-119.4795,-119.4795,-119.4795
0.246,-129.9038,-129.9038,-129.9038,-129.9038,-129.9038,-129.9038
0.2464,-138.2795,-138.2795,-138.2795,-138.2795,-138.2795,-138.2795
0.2468,-144.4744,-144.4744,-144.4744,-144.4744,-144.4744,-144.4744
0.2472,-148.3908,-148.3908,-148.3908,-148.3908,-148.3908,-148.3908
0.2476,-149.9671,-149.9671,-149.9671,-149.9671,-149.9671,-149.9671
0.248,-149.1783,-149.1783,-149.1783,-149.1783,-149.1783,-149.1783
0.2484,-146.0368,-146.0368,-146.0368,-146.0368,-146.0368,-146.0368
0.2488,-140.5923,-140.5923,-140.5923,-140.5923,-140.5923,-140.5923
0.2492,-132.9305,-132.9305,-132.9305,-132.9305,-132.9305,-132.9305
0.2496,-123.1724,-123.1724,-123.1724,-123.1724,-123.1724,-123.1724
0.25,-111.4717,-111.4717,-111.4717,-111.4717,-111.4717,-111.4717
0.2504,-98.0131,-98.0131,-98.0131,-98.0131,-98.0131,-98.0131
0.2508,-83.0087,-83.0087,-83.0087,-83.0087,-83.0087,-83.0087
0.2512,-66.6953,-66.6953,-66.6953,-66.6953,-66.6953,-66.6953
0.2516,-49.33,-49.33,-49.33,-49.33,-49.33,-49.33
0.252,-31.1868,-31.1868,-31.1868,-31.1868,-31.1868,-31.1868
0.2524,-12.5517,-12.5517,-12.5517,-12.5517,-12.5517,-12.5517
0.2528,6.2813,6.2813,6.2813,6.2813,6.2813,6.2813
0.2532,25.0153,25.0153,25.0153,25.0153,25.0153,25.0153
0.2536,43.3548,43.3548,43.3548,43.3548,43.3548,43.3548
0.254,61.0105,61.0105,61.0105,61.0105,61.0105,61.0105
0.2544,77.7041,77.7041,77.7041,77.7041,77.7041,77.7041
0.2548,93.1722,93.1722,93.1722,93.1722,93.1722,93.1722
0.2552,107.1709,107.1709,107.1709,107.1709,107.1709,107.1709
0.2556,119.4795,119.4795,119.4795,119.4795,119.4795,119.4795
0.256,129.9038,129.9038,129.9038,129.9038,129.9038,129.9038
0.2564,138.2795,138.2795,138.2795,138.2795,138.2795,138.2795
0.2568,144.4744,144.4744,144.4744,144.4744,144.4744,144.4744
0.2572,148.3908,148.3908,148.3908,148.3908,148.3908,148.3908
0.2576,149.9671,149.9671,149.9671,149.9671,149.9671,149.9671
0.258,149.1783,149.1783,149.1783,149.1783,149.1783,149.1783
0.2584,146.0368,146.0368,146.0368,146.0368,146.0368,146.0368
0.2588,140.5923,140.5923,140.5923,140.5923,140.5923,140.5923
0.2592,132.9305,132.9305,132.9305,132.9305,132.9305,132.9305
0.2596,123.1724,123.1724,123.1724,123.1724,123.1724,123.1724
0.26,111.4717,111.4717,111.4717,111.4717,111.4717,111.4717
0.2604,98.0131,98.0131,98.0131,98.0131,98.0131,98.0131
0.2608,83.0087,83.0087,83.0087,83.0087,83.0087,83.0087
0.2612,66.6953,66.6953,66.6953,66.6953,66.6953,66.6953
0.2616,49.33,49.33,49.33,49.33,49.33,49.33
0.262,31.1868,31.1868,31.1868,31.1868,31.1868,31.1868
0.2624,12.5517,12.5517,12.5517,12.5517,12.5517,12.5517
0.2628,-6.2813,-6.2813,-6.2813,-6.2813,-6.2813,-6.2813
0.2632,-25.0153,-25.0153,-25.0153,-25.0153,-25.0153,-25.0153
0.2636,-43.3548,-43.3548,-43.3548,-43.3548,-43.3548,-43.3548
0.264,-61.0105,-61.0105,-61.0105,-61.0105,-61.0105,-61.0105
0.2644,-77.7041,-77.7041,-77.7041,-77.7041,-77.7041,-77.7041
0.2648,-93.1722,-93.1722,-93.1722,-93.1722,-93.1722,-93.1722
0.2652,-107.1709,-107.1709,-107.1709,-107.1709,-107.1709,-107.1709
0.2656,-119.4795,-119.4795,-119.4795,-119.4795,-119.4795,-119.4795
0.266,-129.9038,-129.9038,-129.9038,-129.9038,-129.9038,-129.9038
0.2664,-138.2795,-138.2795,-138.2795,-138.2795,-138.2795,-138.2795
0.2668,-144.4744,-144.4744,-144.4744,-144.4744,-144.4744,-144.4744
0.2672,-148.3908,-148.3908,-148.3908,-148.3908,-148.3908,-148.3908
0.2676,-149.9671,-149.9671,-149.9671,-149.9671,-149.9671,-149.9671
0.268,-149.1783,-149.1783,-149.1783,-149.1783,-149.1783,-149.1783
0.2684,-146.0368,-146.0368,-146.0368,-146.0368,-146.0368,-146.0368
0.2688,-140.5923,-140.5923,-140.5923,-140.5923,-140.5923,-140.5923
0.2692,-132.9305,-132.9305,-132.9305,-132.9305,-132.9305,-132.9305
0.2696,-123.1724,-123.1724,-123.1724,-123.1724,-123.1724,-123.1724
0.27,-111.4717,-111.4717,-111.4717,-111.4717,-111.4717,-111.4717
0.2704,-98.0131,-98.0131,-98.0131,-98.0131,-98.0131,-98.0131
0.2708,-83.0087,-83.0087,-83.0087,-83.0087,-83.0087,-83.0087
0.2712,-66.6953,-66.6953,-66.6953,-66.6953,-66.6953,-66.6953
0.2716,-49.33,-49.33,-49.33,-49.33,-49.33,-49.33
0.272,-31.1868,-31.1868,-31.1868,-31.1868,-31.1868,-31.1868
0.2724,-12.5517,-12.5517,-12.5517,-12.5517,-12.5517,-12.5517
0.2728,6.2813,6.2813,6.2813,6.2813,6.2813,6.2813
0.2732,25.0153,25.0153,25.0153,25.0153,25.0153,25.0153
0.2736,43.3548,43.3548,43.3548,43.3548,43.3548,43.3548
0.274,61.0105,61.0105,61.0105,61.0105,61.0105,61.0105
0.2744,77.7041,77.7041,77.7041,77.7041,77.7041,77.7041
0.2748,93.1722,93.1722,93.1722,93.1722,93.1722,93.1722
0.2752,107.1709,107.1709,107.1709,107.1709,107.1709,107.1709
0.2756,119.4795,119.4795,119.4795,119.4795,119.4795,119.4795
0.276,129.9038,129.9038,129.9038,129.9038,129.9038,129.9038
0.2764,138.2795,138.2795,138.2795,138.2795,138.2795,138.2795
0.2768,144.4744,144.4744,144.4744,144.4744,144.4744,144.4744
0.2772,148.3908,148.3908,148.3908,148.3908,148.3908,148.3908
0.2776,149.9671,149.9671,149.9671,149.9671,149.9671,149.9671
0.278,149.1783,149.1783,149.1783,149.1783,149.1783,149.1783
0.2784,146.0368,146.0368,146.0368,146.0368,146.0368,146.0368
0.2788,140.5923,140.5923,140.5923,140.5923,140.5923,140.5923
0.2792,132.9305,132.9305,132.9305,132.9305,132.9305,132.9305
0.2796,123.1724,123.1724,123.1724,123.1724,123.1724,123.1724
0.28,111.4717,111.4717,111.4717,111.4717,111.4717,111.4717
0.2804,98.0131,98.0131,98.0131,98.0131,98.0131,98.0131
0.2808,83.0087,83.0087,83.0087,83.0087,83.0087,83.0087
0.2812,66.6953,66.6953,66.6953,66.6953,66.6953,66.6953
0.2816,49.33,49.33,49.33,49.33,49.33,49.33
0.282,31.1868,31.1868,31.1868,31.1868,31.1868,31.1868
0.2824,12.5517,12.5517,12.5517,12.5517,12.5517,12.5517
0.2828,-6.2813,-6.2813,-6.2813,-6.2813,-6.2813,-6.2813
0.2832,-25.0153,-25.0153,-25.0153,-25.0153,-25.0153,-25.0153
0.2836,-43.3548,-43.3548,-43.3548,-43.3548,-43.3548,-43.3548
0.284,-61.0105,-61.0105,-61.0105,-61.0105,-61.0105,-61.0105
0.2844,-77.7041,-77.7041,-77.7041,-77.7041,-77.7041,-77.7041
0.2848,-93.1722,-93.1722,-93.1722,-93.1722,-93.1722,-93.1722
0.2852,-107.1709,-107.1709,-107.1709,-107.1709,-107.1709,-107.1709
0.2856,-119.4795,-119.4795,-119.4795,-119.4795,-119.4795,-119.4795
0.286,-129.9038,-129.9038,-129.9038,-129.9038,-129.9038,-129.9038
0.2864,-138.2795,-138.2795,-138.2795,-138.2795,-138.2795,-138.2795
0.2868,-144.4744,-144.4744,-144.4744,-144.4744,-144.4744,-144.4744
0.2872,-148.3908,-148.3908,-148.3908,-148.3908,-148.3908,-148.3908
0.2876,-149.9671,-149.9671,-149.9671,-149.9671,-149.9671,-149.9671
0.288,-149.1783,-149.1783,-149.1783,-149.1783,-149.1783,-149.1783
0.2884,-146.0368,-146.0368,-146.0368,-146.0368,-146.0368,-146.0368
0.2888,-140.5923,-140.5923,-140.5923,-140.5923,-140.5923,-140.5923
0.2892,-132.9305,-132.9305,-132.9305,-132.9305,-132.9305,-132.9305
0.2896,-123.1724,-123.1724,-123.1724,-123.1724,-123.1724,-123.1724
0.29,-111.4717,-111.4717,-111.4717,-111.4717,-111.4717,-111.4717
0.2904,-98.0131,-98.0131,-98.0131,-98.0131,-98.0131,-98.0131
0.2908,-83.0087,-83.0087,-83.0087,-83.0087,-83.0087,-83.0087
0.2912,-66.6953,-66.6953,-66.6953,-66.6953,-66.6953,-66.6953
0.2916,-49.33,-49.33,-49.33,-49.33,-49.33,-49.33
0.292,-31.1868,-31.1868,-31.1868,-31.1868,-31.1868,-31.1868
0.2924,-12.5517,-12.5517,-12.5517,-12.5517,-12.5517,-12.5517
0.2928,6.2813,6.2813,6.2813,6.2813,6.2813,6.2813
0.2932,25.0153,25.0153,25.0153,25.0153,25.0153,25.0153
0.2936,43.3548,43.3548,43.3548,43.3548,43.3548,43.3548
0.294,61.0105,61.0105,61.0105,61.0105,61.0105,61.0105
0.2944,77.7041,77.7041,77.7041,77.7041,77.7041,77.7041
0.2948,93.1722,93.1722,93.1722,93.1722,93.1722,93.1722
0.2952,107.1709,107.1709,107.1709,107.1709,107.1709,107.1709
0.2956,119.4795,119.4795,119.4795,119.4795,119.4795,119.4795
0.296,129.9038,129.9038,129.9038,129.9038,129.9038,129.9038
