time(s),48.0Hz,48.25Hz,48.5Hz,48.75Hz,49.0Hz,49.25Hz,49.5Hz,49.75Hz,50.0Hz,50.25Hz,50.5Hz,50.75Hz,51.0Hz,51.25Hz,51.5Hz,51.75Hz,52.0Hz
0.0256,-61.8894,-67.3324,-72.6665,-77.8831,-82.9738,-87.9304,-92.7448,-97.4092,-101.9162,-106.2584,-110.4287,-114.4206,-118.2274,-121.8431,-125.2618,-128.4779,-131.4863
0.0258,-70.0136,-75.3308,-80.5243,-85.5855,-90.5063,-95.2783,-99.894,-104.3456,-108.6258,-112.7276,-116.6444,-120.3695,-123.897,-127.2211,-130.3362,-133.2373,-135.9196
0.026,-77.8831,-83.0523,-88.083,-92.9669,-97.6956,-102.2615,-106.6567,-110.8742,-114.9067,-118.7475,-122.3904,-125.8291,-129.058,-132.0716,-134.865,-137.4334,-139.7727
0.0262,-85.4694,-90.4687,-95.3147,-99.9994,-104.5147,-108.853,-113.007,-116.9696,-120.7341,-124.2941,-127.6437,-130.7771,-133.689,-136.3745,-138.8291,-141.0486,-143.0292
0.0264,-92.7448,-97.5525,-102.1925,-106.6567,-110.9376,-115.0277,-118.9201,-122.6079,-126.085,-129.3452,-132.3831,-135.1933,-137.7711,-140.112,-142.212,-144.0674,-145.6751
0.0266,-99.6829,-104.2778,-108.6908,-112.914,-116.9401,-120.762,-124.3732,-127.7673,-130.9383,-133.8808,-136.5896,-139.0599,-141.2875,-143.2685,-144.9994,-146.4772,-147.6993
0.0268,-106.2584,-110.6199,-114.7854,-118.7475,-122.4993,-126.0339,-129.3452,-132.4274,-135.2749,-137.8827,-140.2462,-142.3611,-144.2238,-145.831,-147.1798,-148.2677,-149.093
0.027,-112.4474,-116.5554,-120.4538,-124.1356,-127.5941,-130.8232,-133.817,-136.5701,-139.0776,-141.3349,-143.3381,-145.0835,-146.568,-147.7888,-148.7439,-149.4315,-149.8503
0.0272,-118.2274,-122.0626,-125.675,-129.058,-132.2054,-135.1116,-137.7711,-140.1792,-142.3314,-144.2238,-145.853,-147.216,-148.3103,-149.1339,-149.6853,-149.9635,-149.968
0.0274,-123.5774,-127.1211,-130.4294,-133.4961,-136.3156,-138.8826,-141.1923,-143.2406,-145.0235,-146.5378,-147.7808,-148.75,-149.4437,-149.8606,-150.0,-149.8615,-149.4455
0.0276,-128.4779,-131.7125,-134.6995,-137.4334,-139.9091,-142.1218,-144.0674,-145.7423,-147.1433,-148.2677,-149.1136,-149.6792,-149.9635,-149.966,-149.6867,-149.126,-148.2852
0.0278,-132.9111,-135.8198,-138.4695,-140.8551,-142.9723,-144.8168,-146.3852,-147.6746,-148.6823,-149.4066,-149.8461,-149.9998,-149.8675,-149.4496,-148.7466,-147.7601,-146.4918
0.028,-136.8609,-139.4279,-141.7252,-143.7484,-145.4935,-146.9573,-148.1368,-149.0298,-149.6346,-149.95,-149.9753,-149.7105,-149.1562,-148.3135,-147.1838,-145.7695,-144.0732
0.0282,-140.3129,-142.5236,-144.4547,-146.1023,-147.4634,-148.5351,-149.3154,-149.8028,-149.9963,-149.8956,-149.5007,-148.8126,-147.8325,-146.5624,-145.0048,-143.1626,-141.0397
0.0284,-143.2545,-145.0955,-146.6477,-147.9081,-148.8743,-149.5441,-149.9165,-149.9905,-149.7661,-149.2437,-148.4243,-147.3096,-145.9018,-144.2037,-142.2186,-139.9506,-137.4041
0.0286,-145.6751,-147.1341,-148.2962,-149.159,-149.7209,-149.9806,-149.9377,-149.5922,-148.9448,-147.9969,-146.7504,-145.2077,-143.372,-141.247,-138.837,-136.1468,-133.1819
0.0288,-147.5659,-148.632,-149.394,-149.8503,-150.0,-149.8427,-149.3789,-148.6093,-147.5357,-146.1602,-144.4856,-142.5154,-140.2536,-137.7047,-134.8741,-131.7676,-128.3914
0.029,-148.9199,-149.5836,-149.937,-149.9794,-149.7105,-149.1311,-148.2423,-147.0458,-145.5444,-143.7409,-141.6392,-139.2437,-136.5593,-133.5915,-130.3466,-126.8312,-123.0527
0.0292,-149.7322,-149.9855,-149.9233,-149.5458,-148.8537,-147.8485,-146.5323,-144.9078,-142.9786,-140.7486,-138.2226,-135.4058,-132.3042,-128.9243,-125.2733,-121.3587,-117.1889
0.0294,-150.0,-149.8362,-149.3529,-148.5511,-147.4326,-145.9997,-144.2555,-142.2036,-139.8486,-137.1953,-134.2495,-131.0174,-127.506,-123.7226,-119.6755,-115.3731,-110.8248
0.0296,-149.7221,-149.1362,-148.2278,-146.9991,-145.4527,-143.5919,-141.4207,-138.9438,-136.1666,-133.0951,-129.7359,-126.0963,-122.1842,-118.0079,-113.5766,-108.8998,-103.9876
0.0298,-148.8997,-147.888,-146.5524,-144.8956,-142.9215,-140.6342,-138.0389,-135.1411,-131.9473,-128.4644,-124.7001,-120.6626,-116.3607,-111.8039,-107.0022,-101.9661,-96.7066
0.03,-147.5357,-146.0964,-144.3327,-142.2485,-139.8486,-137.1381,-134.1231,-130.8104,-127.2072,-123.3216,-119.1622,-114.7382,-110.0595,-105.1364,-99.9799,-94.6014,-89.0128
0.0302,-145.6351,-143.7678,-141.5771,-139.0678,-136.2456,-133.1168,-129.6886,-125.9686,-121.9651,-117.6872,-113.1446,-108.3474,-103.3063,-98.0329,-92.5389,-86.8367,-80.9391
0.0304,-143.2048,-140.9109,-138.2957,-135.3652,-132.1262,-128.5859,-124.7524,-120.6346,-116.2417,-111.5838,-106.6715,-101.516,-96.129,-90.523,-84.7105,-78.7049,-72.5199
0.0306,-140.2536,-137.536,-134.5008,-131.1549,-127.506,-123.5626,-119.3337,-114.8292,-110.0595,-105.0355,-99.7689,-94.2719,-88.557,-82.6377,-76.5274,-70.2404,-63.7911
0.0308,-136.7922,-133.6557,-130.2064,-126.4524,-122.4025,-118.0661,-113.4534,-108.5752,-103.4429,-98.0686,-92.4647,-86.6445,-80.6214,-74.4097,-68.0239,-61.4789,-54.79
0.031,-132.8334,-129.2842,-125.4286,-121.2756,-116.835,-112.1176,-107.1343,-101.897,-96.4181,-90.7107,-84.7882,-78.6648,-72.3548,-65.8733,-59.2356,-52.4575,-45.5551
0.0312,-128.3914,-124.4376,-120.1849,-115.6437,-110.8248,-105.7397,-100.4007,-94.8206,-89.0128,-82.9913,-76.7704,-70.3653,-63.7911,-57.0637,-50.1993,-43.2144,-36.1257
0.0314,-123.4823,-119.1336,-114.495,-109.578,-104.3944,-98.957,-93.2788,-87.3738,-81.2562,-74.941,-68.4436,-61.7796,-54.9654,-48.0175,-40.9529,-33.7886,-26.5421
0.0316,-118.1242,-113.3917,-108.3799,-103.1012,-97.5684,-91.7953,-85.7961,-79.5856,-73.1789,-66.5921,-59.8412,-52.9429,-45.9141,-38.7723,-31.5349,-24.2199,-16.8452
0.0318,-112.3364,-107.2332,-101.8624,-96.2375,-90.3726,-84.2822,-77.9815,-71.4864,-64.8129,-57.9777,-50.9978,-43.8908,-36.6743,-29.3662,-21.985,-14.5488,-7.0764
0.032,-106.14,-100.6805,-94.9666,-89.0128,-82.8342,-76.4463,-69.8653,-63.1079,-56.191,-49.1322,-41.9492,-34.6603,-27.2838,-19.8385,-12.343,-4.8163,2.7226
0.0322,-99.5576,-93.7578,-87.7182,-81.4542,-74.9819,-68.3178,-61.4789,-54.4828,-47.3474,-40.0908,-32.7317,-25.2889,-17.7814,-10.2284,-2.6493,4.9366,12.5099
0.0324,-92.6131,-86.4905,-80.144,-73.5899,-66.8453,-59.9276,-52.8547,-45.6449,-38.3169,-30.8896,-23.3824,-15.8147,-8.2059,-0.576,7.0555,14.6687,22.2439
0.0326,-85.3317,-78.9054,-72.2722,-65.4496,-58.4554,-51.3079,-44.026,-36.6286,-29.1352,-21.5653,-13.939,-6.2761,1.4032,9.0789,16.7307,24.3387,31.8829
0.0328,-77.7399,-71.0302,-64.1321,-57.0637,-49.8439,-42.4918,-35.027,-27.4692,-19.8385,-12.1551,-4.4395,3.2879,11.0066,18.6961,26.3359,33.9059,41.3859
0.033,-69.8653,-62.894,-55.7538,-48.4638,-41.0435,-33.513,-25.8925,-18.2024,-10.4635,-2.6964,5.0779,12.8386,20.5648,28.2358,35.8309,43.3297,50.7121
0.0332,-61.7367,-54.5267,-47.1685,-39.682,-32.0876,-24.4059,-16.6579,-8.8646,-1.0472,6.7731,14.5749,22.3371,30.0386,37.6584,45.1758,52.5703,59.822
0.0334,-53.3835,-45.959,-38.408,-30.7513,-23.01,-15.2053,-7.3588,0.5079,8.3732,16.2155,24.0132,31.7448,39.389,46.9248,54.3315,61.5887,68.6764
0.0336,-44.8361,-37.2223,-29.5049,-21.7052,-13.8452,-5.9465,1.9687,9.8784,17.7606,25.5933,33.3548,41.0234,48.5777,55.9967,63.2598,70.3468,77.2378
0.0338,-36.1257,-28.3489,-20.4922,-12.5778,-4.6279,3.335,11.2886,19.2103,27.0779,34.8691,42.5621,50.1352,57.5669,64.8365,71.9233,78.8074,85.4694
0.034,-27.2838,-19.3713,-11.4034,-3.4031,4.6069,12.6039,20.5648,28.4671,36.2883,44.0059,51.5981,59.0432,66.3198,73.4074,80.2856,86.9349,93.3362
0.0342,-18.3428,-10.3224,-2.2723,5.7843,13.8243,21.8244,29.7615,37.6128,45.3555,52.9673,60.4264,67.7111,74.8004,81.6739,88.3117,94.6948,100.8046
0.0344,-9.335,-1.2357,6.8672,14.9501,22.9893,30.9614,38.8431,46.6114,54.2437,61.7176,69.0114,76.1037,82.9738,89.6018,95.9682,102.0544,107.8428
0.0346,-0.2932,7.8556,15.9813,24.0597,32.0671,39.9798,47.7744,55.428,62.9178,70.2219,77.3185,84.1869,90.8066,97.1582,103.2228,108.9826,114.4206
0.0348,8.7496,16.9181,25.036,33.0791,41.0234,48.8451,56.521,64.0279,71.3436,78.4462,85.3144,91.9278,98.2665,104.3117,110.0452,115.4501,120.51
0.035,17.7606,25.9183,33.9977,41.9744,49.8242,57.5234,65.0489,72.3777,79.4879,86.3579,92.9669,99.2949,105.323,111.0327,116.407,121.4294,126.085
0.0352,26.707,34.8233,42.8332,50.7121,58.4361,65.9815,73.3252,80.4447,87.3184,93.9253,100.245,106.2584,111.947,117.2934,122.2813,126.8955,131.1218
0.0354,35.5562,43.6003,51.5096,59.2597,66.8266,74.1869,81.3178,88.1974,94.8044,101.1183,107.1196,112.7898,118.1113,123.0677,127.6437,131.8251,135.599
0.0356,44.2762,52.2171,59.9948,67.5849,74.9637,82.1082,88.996,95.6055,101.9162,107.9082,113.5629,118.8626,123.7907,128.3318,132.4716,136.1974,139.4973
0.0358,52.8351,60.642,68.2571,75.6565,82.8167,89.7151,96.3299,102.6401,108.6258,114.2681,119.5491,124.4522,128.9618,133.0637,136.7449,139.9939,142.8002
0.036,61.2018,68.844,76.2661,83.4443,90.3559,96.9785,103.2912,109.2736,114.9067,120.1724,125.054,129.5357,133.6034,137.244,140.4457,143.1985,145.4935
0.0362,69.3459,76.7929,83.9918,90.9191,97.5525,103.8706,109.8529,115.4801,120.7341,125.5977,130.0554,134.0926,137.6964,140.8551,143.5585,145.7978,147.5659
0.0364,77.2378,84.4597,91.4056,98.0527,104.3794,110.3649,115.9898,121.2355,126.085,130.5224,134.5332,138.1044,141.2241,143.8823,146.0702,147.7808,149.0083
0.0366,84.8487,91.816,98.48,104.8185,110.8107,116.4367,121.6779,126.5172,130.9383,134.9268,138.4695,141.5546,144.1719,146.3129,147.9704,149.139,149.8147
0.0368,92.151,98.8349,105.1887,111.191,116.8219,122.0626,126.8955,131.3045,135.2749,138.7934,141.8482,144.4292,146.5278,148.1368,149.251,149.8667,149.9817
0.037,99.1182,105.4906,111.5068,117.1464,122.3904,127.2211,131.6222,135.5788,139.0776,142.1067,144.6559,146.7167,148.282,149.3466,149.9068,149.9608,149.5084
0.0372,105.7248,111.7586,117.4108,122.6622,127.4949,131.8925,135.8398,139.3234,142.3314,144.8536,146.8813,148.4076,149.4274,149.937,149.9349,149.421,148.397
0.0374,111.947,117.6158,122.8788,127.7179,132.1163,136.0588,139.5319,142.5236,145.0235,147.0231,148.5153,149.4952,149.9592,149.9059,149.3353,148.2494,146.6521
0.0376,117.7619,123.0408,127.8906,132.2944,136.2368,139.7042,142.6843,145.1669,147.1433,148.6065,149.5515,149.9749,149.8753,149.2531,148.1104,146.4512,144.2813
0.0378,123.1485,128.0135,132.4274,136.3745,139.841,142.8146,145.2849,147.2431,148.6823,149.5976,149.9855,149.8449,149.1761,147.9815,146.2654,144.0338,141.2946
0.038,128.0871,132.5158,136.4725,139.943,142.9151,145.3782,147.3234,148.7439,149.6346,149.9923,149.8158,149.1056,147.8643,146.0964,143.8081,141.0075,137.7047
0.0382,132.5599,136.5311,140.0108,142.9865,145.4476,147.3851,148.7921,149.6636,149.9963,149.7892,149.0429,147.7601,145.9455,143.6055,140.7486,137.3851,133.5271
0.0384,136.5506,140.0446,143.0292,145.4935,147.4287,148.8277,149.6853,149.9985,149.7661,148.989,147.67,145.8138,143.4273,140.5192,137.0999,133.1819,128.7796
0.0386,140.0446,143.0434,145.5164,147.4547,148.8511,149.7004,149.9995,149.7473,148.9448,147.5949,145.7026,143.2747,140.3203,136.8502,132.8771,128.4157,123.4823
0.0388,143.0292,145.5164,147.4634,148.8627,149.7092,149.9999,149.7335,148.9111,147.5357,145.6125,143.1486,140.1531,136.6371,132.6138,128.098,123.1066,117.658
0.039,145.4935,147.4547,148.8627,149.7122,150.0,149.725,148.8883,147.493,145.5444,143.0497,140.0183,136.4616,132.3929,127.8276,122.7826,117.2771,111.3315
0.0392,147.4287,148.8511,149.7092,150.0,149.7221,148.8768,147.4672,145.4986,142.9786,139.9166,136.3243,132.2153,127.6052,122.5113,116.9532,110.9517,104.5297
0.0394,148.8277,149.7004,149.9999,149.725,148.8768,147.4586,145.4757,142.9358,139.8486,136.2259,132.0815,127.4315,122.2934,116.6871,110.634,104.1573,97.2818
0.0396,149.6853,149.9995,149.7335,148.8883,147.4672,145.4757,142.9215,139.8145,136.1666,131.9921,127.307,122.1295,116.4796,110.3791,103.8517,96.9226,89.6186
0.0398,149.9985,149.7473,148.9111,147.493,145.4986,142.9358,139.8145,136.1468,131.9473,127.2322,122.02,116.331,110.1875,103.6134,96.6346,89.2781,81.5729
0.04,149.7661,148.9448,147.5357,145.5444,142.9786,139.8486,136.1666,131.9473,127.2072,121.9651,116.2417,110.0595,103.4429,96.4181,89.0128,81.2562,73.1789
0.0402,148.989,147.5949,145.6125,143.0497,139.9166,136.2259,131.9921,127.2322,121.9651,116.2119,109.9954,103.3405,96.2737,88.8231,81.0184,72.8908,64.4727
0.0404,147.67,145.7026,143.1486,140.0183,136.3243,132.0815,127.307,122.02,116.2417,109.9954,103.3063,96.2014,88.7091,80.8597,72.6848,64.2173,55.4912
0.0406,145.8138,143.2747,140.1531,136.4616,132.2153,127.4315,122.1295,116.331,110.0595,103.3405,96.2014,88.6711,80.7803,72.5611,64.0469,55.2722,46.2729
0.0408,143.4273,140.3203,136.6371,132.3929,127.6052,122.2934,116.4796,110.1875,103.4429,96.2737,88.7091,80.7803,72.5199,63.9616,55.1408,46.0935,36.857
0.041,140.5192,136.8502,132.6138,127.8276,122.5113,116.6871,110.3791,103.6134,96.4181,88.8231,80.8597,72.5611,63.9616,55.097,46.0038,36.72,27.2838
0.0412,137.0999,132.8771,128.098,122.7826,116.9532,110.634,103.8517,96.6346,89.0128,81.0184,72.6848,64.0469,55.1408,46.0038,36.6743,27.1912,17.5942
0.0414,133.1819,128.4157,123.1066,117.2771,110.9517,104.1573,96.9226,89.2781,81.2562,72.8908,64.2173,55.2722,46.0935,36.72,27.1912,17.5474,7.8295
0.0416,128.7796,123.4823,117.658,111.3315,104.5297,97.2818,89.6186,81.5729,73.1789,64.4727,55.4912,46.2729,36.857,27.2838,17.5942,7.8295,-1.9687
0.0418,123.9088,118.0952,111.7725,104.9682,97.7115,90.0337,81.9679,73.5489,64.8129,55.7975,46.5417,37.0854,27.4692,17.7346,7.9236,-1.9216,-11.7584
0.042,118.5874,112.2739,105.472,98.2111,90.523,82.4409,74.0002,65.2375,56.191,46.9,37.4049,27.7471,17.9685,8.1118,-1.7802,-11.6645,-21.498
0.0422,112.8346,106.0401,98.7798,91.0856,82.9913,74.5325,65.7463,56.6713,47.3474,37.8155,28.1175,18.296,8.3941,-1.5446,-11.4765,-21.3581,-31.1458
0.0424,106.6715,99.4165,91.7208,83.6183,75.1451,66.3386,57.238,47.8836,38.3169,28.5802,18.7169,8.7705,-1.2147,-11.1946,-21.1248,-30.9614,-40.6606
0.0426,100.1203,92.4276,84.3212,75.8373,67.014,57.8907,48.5083,38.9088,29.1352,19.2311,9.2409,-0.7906,-10.8186,-20.7982,-30.6847,-40.4338,-50.0019
0.0428,93.205,85.099,76.6084,67.7718,58.6289,49.2212,39.5911,29.782,19.8385,9.8052,-0.2723,-10.3486,-20.3781,-30.3155,-40.116,-49.7353,-59.1298
0.043,85.9507,77.4576,68.6113,59.452,50.0217,40.3632,30.5206,20.5389,10.4635,0.3403,-9.7843,-19.8644,-29.8539,-39.7072,-49.3794,-58.8265,-68.0053
0.0432,78.3837,69.5315,60.3593,50.9092,41.2248,31.3506,21.3321,11.2155,1.0472,-9.1259,-19.257,-29.2995,-39.2071,-48.9342,-58.4361,-67.669,-76.5904
0.0434,70.5317,61.3499,51.8832,42.1754,32.2717,22.218,12.0612,1.8483,-8.3732,-18.5558,-28.6522,-38.6155,-48.3993,-57.9584,-67.2481,-76.2255,-84.8487
0.0436,62.4231,52.9429,43.2144,33.2833,23.1962,13.0003,2.7435,-7.5262,-17.7606,-27.9117,-37.932,-47.7744,-57.3928,-66.7422,-75.7786,-84.4597,-92.7448
0.0438,54.0874,44.3412,34.3852,24.2664,14.0328,3.7329,-6.5848,-16.8712,-27.0779,-37.1564,-47.0591,-56.7391,-66.1507,-75.2493,-83.9918,-92.3368,-100.245
0.044,45.5551,35.5766,25.4282,15.1584,4.8163,-5.5489,-15.8875,-26.1503,-36.2883,-46.2529,-55.9967,-65.4732,-74.6369,-83.4443,-91.8533,-99.8236,-107.3173
0.0442,36.857,26.6812,16.3769,5.9936,-4.4185,-14.8094,-25.1289,-35.3273,-45.3555,-55.1651,-64.709,-73.941,-82.8167,-91.2934,-99.3302,-106.8884,-113.9316
0.0444,28.0249,17.6878,7.2647,-3.1937,-13.6366,-24.0132,-34.273,-44.3662,-54.2437,-63.8574,-73.1607,-82.1082,-90.6565,-98.764,-106.3913,-113.5013,-120.0595
0.0446,19.0909,8.6294,-1.8744,-12.3691,-22.803,-33.125,-43.2846,-53.2318,-62.9178,-72.2952,-81.3178,-89.9416,-98.124,-105.8251,-113.007,-119.6344,-125.675
0.0448,10.0874,-0.4608,-11.0066,-21.498,-31.8829,-42.1101,-52.1287,-61.8894,-71.3436,-80.4447,-89.1476,-97.4092,-105.1887,-112.4474,-119.1495,-125.2618,-130.754
0.045,1.0472,-9.5492,-20.0979,-30.5463,-40.842,-50.9338,-60.7712,-70.3051,-79.4879,-88.2737,-96.6185,-104.4809,-111.8214,-118.6034,-124.7931,-130.3595,-135.2749
0.0452,-7.9968,-18.6026,-29.1146,-39.4799,-49.6463,-59.5626,-69.1787,-78.4462,-87.3184,-95.7507,-103.7005,-111.1277,-117.995,-124.2677,-129.9143,-134.9062,-139.2184
0.0454,-17.0117,-27.5876,-38.0232,-48.2655,-58.2625,-67.9632,-77.3185,-86.2808,-94.8044,-102.8461,-110.3649,-117.3227,-123.6841,-129.4168,-134.4915,-138.8826,-142.5676
0.0456,-25.9647,-36.4712,-46.7905,-56.87,-66.6578,-76.1037,-85.1593,-93.7782,-101.9162,-109.5315,-116.5851,-123.0408,-128.8654,-134.0292,-138.5057,-142.2718,-145.3083
0.0458,-34.8233,-45.2207,-55.3842,-65.2611,-74.8004,-83.9527,-92.6707,-100.9093,-108.6258,-115.7803,-122.3359,-128.2585,-133.5176,-138.086,-141.9399,-145.0596,-147.4287
0.046,-43.5552,-53.8041,-63.7721,-73.4074,-82.6595,-91.4803,-99.8236,-107.646,-114.9067,-121.5676,-127.5941,-132.9548,-137.6216,-141.5701,-144.7799,-147.2341,-148.9199
0.0462,-52.1287,-62.1897,-71.9233,-81.2782,-90.2053,-98.6576,-106.5905,-113.9622,-120.7341,-126.8703,-132.3388,-137.1105,-141.1605,-144.4673,-147.0137,-148.7862,-149.7754
0.0464,-60.5126,-70.3468,-79.8073,-88.8442,-97.4092,-105.4571,-112.945,-119.8331,-126.085,-131.6674,-136.5506,-140.7088,-144.1198,-146.7655,-148.632,-149.7092,-149.9916
0.0466,-68.6764,-78.2453,-87.3951,-96.0768,-104.2439,-111.8528,-118.8626,-125.2358,-130.9383,-135.9395,-140.2127,-143.7349,-146.4873,-148.4552,-149.628,-149.9994,-149.5675
0.0468,-76.5904,-85.8562,-94.6582,-102.9489,-110.6835,-117.8202,-124.3205,-130.1492,-135.2749,-139.6698,-143.3103,-146.1767,-148.2534,-149.5293,-149.9975,-149.6555,-148.505
0.047,-84.2259,-93.1516,-101.5699,-109.4349,-116.7036,-123.3365,-129.2975,-134.5541,-139.0776,-142.8434,-145.831,-148.0241,-149.4108,-149.9835,-149.7391,-148.6789,-146.8087
0.0472,-91.555,-100.1047,-108.1044,-115.5102,-122.2813,-128.3805,-133.7744,-138.4332,-142.3314,-145.4476,-147.7646,-149.2697,-149.9547,-149.8158,-148.8537,-147.0737,-144.4856
0.0474,-98.551,-106.6899,-114.2375,-121.1522,-127.3955,-132.933,-137.7338,-141.7714,-145.0235,-147.472,-149.1033,-149.9084,-149.8829,-149.0269,-147.345,-144.8468,-141.5459
0.0476,-105.1887,-112.8829,-119.9464,-126.3396,-132.0269,-136.9764,-141.1605,-144.5558,-147.1433,-148.9086,-149.8418,-149.9377,-149.1957,-147.6201,-145.2195,-142.0075,-138.002
0.0478,-111.4437,-118.6611,-125.2099,-131.0531,-136.1578,-140.4953,-144.0411,-146.7753,-148.6823,-149.7516,-149.977,-149.3573,-147.8959,-145.6012,-142.486,-138.5679,-133.869
0.048,-117.2934,-124.0032,-130.0084,-135.2749,-139.7727,-143.4763,-146.3646,-148.4213,-149.6346,-149.9977,-149.5084,-148.1696,-145.9889,-142.9786,-139.1559,-134.5425,-129.1646
0.0482,-122.7164,-128.8895,-134.3242,-138.9891,-142.8578,-145.9079,-148.122,-149.4874,-149.9963,-149.6458,-148.4379,-146.3795,-143.4824,-139.7632,-135.2432,-129.9483,-123.9088
0.0484,-127.6931,-133.3022,-138.1411,-142.182,-145.4014,-147.7808,-149.3064,-149.9695,-149.7661,-148.6975,-146.7699,-143.9943,-140.3868,-135.9683,-130.7642,-124.8047,-118.1242
0.0486,-132.2054,-137.2249,-141.4451,-144.8413,-147.3939,-149.0878,-149.9133,-149.8656,-148.9448,-147.1565,-144.5109,-141.0236,-136.7148,-131.6096,-125.7378,-119.1336,-111.8354
0.0488,-136.2368,-140.6433,-144.2238,-146.9573,-148.8277,-149.824,-149.9403,-149.1761,-147.5357,-145.0289,-141.6702,-137.4796,-132.4814,-126.7053,-120.1849,-112.9588,-105.0691
0.049,-139.7727,-143.5448,-146.467,-148.5219,-149.6974,-149.9865,-149.3874,-147.9038,-145.5444,-142.3231,-138.2592,-133.3765,-127.7041,-121.2756,-114.1289,-106.3064,-97.8545
0.0492,-142.8002,-145.9188,-148.1663,-149.5293,-149.9997,-149.5746,-148.2566,-146.0536,-142.9786,-139.0501,-134.2915,-128.7312,-122.4025,-115.343,-107.595,-99.2046,-90.2221
0.0494,-145.3083,-147.7565,-149.3154,-149.9758,-149.7335,-148.5901,-146.5524,-143.6327,-139.8486,-135.2228,-129.7832,-123.5626,-116.5983,-108.9322,-100.6106,-91.6835,-82.2046
0.0496,-147.2879,-149.0511,-149.9101,-149.8595,-148.8997,-147.0365,-144.2813,-140.6506,-136.1666,-130.8565,-124.7524,-117.8915,-110.3153,-102.0698,-93.205,-83.7747,-73.8362
0.0498,-148.7317,-149.798,-149.948,-149.181,-147.5016,-144.92,-141.4521,-137.119,-131.9473,-125.9686,-119.2194,-111.7411,-103.5794,-94.7841,-85.4091,-75.5118,-65.1526
0.05,-149.6346,-149.9943,-149.4292,-147.9428,-145.5444,-142.2485,-138.0757,-133.0516,-127.2072,-120.5785,-113.2064,-105.1364,-96.4181,-87.1054,-77.2557,-66.9297,-56.191
0.0502,-149.9932,-149.6393,-148.3555,-146.1496,-143.0355,-139.0324,-134.1653,-128.4644,-121.9651,-114.7079,-106.7377,-98.1042,-88.861,-79.0656,-68.7788,-58.0646,-46.9895
0.0504,-149.8063,-148.7344,-146.7308,-143.8081,-139.9845,-135.2839,-129.7359,-123.3752,-116.2417,-108.3799,-99.8393,-90.6732,-80.9391,-70.698,-60.014,-48.954,-37.5874
0.0506,-149.0745,-147.2829,-144.5613,-140.927,-136.4028,-131.0174,-124.8047,-117.804,-110.0595,-101.62,-92.5389,-82.8735,-72.6848,-62.0372,-50.9978,-39.6365,-28.0249
0.0508,-147.8005,-145.2901,-141.855,-137.5172,-132.3042,-126.2492,-119.3908,-111.7725,-103.4429,-94.455,-84.866,-74.7368,-64.1321,-53.1192,-41.7682,-30.1514,-18.3428
0.051,-145.9889,-142.7633,-138.622,-133.5915,-127.7041,-120.9976,-113.515,-105.3043,-96.4181,-86.9135,-76.8514,-66.2963,-55.316,-43.9809,-32.3637,-20.5389,-8.5823
0.0512,-143.6463,-139.7118,-134.8741,-129.1646,-122.62,-115.2827,-107.2002,-98.4247,-89.0128,-79.0256,-68.5274,-57.5863,-46.2729,-34.6603,-22.8237,-10.8395,1.2147
0.0514,-140.7812,-136.1468,-130.6255,-124.2531,-117.0711,-109.1264,-100.4707,-91.1604,-81.2562,-70.8226,-59.9276,-48.6421,-37.0397,-25.196,-13.1881,-1.0943,11.0066
0.0516,-137.4041,-132.0815,-125.8918,-118.8754,-111.0785,-102.5522,-93.3526,-83.54,-73.1789,-62.3374,-51.0865,-39.5001,-27.6545,-15.6272,-3.4973,8.6555,20.7515
0.0518,-133.5271,-127.5308,-120.6906,-113.0517,-104.6648,-95.5854,-85.8734,-75.5932,-64.8129,-53.6036,-42.0397,-30.1976,-18.1557,-5.9936,6.2081,18.3687,30.4078
0.052,-129.1646,-122.5113,-115.0412,-106.8039,-97.8545,-88.2525,-78.062,-67.3511,-56.191,-44.6562,-32.8237,-20.7723,-8.5823,3.6648,15.8875,28.0043,39.9344
0.0522,-124.3322,-117.0416,-108.9646,-100.1554,-90.6732,-80.5817,-69.9487,-58.8458,-47.3474,-35.5308,-23.4755,-11.2625,1.0262,13.3081,25.5005,37.5215,49.2904
0.0524,-119.0476,-111.1418,-102.4834,-93.1311,-83.1482,-72.6023,-61.5649,-50.1105,-38.3169,-26.2638,-14.0328,-1.7069,10.6306,22.8961,35.0066,46.8801,58.4361
0.0526,-113.33,-104.8335,-95.6217,-85.7575,-75.3081,-64.345,-52.9429,-41.1795,-29.1352,-16.892,-4.5337,7.8556,20.1913,32.3893,44.3662,56.0405,67.3324
0.0528,-107.2002,-98.1399,-88.4048,-78.062,-67.1826,-55.8413,-44.1161,-32.0876,-19.8385,-7.453,4.9837,17.3862,29.6691,41.7481,53.54,64.9639,75.9412
0.053,-100.6805,-91.0856,-80.8597,-70.0738,-58.8024,-47.1237,-35.1186,-22.8703,-10.4635,2.0158,14.4811,26.8461,39.0251,50.9338,62.4897,73.6128,84.2259
0.0532,-93.7946,-83.6965,-73.0143,-61.8226,-50.1993,-38.2257,-25.9853,-13.5636,-1.0472,11.4765,23.9202,36.1968,48.2209,59.9084,71.1778,81.9504,92.151
0.0534,-86.5675,-75.9999,-64.8978,-53.3395,-41.406,-29.1814,-16.7516,-4.2039,8.3732,20.8915,33.2629,45.4004,57.2186,68.6345,79.5678,89.9416,99.6829
