time(s),30%,50%,70%,90%
0.0,172.2072,202.2072,232.2072,262.2072
0.0002,166.6661,196.4668,226.2674,256.0681
0.0004,160.6457,190.2483,219.851,249.4536
0.0006,154.1684,183.5744,212.9803,242.3863
0.0008,147.2588,176.4694,205.6799,234.8905
0.001,139.9429,168.9593,197.9758,226.9923
0.0012,132.2484,161.072,189.8957,218.7194
0.0014,124.2045,152.8366,181.4688,210.101
0.0016,115.8418,144.2837,172.7257,201.1676
0.0018,107.1923,135.4452,163.6981,191.9511
0.002,98.2888,126.354,154.4192,182.4844
0.0022,89.1655,117.0442,144.9229,172.8016
0.0024,79.8571,107.5506,135.2441,162.9376
0.0026,70.3994,97.9089,125.4183,152.9278
0.0028,60.8285,88.1552,115.4819,142.8086
0.003,51.1812,78.3263,105.4714,132.6165
0.0032,41.4943,68.4591,95.4238,122.3886
0.0034,31.8052,58.5907,85.3763,112.1619
0.0036,22.1508,48.7584,75.3661,101.9737
0.0038,12.5684,38.9992,65.43,91.8608
0.004,3.0945,29.3497,55.6049,81.8601
0.0042,-6.2344,19.8464,45.9271,72.0079
0.0044,-15.3825,10.5249,36.4324,62.3399
0.0046,-24.3148,1.4205,27.1558,52.8911
0.0048,-32.9972,-7.4328,18.1315,43.6958
0.005,-41.3962,-16.0018,9.3927,34.7871
0.0052,-49.4799,-24.2541,0.9716,26.1973
0.0054,-57.2172,-32.1591,-7.101,17.9571
0.0056,-64.5788,-39.6872,-14.7956,10.096
0.0058,-71.5365,-46.8102,-22.084,2.6422
0.006,-78.0638,-53.5019,-28.9399,-4.378
0.0062,-84.136,-59.7373,-35.3385,-10.9398
0.0064,-89.7301,-65.4935,-41.2569,-17.0203
0.0066,-94.825,-70.7494,-46.6738,-22.5983
0.0068,-99.4015,-75.4859,-51.5703,-27.6547
0.007,-103.4425,-79.6859,-55.9292,-32.1725
0.0072,-106.9331,-83.3343,-59.7355,-36.1366
0.0074,-109.8605,-86.4184,-62.9764,-39.5344
0.0076,-112.2139,-88.9276,-65.6413,-42.355
0.0078,-113.985,-90.8535,-67.7219,-44.5904
0.008,-115.1678,-92.19,-69.2121,-46.2343
0.0082,-115.7586,-92.9334,-70.1082,-47.2831
0.0084,-115.7558,-93.0823,-70.4088,-47.7353
0.0086,-115.1605,-92.6377,-70.1148,-47.592
0.0088,-113.9759,-91.6027,-69.2295,-46.8563
0.009,-112.2075,-89.983,-67.7584,-45.5339
0.0092,-109.8633,-87.7864,-65.7095,-43.6327
0.0094,-106.9533,-85.0231,-63.0929,-41.1627
0.0096,-103.4899,-81.7054,-59.921,-38.1365
0.0098,-99.4877,-77.848,-56.2083,-34.5685
0.01,-94.9633,-73.4674,-51.9714,-30.4755
0.0102,-89.9354,-68.5823,-47.2292,-25.8761
0.0104,-84.4248,-63.2136,-42.0024,-20.7911
0.0106,-78.454,-57.3838,-36.3135,-15.2432
0.0108,-72.0475,-51.1172,-30.1869,-9.2566
0.011,-65.2313,-44.4401,-23.6489,-2.8577
0.0112,-58.0332,-37.3802,-16.7271,3.926
0.0114,-50.4825,-29.9666,-9.4508,11.0651
0.0116,-42.6097,-22.2301,-1.8506,18.5289
0.0118,-34.4467,-14.2026,6.0415,26.2856
0.012,-26.0266,-5.917,14.1926,34.3022
0.0122,-17.3834,2.5926,22.5686,42.5446
0.0124,-8.552,11.2913,31.1345,50.9778
0.0126,0.432,20.1434,39.8548,59.5662
0.0128,9.5322,29.1126,48.6931,68.2735
0.013,18.712,38.1624,57.6127,77.063
0.0132,27.9344,47.2555,66.5766,85.8977
0.0134,37.1623,56.355,75.5477,94.7404
0.0136,46.3584,65.4236,84.4888,103.5539
0.0138,55.4856,74.4241,93.3627,112.3012
0.014,64.5073,83.32,102.1326,120.9453
0.0142,73.387,92.0747,110.7623,129.45
0.0144,82.0889,100.6524,119.2159,137.7794
0.0146,90.578,109.0182,127.4584,145.8985
0.0148,98.8201,117.1377,135.4553,153.773
0.015,106.7818,124.9777,143.1736,161.3695
0.0152,114.431,132.506,150.581,168.656
0.0154,121.7368,139.6917,157.6466,175.6015
0.0156,128.6696,146.5052,164.3409,182.1765
0.0158,135.2014,152.9185,170.6357,188.3528
0.016,141.3057,158.9051,176.5045,194.1039
0.0162,146.9577,164.4402,181.9226,199.4051
0.0164,152.1344,169.5007,186.867,204.2333
0.0166,156.8147,174.0656,191.3164,208.5673
0.0168,160.9793,178.1156,195.2518,212.3881
0.017,164.6112,181.6336,198.656,215.6784
0.0172,167.6954,184.6047,201.514,218.4233
0.0174,170.2189,187.0159,203.8128,220.6098
0.0176,172.1713,188.8566,205.542,222.2273
0.0178,173.544,190.1185,206.693,223.2675
0.018,174.3311,190.7955,207.2598,223.7242
0.0182,174.5288,190.8837,207.2387,223.5936
0.0184,174.1355,190.3818,206.6281,222.8744
0.0186,173.1523,189.2907,205.429,221.5673
0.0188,171.5824,187.6135,203.6446,219.6757
0.019,169.4312,185.3558,201.2804,217.205
0.0192,166.7068,182.5255,198.3443,214.1631
0.0194,163.4191,179.1327,194.8464,210.5601
0.0196,159.5805,175.1898,190.799,206.4083
0.0198,155.2056,170.7111,186.2167,201.7222
0.02,150.311,165.7135,181.116,196.5185
0.0202,144.9154,160.2155,175.5157,190.8159
0.0204,139.0394,154.2379,169.4365,184.635
0.0206,132.7058,147.8033,162.9008,177.9983
0.0208,125.9387,140.936,155.9332,170.9304
0.021,118.7645,133.662,148.5596,163.4572
0.0212,111.2107,126.0093,140.8078,155.6064
0.0214,103.3066,118.0068,132.7071,147.4073
0.0216,95.0828,109.6854,124.2879,138.8905
0.0218,86.5712,101.0767,115.5823,130.0878
0.022,77.8047,92.2139,106.623,121.0322
0.0222,68.8175,83.1309,97.4443,111.7577
0.0224,59.6443,73.8626,88.081,102.2993
0.0226,50.3209,64.4447,78.5686,92.6924
0.0228,40.8834,54.9134,68.9434,82.9734
0.023,31.3686,45.3054,59.2422,73.1789
0.0232,21.8134,35.6576,49.5018,63.3459
0.0234,12.255,26.0072,39.7594,53.5116
0.0236,2.7306,16.3914,30.0522,43.713
0.0238,-6.7228,6.8472,20.4173,33.9873
0.024,-16.0685,-2.5886,10.8913,24.3711
0.0242,-25.27,-11.8797,1.5106,14.9009
0.0244,-34.2917,-20.9904,-7.689,5.6123
0.0246,-43.0984,-29.8854,-16.6725,-3.4595
0.0248,-51.6559,-38.5307,-25.4056,-12.2804
0.025,-59.931,-46.893,-33.8551,-20.8171
0.0252,-67.8915,-54.9402,-41.9888,-29.0375
0.0254,-75.5065,-62.6412,-49.776,-36.9107
0.0256,-82.7465,-69.9668,-57.187,-44.4072
0.0258,-89.5835,-76.8886,-64.1938,-51.4989
0.026,-95.9909,-83.3804,-70.7699,-58.1594
0.0262,-101.944,-89.4173,-76.8905,-64.3638
0.0264,-107.4198,-94.9763,-82.5328,-70.0893
0.0266,-112.3971,-100.0363,-87.6755,-75.3147
0.0268,-116.8569,-104.5782,-92.2995,-80.0208
0.027,-120.7819,-108.5849,-96.3878,-84.1907
0.0272,-124.1573,-112.0413,-99.9252,-87.8092
0.0274,-126.9702,-114.9347,-102.8991,-90.8636
0.0276,-129.2099,-117.2543,-105.2988,-93.3432
0.0278,-130.8681,-118.992,-107.1159,-95.2397
0.028,-131.9388,-120.1416,-108.3443,-96.5471
0.0282,-132.4181,-120.6993,-108.9804,-97.2616
0.0284,-132.3047,-120.6637,-109.0227,-97.3818
0.0286,-131.5994,-120.0358,-108.4722,-96.9085
0.0288,-130.3055,-118.8188,-107.332,-95.8452
0.029,-128.4287,-117.0182,-105.6077,-94.1973
0.0292,-125.9766,-114.642,-103.3073,-91.9727
0.0294,-122.9596,-111.7002,-100.4409,-89.1816
0.0296,-119.3898,-108.2053,-97.0208,-85.8363
0.0298,-115.282,-104.1718,-93.0616,-81.9514
0.03,-110.6526,-99.6163,-88.5799,-77.5435
0.0302,-105.5205,-94.5575,-83.5944,-72.6314
0.0304,-99.9064,-89.0162,-78.1259,-67.2357
0.0306,-93.8327,-83.0149,-72.197,-61.3792
0.0308,-87.324,-76.578,-65.832,-55.0861
0.031,-80.4063,-69.7317,-59.0572,-48.3826
0.0312,-73.1074,-62.5037,-51.9001,-41.2965
0.0314,-65.4565,-54.9233,-44.3901,-33.8569
0.0316,-57.4842,-47.021,-36.5578,-26.0946
0.0318,-49.2224,-38.8287,-28.435,-18.0413
0.032,-40.7041,-30.3795,-20.0548,-9.7302
0.0322,-31.9633,-21.7073,-11.4513,-1.1953
0.0324,-23.0351,-12.8472,-2.6593,7.5285
0.0326,-13.9549,-3.8347,6.2855,16.4056
0.0328,-4.7591,5.2939,15.3468,25.3997
0.033,4.5157,14.5019,24.488,34.4741
0.0332,13.8325,23.7523,33.672,43.5918
0.0334,23.154,33.0079,42.8618,52.7156
0.0336,32.4432,42.2316,52.02,61.8084
0.0338,41.6629,51.3863,61.1096,70.833
0.034,50.7764,60.4352,70.0939,79.7527
0.0342,59.7473,69.3419,78.9365,88.5311
0.0344,68.5399,78.0707,87.6016,97.1324
0.0346,77.1191,86.5865,96.054,105.5215
0.0348,85.4505,94.8551,104.2597,113.6643
0.035,93.501,102.8431,112.1852,121.5273
0.0352,101.2385,110.5185,119.7985,129.0785
0.0354,108.6319,117.8503,127.0687,136.287
0.0356,115.6519,124.809,133.9661,143.1232
0.0358,122.2702,131.3664,140.4627,149.559
0.036,128.4604,137.4962,146.5321,155.5679
0.0362,134.1978,143.1735,152.1493,161.1251
0.0364,139.4592,148.3754,157.2915,166.2077
0.0366,144.2237,153.0806,161.9375,170.7944
0.0368,148.472,157.27,166.0681,174.8661
0.037,152.187,160.9266,169.6662,178.4058
0.0372,155.3537,164.0352,172.7167,181.3983
0.0374,157.9593,166.5831,175.207,183.8308
0.0376,159.9931,168.5596,177.1262,185.6927
0.0378,161.4468,169.9564,178.466,186.9756
0.038,162.3142,170.7673,179.2204,187.6735
0.0382,162.5917,170.9886,179.3855,187.7824
0.0384,162.2778,170.6189,178.96,187.3012
0.0386,161.3734,169.6591,177.9448,186.2305
0.0388,159.8817,168.1123,176.343,184.5736
0.039,157.8083,165.9842,174.1602,182.3362
0.0392,155.161,163.2827,171.4043,179.5259
0.0394,151.9501,160.0177,168.0854,176.1531
0.0396,148.1877,156.2018,164.2158,172.2299
0.0398,143.8885,151.8493,159.8101,167.7709
0.04,139.0691,146.977,154.8849,162.7928
0.0402,133.7482,141.6035,149.4589,157.3143
0.0404,127.9464,135.7496,143.5528,151.356
0.0406,121.6865,129.4378,137.1891,144.9405
0.0408,114.9927,122.6925,130.3923,138.0921
0.041,107.8911,115.5398,123.1885,130.8371
0.0412,100.4096,108.0074,115.6053,123.2031
0.0414,92.5773,100.1246,107.672,115.2193
0.0416,84.4248,91.922,99.4192,106.9164
0.0418,75.984,83.4313,90.8787,98.3261
0.042,67.2879,74.6858,82.0837,89.4816
0.0422,58.3705,65.7192,73.068,80.4167
0.0424,49.2668,56.5667,63.8666,71.1665
0.0426,40.0123,47.2637,54.5151,61.7665
0.0428,30.6433,37.8466,45.0498,52.253
0.043,21.1965,28.3519,35.5073,42.6627
0.0432,11.7089,18.8168,25.9246,33.0324
0.0434,2.2177,9.2783,16.3389,23.3995
0.0436,-7.2401,-0.2264,6.7873,13.801
0.0438,-16.6272,-9.6602,-2.6931,4.274
0.044,-25.9071,-18.9863,-12.0655,-5.1447
0.0442,-35.0433,-28.1685,-21.2936,-14.4188
0.0444,-44.0,-37.1709,-30.3417,-23.5126
0.0446,-52.7422,-45.9584,-39.1747,-32.3909
0.0448,-61.2356,-54.4969,-47.7583,-41.0196
0.045,-69.447,-62.7531,-56.0592,-49.3653
0.0452,-77.3443,-70.6949,-64.0455,-57.396
0.0454,-84.8965,-78.2913,-71.686,-65.0808
0.0456,-92.0742,-85.5128,-78.9514,-72.3901
0.0458,-98.8491,-92.3314,-85.8136,-79.2959
0.046,-105.195,-98.7205,-92.2461,-85.7716
0.0462,-111.0869,-104.6555,-98.2241,-91.7926
0.0464,-116.5019,-110.1132,-103.7245,-97.3358
0.0466,-121.4189,-115.0727,-108.7264,-102.3802
0.0468,-125.8188,-119.5147,-113.2106,-106.9065
0.047,-129.6843,-123.4221,-117.1599,-110.8977
0.0472,-133.0005,-126.7799,-120.5594,-114.3388
0.0474,-135.7546,-129.5754,-123.3961,-117.2169
0.0476,-137.936,-131.7978,-125.6596,-119.5214
0.0478,-139.5362,-133.4388,-127.3414,-121.244
0.048,-140.5493,-134.4924,-128.4355,-122.3786
0.0482,-140.9714,-134.9547,-128.9381,-122.9214
0.0484,-140.8011,-134.8244,-128.8478,-122.8711
0.0486,-140.0394,-134.1024,-128.1655,-122.2285
0.0488,-138.6895,-132.7919,-126.8944,-120.9969
0.049,-136.7569,-130.8985,-125.0402,-119.1819
0.0492,-134.2495,-128.4301,-122.6107,-116.7913
0.0494,-131.1775,-125.3967,-119.616,-113.8353
0.0496,-127.5531,-121.8108,-116.0685,-110.3262
0.0498,-123.391,-117.6869,-111.9827,-106.2785
0.05,-118.7078,-113.0415,-107.3753,-101.709
0.0502,-113.5222,-107.8936,-102.2649,-96.6363
0.0504,-107.8548,-102.2636,-96.6724,-91.0812
0.0506,-101.7284,-96.1743,-90.6202,-85.0662
0.0508,-95.1672,-89.65,-84.1329,-78.6157
0.051,-88.1974,-82.7169,-77.2364,-71.7559
0.0512,-80.8467,-75.4026,-69.9585,-64.5144
0.0514,-73.1444,-67.7364,-62.3285,-56.9206
0.0516,-65.121,-59.749,-54.377,-49.005
0.0518,-56.8084,-51.4721,-46.1358,-40.7996
0.052,-48.2397,-42.9389,-37.6381,-32.3372
0.0522,-39.4489,-34.1833,-28.9177,-23.6521
0.0524,-30.4709,-25.2403,-20.0097,-14.7791
0.0526,-21.3413,-16.1455,-10.9496,-5.7537
0.0528,-12.0964,-6.9351,-1.7737,3.3876
0.053,-2.7729,2.3542,7.4812,12.6083
0.0532,6.5923,11.6853,16.7783,21.8712
0.0534,15.9619,21.0211,26.0802,31.1394
0.0536,25.2989,30.3244,35.3499,40.3755
0.0538,34.5661,39.5582,44.5504,49.5425
0.054,43.7267,48.6857,53.6447,58.6036
0.0542,52.7445,57.6705,62.5965,67.5226
0.0544,61.5836,66.4769,71.3702,76.2635
0.0546,70.209,75.0697,79.9305,84.7913
0.0548,78.5863,83.4148,88.2433,93.0718
0.055,86.6825,91.4789,96.2753,101.0717
0.0552,94.4652,99.2298,103.9943,108.7588
0.0554,101.9037,106.6366,111.3694,116.1023
0.0556,108.9683,113.6697,118.3712,123.0726
0.0558,115.631,120.3012,124.9714,129.6416
0.056,121.8654,126.5045,131.1437,135.7828
0.0562,127.6466,132.2549,136.8632,141.4715
0.0564,132.9515,137.5292,142.107,146.6847
0.0566,137.7592,142.3065,146.8538,151.4011
0.0568,142.0505,146.5676,151.0846,155.6017
0.057,145.8082,150.2952,154.7823,159.2693
0.0572,149.0173,153.4745,157.9318,162.389
0.0574,151.665,156.0926,160.5202,164.9478
0.0576,153.7406,158.1388,162.537,166.9352
0.0578,155.2358,159.6048,163.9738,168.3428
0.058,156.1445,160.4845,164.8245,169.1644
0.0582,156.463,160.7741,165.0853,169.3964
0.0584,156.1898,160.4723,164.7548,169.0372
0.0586,155.3259,159.5799,163.8339,168.0879
0.0588,153.8743,158.1001,162.3259,166.5516
0.059,151.8409,156.0385,160.2362,164.4339
0.0592,149.2333,153.4031,157.5728,161.7426
0.0594,146.0617,150.2038,154.3458,158.4879
0.0596,142.3385,146.453,150.5676,154.6821
0.0598,138.0781,142.1653,146.2525,150.3398
0.06,133.2973,137.3574,141.4174,145.4775
0.0602,128.0147,132.0478,136.0809,140.114
0.0604,122.2511,126.2574,130.2637,134.2699
0.0606,116.029,120.0086,123.9883,127.968
