1,150.59068210401375,38.05200000000001
2,149.13487140006896,52.452000000000005
3,147.78924552389026,66.852
4,146.8941526711914,81.864
5,146.67944730859583,96.804
6,147.200486215374,111.63600000000001
7,148.32444402301454,126.396
8,149.76162544485555,141.084
9,151.1534883978598,155.196
10,152.16026447372127,169.23600000000002
11,152.54444967511918,183.20399999999998
12,152.21360181238543,196.84799999999998
13,151.24591083250627,210.852
14,149.87192354509946,225.252
15,148.4258388012788,239.65200000000002
16,147.26776900532101,254.44799999999998
17,146.6939572490639,269.316
18,146.85145279913172,284.36400000000003
19,147.70292695310533,299.196
20,149.02564712501248,313.88399999999996
