time(s),10ms,40ms,70ms,100ms
0.107,-137.0288,-127.7294,-107.7577,-90.7257
0.1072,-140.5893,-131.3363,-111.4017,-94.3787
0.1074,-143.595,-134.3881,-114.4906,-97.4766
0.1076,-146.034,-136.8729,-117.0126,-100.0077
0.1078,-147.8966,-138.7812,-118.958,-101.9622
0.108,-149.1755,-140.1055,-120.3194,-103.3329
0.1082,-149.8657,-140.8409,-121.0919,-104.1146
0.1084,-149.9645,-140.9846,-121.2727,-104.3047
0.1086,-149.4713,-140.5363,-120.8614,-103.9028
0.1088,-148.3883,-139.4978,-119.8599,-102.9108
0.109,-146.7196,-137.8734,-118.2726,-101.3329
0.1092,-144.4719,-135.6698,-116.106,-99.1758
0.1094,-141.6541,-132.8958,-113.369,-96.4484
0.1096,-138.2771,-129.5625,-110.0727,-93.1618
0.1098,-134.3545,-125.6832,-106.2305,-89.3292
0.11,-129.9016,-121.2735,-101.8578,-84.9662
0.1102,-124.936,-116.351,-96.9722,-80.0904
0.1104,-119.4773,-110.9351,-91.5933,-74.7213
0.1106,-113.5471,-105.0475,-85.7426,-68.8805
0.1108,-107.1688,-98.7115,-79.4436,-62.5914
0.111,-100.3676,-91.9524,-72.7214,-55.8791
0.1112,-93.1702,-84.797,-65.6029,-48.7706
0.1114,-85.6051,-77.2736,-58.1164,-41.2942
0.1116,-77.7021,-69.4122,-50.2918,-33.4797
0.1118,-69.4925,-61.2439,-42.1604,-25.3584
0.112,-61.0087,-52.8011,-33.7545,-16.9627
0.1122,-52.284,-44.1174,-25.1075,-8.326
0.1124,-43.353,-35.2271,-16.254,0.5172
0.1126,-34.2509,-26.1655,-7.2292,9.5316
0.1128,-25.0136,-16.9685,1.931,18.6815
0.113,-15.6776,-7.6726,11.1902,27.9302
0.1132,-6.2797,1.6854,20.5114,37.241
0.1134,3.143,11.0684,29.8577,46.5768
0.1136,12.5532,20.4391,39.1918,55.9003
0.1138,21.914,29.7606,48.4765,65.1745
0.114,31.1883,38.9957,57.6751,74.3623
0.1142,40.3395,48.108,66.7507,83.4273
0.1144,49.3314,57.0613,75.6674,92.3332
0.1146,58.1288,65.8201,84.3896,101.0446
0.1148,66.6967,74.3496,92.8826,109.5268
0.115,75.0014,82.6162,101.1126,117.746
0.1152,83.0101,90.5869,109.0468,125.6693
0.1154,90.6912,98.2303,116.6537,133.2652
0.1156,98.0144,105.5159,123.9028,140.5033
0.1158,104.9508,112.4149,130.7654,147.3549
0.116,111.473,118.8999,137.2139,153.7924
0.1162,117.5552,124.9451,143.2228,159.7901
0.1164,123.1736,130.5266,148.7679,165.3241
0.1166,128.3058,135.6222,153.8271,170.3721
0.1168,132.9317,140.2116,158.3802,174.914
0.117,137.0329,144.2766,162.4089,178.9314
0.1172,140.5934,147.8009,165.897,182.4081
0.1174,143.599,150.7706,168.8304,185.3302
0.1176,146.0379,153.1737,171.1973,187.6857
0.1178,147.9004,155.0007,172.9881,189.4651
0.118,149.1793,156.2441,174.1954,190.6609
0.1182,149.8694,156.899,174.8142,191.2682
0.1184,149.9681,156.9627,174.8417,191.2841
0.1186,149.4749,156.4346,174.2775,190.7084
0.1188,148.3918,155.3168,173.1237,189.5429
0.119,146.7231,153.6135,171.3844,187.792
0.1192,144.4753,151.3314,169.0663,185.4622
0.1194,141.6573,148.4793,166.1782,182.5624
0.1196,138.2803,145.0683,162.7313,179.1037
0.1198,134.3576,141.1117,158.7388,175.0994
0.12,129.9046,136.6251,154.2163,170.565
0.1202,124.939,131.6259,149.1813,165.5182
0.1204,119.4803,126.1339,143.6534,159.9784
0.1206,113.55,120.1704,137.6542,153.9672
0.1208,107.1717,113.7591,131.2071,147.5081
0.121,100.3703,106.9249,124.3372,140.6262
0.1212,93.1729,99.6948,117.0714,133.3484
0.1214,85.6078,92.0971,109.4381,125.703
0.1216,77.7048,84.1618,101.4671,117.7199
0.1218,69.4951,75.9199,93.1897,109.4303
0.122,61.0112,67.404,84.6381,100.8666
0.1222,52.2865,58.6474,75.846,92.0622
0.1224,43.3554,49.6846,66.8478,83.0517
0.1226,34.2533,40.5509,57.6786,73.8703
0.1228,25.0159,31.2822,48.3745,64.5538
0.123,15.6799,21.9149,38.9718,55.1388
0.1232,6.282,12.4858,29.5074,45.662
0.1234,-3.1408,3.0322,20.0184,36.1606
0.1236,-12.5511,-6.4089,10.542,26.6718
0.1238,-21.9119,-15.8003,1.1154,17.2326
0.124,-31.1862,-25.1051,-8.2246,7.8801
0.1242,-40.3374,-34.2867,-17.4414,-1.3492
0.1244,-49.3295,-43.3089,-26.4987,-10.4191
0.1246,-58.1268,-52.1362,-35.3612,-19.2942
0.1248,-66.6948,-60.7341,-43.9941,-27.9397
0.125,-74.9995,-69.0685,-52.3636,-36.3219
0.1252,-83.0082,-77.1068,-60.4369,-44.4079
0.1254,-90.6894,-84.8174,-68.1824,-52.1661
0.1256,-98.0126,-92.1699,-75.5699,-59.5663
0.1258,-104.949,-99.1355,-82.5703,-66.5795
0.126,-111.4713,-105.6867,-89.1564,-73.1784
0.1262,-117.5536,-111.7978,-95.3023,-79.3372
0.1264,-123.1719,-117.4449,-100.9842,-85.032
0.1266,-128.3042,-122.6057,-106.1797,-90.2404
0.1268,-132.9301,-127.2601,-110.8688,-94.9424
0.127,-137.0314,-131.3896,-115.033,-99.1195
0.1272,-140.5919,-134.9782,-118.6562,-102.7558
0.1274,-143.5975,-138.0119,-121.7244,-105.837
0.1276,-146.0364,-140.4786,-124.2258,-108.3514
0.1278,-147.899,-142.3689,-126.1506,-110.2892
0.128,-149.1779,-143.6754,-127.4915,-111.6432
0.1282,-149.8681,-144.393,-128.2435,-112.4084
0.1284,-149.9667,-144.519,-128.4039,-112.5819
0.1286,-149.4736,-144.053,-127.9722,-112.1634
0.1288,-148.3905,-142.9969,-126.9505,-111.1549
0.129,-146.7218,-141.3551,-125.343,-109.5606
0.1292,-144.4741,-139.1341,-123.1562,-107.3871
0.1294,-141.6561,-136.3428,-120.3991,-104.6432
0.1296,-138.2792,-132.9923,-117.0828,-101.3402
0.1298,-134.3565,-129.096,-113.2205,-97.4913
0.13,-129.9035,-124.6693,-108.8279,-93.112
0.1302,-124.9379,-119.7298,-103.9224,-88.2199
0.1304,-119.4792,-114.2971,-98.5236,-82.8346
0.1306,-113.549,-108.3927,-92.6532,-76.9776
0.1308,-107.1706,-102.04,-86.3345,-70.6723
0.131,-100.3693,-95.2643,-79.5926,-63.9439
0.1312,-93.1719,-88.0924,-72.4545,-56.8192
0.1314,-85.6068,-80.5526,-64.9484,-49.3267
0.1316,-77.7038,-72.6748,-57.1044,-41.4962
0.1318,-69.4942,-64.4902,-48.9535,-33.3589
0.132,-61.0102,-56.0313,-40.5282,-24.9472
0.1322,-52.2856,-47.3314,-31.862,-16.2946
0.1324,-43.3545,-38.4251,-22.9892,-7.4355
0.1326,-34.2524,-29.3475,-13.9452,1.5949
0.1328,-25.0151,-20.1347,-4.7658,10.7606
0.133,-15.679,-10.823,4.5125,20.0252
0.1332,-6.2811,-1.4493,13.8528,29.3517
0.1334,3.1416,7.9493,23.2181,38.7033
0.1336,12.5519,17.3357,32.5711,48.0425
0.1338,21.9127,26.6726,41.8748,57.3324
0.134,31.187,35.9231,51.0921,66.5359
0.1342,40.3382,45.0507,60.1865,75.6165
0.1344,49.3302,54.0193,69.1219,84.538
0.1346,58.1275,62.7932,77.8628,93.265
0.1348,66.6955,71.3379,86.3744,101.7628
0.135,75.0002,79.6194,94.623,109.9974
0.1352,83.0089,87.6051,102.5758,117.9362
0.1354,90.69,95.2633,110.2011,125.5476
0.1356,98.0133,102.5638,117.4686,132.8012
0.1358,104.9497,109.4775,124.3495,139.6681
0.136,111.4719,115.9771,130.8164,146.1209
0.1362,117.5542,122.0369,136.8435,152.134
0.1364,123.1725,127.6329,142.4068,157.6833
0.1366,128.3048,132.743,147.4842,162.7466
0.1368,132.9307,137.3467,152.0554,167.3037
0.137,137.032,141.426,156.1021,171.3363
0.1372,140.5924,144.9645,159.6082,174.8282
0.1374,143.5981,147.9484,162.5596,177.7654
0.1376,146.037,150.3656,164.9444,180.1361
0.1378,147.8995,152.2065,166.753,181.9305
0.138,149.1784,153.4639,167.9781,183.1414
0.1382,149.8686,154.1327,168.6146,183.7637
0.1384,149.9672,154.2101,168.6598,183.7946
0.1386,149.4741,153.6958,168.1133,183.2339
0.1388,148.391,152.5916,166.977,182.0833
0.139,146.7223,150.902,165.2553,180.3473
0.1392,144.4745,148.6334,162.9546,178.0324
0.1394,141.6566,145.7947,160.084,175.1474
0.1396,138.2796,142.3971,156.6544,171.7035
0.1398,134.3569,138.4538,152.6793,167.714
0.14,129.9039,133.9805,148.1741,163.1944
0.1402,124.9383,128.9945,143.1563,158.1623
0.1404,119.4796,123.5156,137.6456,152.6372
0.1406,113.5494,117.5652,131.6636,146.6407
0.1408,107.171,111.1668,125.2336,140.1962
0.141,100.3697,104.3456,118.3807,133.3289
0.1412,93.1723,97.1283,111.1319,126.0657
0.1414,85.6071,89.5435,103.5155,118.4348
0.1416,77.7041,81.6209,95.5614,110.4662
0.1418,69.4945,73.3917,87.3009,102.1911
0.142,61.0106,64.8883,78.7661,93.6419
0.1422,52.2859,56.1443,69.9908,84.852
0.1424,43.3549,47.194,61.0092,75.8559
0.1426,34.2527,38.0727,51.8567,66.6888
0.1428,25.0154,28.8164,42.5692,57.3867
0.143,15.6794,19.4614,33.1831,47.986
0.1432,6.2814,10.0446,23.7352,38.5235
0.1434,-3.1413,0.6031,14.2627,29.0364
0.1436,-12.5516,-8.8259,4.8027,19.5618
0.1438,-21.9124,-18.2053,-4.6076,10.1368
0.144,-31.1867,-27.4981,-13.9312,0.7985
0.1442,-40.3379,-36.6677,-23.1317,-8.4166
0.1444,-49.3299,-45.678,-32.1728,-17.4724
0.1446,-58.1273,-54.4936,-41.0191,-26.3334
0.1448,-66.6952,-63.0796,-49.6358,-34.9649
0.145,-74.9999,-71.4024,-57.9892,-43.333
0.1452,-83.0087,-79.429,-66.0465,-51.405
0.1454,-90.6898,-87.128,-73.776,-59.1493
0.1456,-98.013,-94.469,-81.1475,-66.5355
0.1458,-104.9494,-101.4231,-88.132,-73.5348
0.146,-111.4717,-107.9629,-94.7022,-80.1198
0.1462,-117.554,-114.0627,-100.8324,-86.2648
0.1464,-123.1723,-119.6985,-106.4985,-91.9456
0.1466,-128.3046,-124.8481,-111.6783,-97.1403
0.1468,-132.9305,-129.4912,-116.3516,-101.8285
0.147,-137.0318,-133.6096,-120.5002,-105.9919
0.1472,-140.5922,-137.1872,-124.1078,-109.6144
0.1474,-143.5979,-140.2098,-127.1605,-112.6819
0.1476,-146.0368,-142.6656,-129.6463,-115.1826
0.1478,-147.8994,-144.545,-131.5556,-117.1068
0.148,-149.1782,-145.8406,-132.8812,-118.4472
0.1482,-149.8684,-146.5474,-133.6178,-119.1987
0.1484,-149.9671,-146.6626,-133.7628,-119.3587
0.1486,-149.4739,-146.1859,-133.3159,-118.9267
0.1488,-148.3908,-145.1193,-132.2789,-117.9046
0.149,-146.7221,-143.4669,-130.6562,-116.2968
0.1492,-144.4743,-141.2354,-128.4543,-114.1099
0.1494,-141.6564,-138.4336,-125.682,-111.3526
0.1496,-138.2794,-135.0727,-122.3506,-108.0362
0.1498,-134.3567,-131.166,-118.4734,-104.1739
0.15,-129.9038,-126.7289,-114.0657,-99.7812
0.1502,-124.9381,-121.7791,-109.1453,-94.8758
0.1504,-119.4794,-116.3362,-103.7316,-89.4772
0.1506,-113.5492,-110.4216,-97.8463,-83.6069
0.1508,-107.1709,-104.0589,-91.5128,-77.2883
0.151,-100.3696,-97.2731,-84.7562,-70.5467
0.1512,-93.1721,-90.0911,-77.6033,-63.4089
0.1514,-85.607,-82.5413,-70.0826,-55.9032
0.1516,-77.704,-74.6536,-62.2239,-48.0596
0.1518,-69.4944,-66.4592,-54.0584,-39.9092
0.152,-61.0105,-57.9904,-45.6185,-31.4844
0.1522,-52.2858,-49.2808,-36.9377,-22.8187
0.1524,-43.3547,-40.3648,-28.0505,-13.9465
0.1526,-34.2526,-31.2775,-18.992,-4.9032
0.1528,-25.0153,-22.0551,-9.7982,4.2755
0.153,-15.6792,-12.7338,-0.5056,13.553
0.1532,-6.2813,-3.3505,8.849,22.8926
0.1534,3.1414,6.0575,18.2286,32.257
0.1536,12.5517,15.4533,27.5958,41.6091
0.1538,21.9125,24.7996,36.9137,50.9118
0.154,31.1868,34.0595,46.1452,60.1282
0.1542,40.338,43.1964,55.2537,69.2216
0.1544,49.33,52.1742,64.2032,78.1559
0.1546,58.1274,60.9573,72.9581,86.8957
0.1548,66.6953,69.5112,81.4837,95.4061
0.155,75.0,77.8018,89.7463,103.6535
0.1552,83.0088,85.7966,97.7129,111.605
0.1554,90.6899,93.4638,105.3521,119.229
0.1556,98.0131,100.7732,112.6335,126.4952
0.1558,104.9495,107.6959,119.5282,133.3747
0.156,111.4717,114.2044,126.0088,139.8401
0.1562,117.554,120.273,132.0496,145.8657
0.1564,123.1724,125.8778,137.6266,151.4275
0.1566,128.3047,130.9966,142.7177,156.5033
0.1568,132.9306,135.6091,147.3024,161.0729
0.157,137.0318,139.697,151.3627,165.1179
0.1572,140.5923,143.2442,154.8823,168.6223
0.1574,143.5979,146.2366,157.8472,171.5719
0.1576,146.0369,148.6623,160.2454,173.9549
0.1578,147.8994,150.5118,162.0675,175.7617
0.158,149.1783,151.7777,163.3059,176.9849
0.1582,149.8684,152.4548,163.9557,177.6195
0.1584,149.9671,152.5406,164.0142,177.6627
0.1586,149.4739,152.0346,163.481,177.1142
0.1588,148.3909,150.9388,162.3579,175.9759
0.159,146.7222,149.2573,160.6494,174.2521
0.1592,144.4744,146.9969,158.3619,171.9493
0.1594,141.6565,144.1664,155.5043,169.0765
0.1596,138.2795,140.7769,152.0878,165.6447
0.1598,134.3568,136.8418,148.1257,161.6674
0.16,129.9038,132.3764,143.6335,157.1598
0.1602,124.9382,127.3985,138.6287,152.1398
0.1604,119.4795,121.9275,133.1309,146.6267
0.1606,113.5493,115.9851,127.1618,140.6422
0.1608,107.1709,109.5946,120.7446,134.2098
0.161,100.3696,102.7812,113.9045,127.3544
0.1612,93.1722,95.5717,106.6685,120.1031
0.1614,85.607,87.9946,99.0649,112.4841
0.1616,77.7041,80.0797,91.1235,104.5275
0.1618,69.4944,71.8582,82.8755,96.2642
0.162,61.0105,63.3625,74.3535,87.7268
0.1622,52.2858,54.6261,65.5907,78.9488
0.1624,43.3548,45.6834,56.6217,69.9644
0.1626,34.2526,36.5696,47.4817,60.8091
0.1628,25.0153,27.3208,38.2067,51.5188
0.163,15.6793,17.9732,28.833,42.1298
0.1632,6.2814,8.5639,19.3975,32.679
0.1634,-3.1414,-0.8702,9.9374,23.2035
0.1636,-12.5517,-10.2919,0.4898,13.7406
0.1638,-21.9124,-19.6639,-8.9082,4.3273
0.164,-31.1867,-28.9494,-18.2196,-4.9994
0.1642,-40.338,-38.1118,-27.4078,-14.203
0.1644,-49.33,-47.1149,-36.4368,-23.2472
0.1646,-58.1273,-55.9233,-45.2709,-32.0967
0.1648,-66.6953,-64.5023,-53.8755,-40.7166
0.165,-75.0,-72.8179,-62.2168,-49.0733
0.1652,-83.0087,-80.8375,-70.262,-57.1338
0.1654,-90.6899,-88.5295,-77.9795,-64.8666
0.1656,-98.0131,-95.8635,-85.339,-72.2414
0.1658,-104.9495,-102.8106,-92.3116,-79.2293
0.166,-111.4717,-109.3435,-98.8698,-85.803
0.1662,-117.554,-115.4364,-104.9881,-91.9365
0.1664,-123.1724,-121.0654,-110.6423,-97.6061
0.1666,-128.3046,-126.2081,-115.8103,-102.7894
0.1668,-132.9305,-130.8445,-120.4719,-107.4663
0.167,-137.0318,-134.9562,-124.6087,-111.6185
0.1672,-140.5923,-138.527,-128.2046,-115.2297
0.1674,-143.5979,-141.5429,-131.2456,-118.286
0.1676,-146.0368,-143.9921,-133.7197,-120.7755
0.1678,-147.8994,-145.8649,-135.6174,-122.6885
0.168,-149.1783,-147.1539,-136.9314,-124.0178
0.1682,-149.8684,-147.8541,-137.6564,-124.7582
0.1684,-149.9671,-147.9628,-137.79,-124.9071
0.1686,-149.4739,-147.4797,-137.3315,-124.464
0.1688,-148.3908,-146.4065,-136.2831,-123.4308
0.169,-146.7221,-144.7477,-134.6489,-121.812
0.1692,-144.4744,-142.5098,-132.4356,-119.614
0.1694,-141.6564,-139.7017,-129.652,-116.8458
0.1696,-138.2795,-136.3344,-126.3093,-113.5184
0.1698,-134.3568,-132.4214,-122.4207,-109.6451
0.17,-129.9038,-127.9781,-118.0018,-105.2415
0.1702,-124.9382,-123.0221,-113.0702,-100.3252
0.1704,-119.4795,-117.573,-107.6453,-94.9157
0.1706,-113.5493,-111.6523,-101.7489,-89.0345
0.1708,-107.1709,-105.2834,-95.4042,-82.7051
0.171,-100.3696,-98.4915,-88.6364,-75.9527
0.1712,-93.1722,-91.3034,-81.4725,-68.8041
0.1714,-85.607,-83.7476,-73.9407,-61.2876
0.1716,-77.704,-75.8539,-66.071,-53.4332
0.1718,-69.4944,-67.6535,-57.8946,-45.2721
0.172,-61.0105,-59.1787,-49.4438,-36.8366
0.1722,-52.2858,-50.4632,-40.7521,-28.1602
0.1724,-43.3548,-41.5412,-31.854,-19.2773
0.1726,-34.2526,-32.4481,-22.7846,-10.2233
0.1728,-25.0153,-23.2198,-13.58,-1.034
0.173,-15.6793,-13.8927,-4.2766,8.2541
0.1732,-6.2813,-4.5037,5.0888,17.6042
0.1734,3.1414,4.9101,14.479,26.9792
0.1736,12.5517,14.3116,23.857,36.3419
0.1738,21.9125,23.6636,33.1855,45.6551
0.174,31.1868,32.9292,42.4277,54.882
0.1742,40.338,42.0717,51.5468,63.9859
0.1744,49.33,51.0551,60.5069,72.9307
0.1746,58.1273,59.8438,69.2723,81.6808
0.1748,66.6953,68.4032,77.8085,90.2017
0.175,75.0,76.6994,86.0815,98.4595
0.1752,83.0087,84.6997,94.0586,106.4213
0.1754,90.6899,92.3724,101.7082,114.0557
0.1756,98.0131,99.6872,109.0,121.3322
0.1758,104.9495,106.6152,115.9051,128.2221
0.176,111.4717,113.1292,122.396,134.6978
0.1762,117.554,119.2032,128.4471,140.7337
0.1764,123.1724,124.8133,134.0344,146.3057
0.1766,128.3046,129.9374,139.1357,151.3918
0.1768,132.9305,134.5552,143.7307,155.9715
0.177,137.0318,138.6483,147.8012,160.0268
0.1772,140.5923,142.2008,151.3309,163.5413
0.1774,143.5979,145.1984,154.3059,166.5011
0.1776,146.0368,147.6293,156.7143,168.8942
0.1778,147.8994,149.4839,158.5464,170.7111
0.178,149.1783,150.7549,159.7949,171.9444
0.1782,149.8684,151.4372,160.4547,172.5891
0.1784,149.9671,151.528,160.5232,172.6424
0.1786,149.4739,151.0271,159.9999,172.1039
0.1788,148.3909,149.9362,158.8868,170.9756
0.179,146.7221,148.2598,157.1881,169.2618
0.1792,144.4744,146.0044,154.9105,166.969
0.1794,141.6565,143.1788,152.0628,164.1061
0.1796,138.2795,139.7943,148.6561,160.6843
0.1798,134.3568,135.864,144.7038,156.7168
0.18,129.9038,131.4035,140.2214,152.2192
0.1802,124.9382,126.4304,135.2263,147.2089
0.1804,119.4795,120.9643,129.7382,141.7058
0.1806,113.5493,115.0266,123.7787,135.7311
0.1808,107.1709,108.6409,117.3712,129.3084
0.181,100.3696,101.8323,110.5408,122.4629
0.1812,93.1722,94.6276,103.3144,115.2213
0.1814,85.607,87.0552,95.7203,107.6121
0.1816,77.7041,79.145,87.7884,99.6652
0.1818,69.4944,70.9281,79.55,91.4117
0.182,61.0105,62.4371,71.0374,82.884
0.1822,52.2858,53.7053,62.2841,74.1156
0.1824,43.3548,44.7671,53.3246,65.1409
0.1826,34.2526,35.658,44.194,55.9953
0.1828,25.0153,26.4136,34.9283,46.7145
0.183,15.6793,17.0706,25.564,37.3351
0.1832,6.2813,7.6658,16.1379,27.8939
0.1834,-3.1414,-1.7639,6.687,18.428
0.1836,-12.5517,-11.181,-2.7513,8.9746
0.1838,-21.9125,-20.5487,-12.1401,-0.4292
0.184,-31.1868,-29.8298,-21.4423,-9.7464
0.1842,-40.338,-38.9877,-30.6213,-18.9405
0.1844,-49.33,-47.9865,-39.641,-27.9752
0.1846,-58.1273,-56.7905,-48.466,-36.8152
0.1848,-66.6953,-65.3651,-57.0615,-45.4258
0.185,-75.0,-73.6765,-65.3937,-53.773
0.1852,-83.0087,-81.6918,-73.4299,-61.8241
0.1854,-90.6899,-89.3795,-81.1383,-69.5476
0.1856,-98.0131,-96.7093,-88.4888,-76.9131
0.1858,-104.9495,-103.6522,-95.4524,-83.8916
0.186,-111.4717,-110.1809,-102.0017,-90.4559
0.1862,-117.554,-116.2696,-108.111,-96.5802
0.1864,-123.1724,-121.8944,-113.7563,-102.2405
0.1866,-128.3046,-127.033,-118.9154,-107.4146
0.1868,-132.9305,-131.6653,-123.5681,-112.0822
0.187,-137.0318,-135.7729,-127.6961,-116.2251
0.1872,-140.5923,-139.3396,-131.2832,-119.8272
0.1874,-143.5979,-142.3515,-134.3154,-122.8743
0.1876,-146.0368,-144.7966,-136.7808,-125.3546
0.1878,-147.8994,-146.6654,-138.6698,-127.2585
0.188,-149.1783,-147.9504,-139.975,-128.5786
0.1882,-149.8684,-148.6467,-140.6914,-129.3099
0.1884,-149.9671,-148.7515,-140.8163,-129.4497
0.1886,-149.4739,-148.2643,-140.3492,-128.9975
0.1888,-148.3908,-147.1873,-139.2921,-127.9553
0.189,-146.7221,-145.5246,-137.6494,-126.3274
0.1892,-144.4744,-143.2828,-135.4275,-124.1204
0.1894,-141.6565,-140.4708,-132.6354,-121.3432
0.1896,-138.2795,-137.0998,-129.2842,-118.0068
0.1898,-134.3568,-133.1829,-125.3871,-114.1246
0.19,-129.9038,-128.7358,-120.9598,-109.712
0.1902,-124.9382,-123.776,-116.0196,-104.7868
0.1904,-119.4795,-118.3231,-110.5864,-99.3683
0.1906,-113.5493,-112.3987,-104.6815,-93.4783
0.1908,-107.1709,-106.0261,-98.3285,-87.14
0.191,-100.3696,-99.2304,-91.5524,-80.3787
0.1912,-93.1722,-92.0387,-84.3801,-73.2213
0.1914,-85.607,-84.4792,-76.8401,-65.696
0.1916,-77.7041,-76.5819,-68.9621,-57.8328
0.1918,-69.4944,-68.3778,-60.7774,-49.6628
0.192,-61.0105,-59.8995,-52.3184,-41.2186
0.1922,-52.2858,-51.1803,-43.6185,-32.5334
0.1924,-43.3548,-42.2548,-34.7122,-23.6418
0.1926,-34.2526,-33.1582,-25.6347,-14.5791
0.1928,-25.0153,-23.9263,-16.422,-5.3811
0.193,-15.6793,-14.5957,-7.1104,3.9157
0.1932,-6.2813,-5.2032,2.263,13.2745
0.1934,3.1414,4.2142,11.6614,22.6581
0.1936,12.5517,13.6191,21.0474,32.0295
0.1938,21.9125,22.9746,30.3839,41.3513
0.194,31.1868,32.2436,39.634,50.5868
0.1942,40.338,41.3895,48.7612,59.6992
0.1944,49.33,50.3763,57.7292,68.6526
0.1946,58.1273,59.1684,66.5025,77.4113
0.1948,66.6953,67.7312,75.0466,85.9407
0.195,75.0,76.0307,83.3275,94.207
0.1952,83.0087,84.0343,91.3125,102.1774
0.1954,90.6899,91.7103,98.9699,109.8202
0.1956,98.0131,99.0285,106.2695,117.1052
0.1958,104.9495,105.9598,113.1823,124.0035
0.196,111.4717,112.477,119.6811,130.4876
0.1962,117.554,118.5543,125.74,136.5319
0.1964,123.1724,124.1677,131.335,142.1124
0.1966,128.3046,129.295,136.4439,147.2068
0.1968,132.9305,133.9159,141.0466,151.7949
0.197,137.0318,138.0123,145.1247,155.8585
0.1972,140.5923,141.5679,148.6621,159.3814
0.1974,143.5979,144.5686,151.6447,162.3494
0.1976,146.0368,147.0027,154.0607,164.7509
0.1978,147.8994,148.8605,155.9004,166.5761
0.198,149.1783,150.1345,157.1564,167.8176
0.1982,149.8684,150.8199,157.8238,168.4705
0.1984,149.9671,150.9138,157.8998,168.532
0.1986,149.4739,150.416,157.384,168.0018
0.1988,148.3909,149.3282,156.2783,166.8817
0.199,146.7221,147.6548,154.5871,165.176
0.1992,144.4744,145.4024,152.3169,162.8914
0.1994,141.6565,142.5798,149.4766,160.0367
0.1996,138.2795,139.1982,146.0773,156.623
0.1998,134.3568,135.2709,142.1324,152.6636
0.2,129.9038,130.8134,137.6572,148.1741
0.2002,124.9382,125.8433,132.6695,143.1719
0.2004,119.4795,120.3801,127.1887,137.6768
0.2006,113.5493,114.4453,121.2365,131.7102
0.2008,107.1709,108.0625,114.8362,125.2956
0.201,100.3696,101.2568,108.013,118.4581
0.2012,93.1722,94.0549,100.7938,111.2245
0.2014,85.607,86.4854,93.2069,103.6233
0.2016,77.7041,78.578,85.2822,95.6843
0.2018,69.4944,70.364,77.051,87.4387
0.202,61.0105,61.8758,68.5455,78.919
0.2022,52.2858,53.1468,59.7993,70.1585
0.2024,43.3548,44.2114,50.8468,61.1918
0.2026,34.2526,35.105,41.7233,52.054
0.2028,25.0153,25.8634,32.4647,42.7811
0.203,15.6793,16.5232,23.1074,33.4096
0.2032,6.2813,7.121,13.6883,23.9762
0.2034,-3.1414,-2.3059,4.2444,14.5182
0.2036,-12.5517,-11.7203,-5.1869,5.0726
0.2038,-21.9125,-21.0853,-14.5687,-4.3234
0.204,-31.1868,-30.3637,-23.864,-13.6329
0.2042,-40.338,-39.519,-33.0361,-22.8192
0.2044,-49.33,-48.5151,-42.0489,-31.8462
0.2046,-58.1273,-57.3165,-50.8671,-40.6785
0.2048,-66.6953,-65.8885,-59.4557,-49.2813
0.205,-75.0,-74.1973,-67.7811,-57.6208
0.2052,-83.0087,-82.21,-75.8104,-65.6642
0.2054,-90.6899,-89.8951,-83.5121,-73.38
0.2056,-98.0131,-97.2223,-90.8558,-80.7378
0.2058,-104.9495,-104.1627,-97.8126,-87.7088
0.206,-111.4717,-110.6888,-104.3552,-94.2654
0.2062,-117.554,-116.775,-110.4578,-100.3821
0.2064,-123.1724,-122.3973,-116.0964,-106.0348
0.2066,-128.3046,-127.5334,-121.2489,-111.2013
0.2068,-132.9305,-132.1631,-125.8949,-115.8614
0.207,-137.0318,-136.2682,-130.0162,-119.9967
0.2072,-140.5923,-139.8325,-133.5967,-123.5913
0.2074,-143.5979,-142.8419,-136.6223,-126.6308
0.2076,-146.0368,-145.2846,-139.0811,-129.1037
0.2078,-147.8994,-147.1509,-140.9636,-131.0001
0.208,-149.1783,-148.4335,-142.2622,-132.3127
0.2082,-149.8684,-149.1274,-142.9721,-133.0365
0.2084,-149.9671,-149.2298,-143.0905,-133.1689
0.2086,-149.4739,-148.7403,-142.6169,-132.7092
0.2088,-148.3908,-147.6609,-141.5534,-131.6597
0.209,-146.7221,-145.9958,-139.9042,-130.0244
0.2092,-144.4744,-143.7517,-137.6759,-127.81
0.2094,-141.6565,-140.9373,-134.8773,-125.0253
0.2096,-138.2795,-137.5639,-131.5197,-121.6816
0.2098,-134.3568,-133.6448,-127.6163,-117.792
0.21,-129.9038,-129.1954,-123.1826,-113.3722
0.2102,-124.9382,-124.2333,-118.2361,-108.4396
0.2104,-119.4795,-118.7781,-112.7965,-103.0139
0.2106,-113.5493,-112.8514,-106.8854,-97.1165
0.2108,-107.1709,-106.4765,-100.526,-90.771
0.211,-100.3696,-99.6787,-93.7437,-84.0025
0.2112,-93.1722,-92.4847,-86.5652,-76.8377
0.2114,-85.607,-84.923,-79.0189,-69.3052
0.2116,-77.7041,-77.0234,-71.1347,-61.4348
0.2118,-69.4944,-68.8172,-62.9438,-53.2577
0.212,-61.0105,-60.3366,-54.4786,-44.8062
0.2122,-52.2858,-51.6153,-45.7725,-36.1139
0.2124,-43.3548,-42.6876,-36.8601,-27.2152
