time(s),10ms,40ms,70ms,100ms
0.1078,74.0944,84.2226,106.2484,125.1326
0.108,65.7587,75.8365,97.8211,116.695
0.1082,57.1636,67.1911,89.1345,107.9981
0.1084,48.3428,58.3204,80.2226,99.0758
0.1086,39.3313,49.2591,71.1201,89.963
0.1088,30.1645,40.0429,61.8627,80.6951
0.109,20.8787,30.7079,52.4866,71.3084
0.1092,11.5106,21.2907,43.0283,61.8396
0.1094,2.097,11.8284,33.5248,52.3255
0.1096,-7.3249,2.3581,24.0133,42.8033
0.1098,-16.7178,-7.0831,14.5311,33.3103
0.11,-26.0447,-16.458,5.115,23.8834
0.1102,-35.2689,-25.73,-4.198,14.5596
0.1104,-44.3538,-34.8624,-13.3715,5.3751
0.1106,-53.2637,-43.8196,-22.3698,-3.6341
0.1108,-61.9634,-52.5664,-31.1575,-12.4329
0.111,-70.4185,-61.0683,-39.7005,-20.9869
0.1112,-78.5957,-69.2921,-47.9653,-29.2628
0.1114,-86.4627,-77.2055,-55.9197,-37.2283
0.1116,-93.9884,-84.7774,-63.5325,-44.8524
0.1118,-101.1433,-91.9781,-70.7742,-52.1054
0.112,-107.8989,-98.7795,-77.6165,-58.959
0.1122,-114.2287,-105.1547,-84.0327,-65.3866
0.1124,-120.1077,-111.079,-89.9978,-71.3631
0.1126,-125.5127,-116.5289,-95.4886,-76.8655
0.1128,-130.4223,-121.4833,-100.4839,-81.8722
0.113,-134.8173,-125.9228,-104.9642,-86.3641
0.1132,-138.6801,-129.83,-108.9122,-90.3237
0.1134,-141.9956,-133.1896,-112.3126,-93.7358
0.1136,-144.7507,-135.9886,-115.1524,-96.5873
0.1138,-146.9346,-138.2161,-117.4206,-98.8674
0.114,-148.5385,-139.8636,-119.1088,-100.5674
0.1142,-149.5563,-140.9245,-120.2104,-101.6809
0.1144,-149.9838,-141.3951,-120.7216,-102.204
0.1146,-149.8193,-141.2735,-120.6407,-102.135
0.1148,-149.0636,-140.5603,-119.9682,-101.4746
0.115,-147.7196,-139.2587,-118.7072,-100.2256
0.1152,-145.7927,-137.3739,-116.8629,-98.3935
0.1154,-143.2903,-134.9135,-114.4431,-95.9858
0.1156,-140.2224,-131.8874,-111.4575,-93.0125
0.1158,-136.6011,-128.3077,-107.9183,-89.4855
0.116,-132.4408,-124.1887,-103.8397,-85.4192
0.1162,-127.7577,-119.5467,-99.2382,-80.8301
0.1164,-122.5704,-114.4004,-94.1323,-75.7365
0.1166,-116.8994,-108.7701,-88.5424,-70.1591
0.1168,-110.767,-102.6782,-82.4909,-64.1201
0.117,-104.1975,-96.1491,-76.002,-57.6437
0.1172,-97.2168,-89.2084,-69.1017,-50.756
0.1174,-89.8523,-81.8839,-61.8175,-43.4843
0.1176,-82.1333,-74.2046,-54.1784,-35.8579
0.1178,-74.0901,-66.201,-46.2149,-27.9072
0.118,-65.7545,-57.9047,-37.9589,-19.6639
0.1182,-57.1595,-49.3488,-29.4431,-11.1608
0.1184,-48.3388,-40.567,-20.7014,-2.432
0.1186,-39.3273,-31.5943,-11.7688,6.4877
0.1188,-30.1606,-22.4662,-2.6808,15.5629
0.119,-20.8749,-13.2189,6.5266,24.7572
0.1192,-11.5069,-3.8889,15.8165,34.0342
0.1194,-2.0933,5.4866,25.1521,43.3567
0.1196,7.3284,14.8706,34.4961,52.6877
0.1198,16.7213,24.2258,43.8115,61.9899
0.12,26.0481,33.5153,53.0611,71.2264
0.1202,35.2722,42.7021,62.2081,80.3602
0.1204,44.3571,51.75,71.2161,89.355
0.1206,53.2669,60.6229,80.0493,98.1749
0.1208,61.9665,69.2858,88.6725,106.7848
0.121,70.4216,77.7044,97.0514,115.1503
0.1212,78.5987,85.8452,105.1526,123.2381
0.1214,86.4656,93.676,112.9438,131.0159
0.1216,93.9914,101.1658,120.394,138.4526
0.1218,101.1461,108.2848,127.4734,145.5185
0.122,107.9017,115.0048,134.1539,152.1855
0.1222,114.2315,121.2992,140.4088,158.4268
0.1224,120.1104,127.1429,146.2131,164.2174
0.1226,125.5154,132.5127,151.5435,169.5343
0.1228,130.4249,137.3874,156.3789,174.3559
0.123,134.8198,141.7476,160.6997,178.663
0.1232,138.6826,145.5758,164.4886,182.4382
0.1234,141.998,148.8569,167.7305,185.6663
0.1236,144.7531,151.5778,170.4122,188.3341
0.1238,146.9369,153.7275,172.5228,190.4308
0.124,148.5408,155.2976,174.0537,191.9478
0.1242,149.5585,156.2816,174.9986,192.8788
0.1244,149.986,156.6755,175.3535,193.2197
0.1246,149.8215,156.4777,175.1166,192.9689
0.1248,149.0658,155.6888,174.2887,192.1269
0.125,147.7217,154.3117,172.8728,190.6969
0.1252,145.7947,152.3518,170.874,188.684
0.1254,143.2923,149.8167,168.3,186.0959
0.1256,140.2244,146.7163,165.1608,182.9425
0.1258,136.6031,143.0626,161.4683,179.2358
0.126,132.4426,138.87,157.237,174.9902
0.1262,127.7595,134.1548,152.4831,170.2221
0.1264,122.5722,128.9356,147.2253,164.95
0.1266,116.9012,123.2328,141.4839,159.1943
0.1268,110.7688,117.0688,135.2814,152.9774
0.127,104.1992,110.4679,128.6419,146.3235
0.1272,97.2184,103.4558,121.5914,139.2586
0.1274,89.854,96.0603,114.1574,131.8101
0.1276,82.1349,88.3103,106.369,124.0072
0.1278,74.0917,80.2363,98.2567,115.8804
0.128,65.7561,71.87,89.8521,107.4613
0.1282,57.161,63.2444,81.1882,98.7828
0.1284,48.3403,54.3933,72.299,89.879
0.1286,39.3288,45.3517,63.2192,80.7845
0.1288,30.1621,36.1549,53.9843,71.535
0.129,20.8763,26.8393,44.6306,62.1666
0.1292,11.5082,17.4415,35.1947,52.716
0.1294,2.0947,7.9984,25.7136,43.2201
0.1296,-7.3271,-1.4529,16.2244,33.7162
0.1298,-16.72,-10.8751,6.7644,24.2413
0.13,-26.0469,-20.2311,-2.6295,14.8325
0.1302,-35.271,-29.4842,-11.9204,5.5268
0.1304,-44.3559,-38.5979,-21.0719,-3.6396
0.1306,-53.2657,-47.5365,-30.0482,-12.6308
0.1308,-61.9654,-56.2647,-38.8141,-21.4116
0.131,-70.4204,-64.7482,-47.3352,-29.9477
0.1312,-78.5976,-72.9536,-55.5782,-38.2057
0.1314,-86.4646,-80.8488,-63.5108,-46.1534
0.1316,-93.9903,-88.4025,-71.1021,-53.7597
0.1318,-101.1451,-95.5852,-78.3221,-60.9948
0.132,-107.9007,-102.3685,-85.1429,-67.8307
0.1322,-114.2305,-108.7259,-91.5376,-74.2405
0.1324,-120.1094,-114.6323,-97.4813,-80.1994
0.1326,-125.5144,-120.0645,-102.9508,-85.6841
0.1328,-130.424,-125.0013,-107.9248,-90.6732
0.133,-134.8189,-129.4232,-112.3838,-95.1475
0.1332,-138.6817,-133.3129,-116.3106,-99.0896
0.1334,-141.9971,-136.6552,-119.6899,-102.4842
0.1336,-144.7522,-139.4369,-122.5087,-105.3182
0.1338,-146.9361,-141.6473,-124.7559,-107.5808
0.134,-148.54,-143.2776,-126.4231,-109.2634
0.1342,-149.5577,-144.3215,-127.5039,-110.3595
0.1344,-149.9852,-144.7751,-127.9943,-110.8653
0.1346,-149.8207,-144.6366,-127.8926,-110.779
0.1348,-149.065,-143.9067,-127.1994,-110.1013
0.135,-147.721,-142.5884,-125.9178,-108.8351
0.1352,-145.7939,-140.687,-124.053,-106.9858
0.1354,-143.2916,-138.2101,-121.6126,-104.5609
0.1356,-140.2237,-135.1675,-118.6066,-101.5704
0.1358,-136.6024,-131.5715,-115.047,-98.0264
0.136,-132.442,-127.4361,-110.948,-93.943
0.1362,-127.7589,-122.778,-106.3263,-89.3368
0.1364,-122.5716,-117.6156,-101.2001,-84.2263
0.1366,-116.9005,-111.9692,-95.59,-78.6319
0.1368,-110.7681,-105.8614,-89.5185,-72.5759
0.137,-104.1986,-99.3164,-83.0095,-66.0827
0.1372,-97.2178,-92.3599,-76.0892,-59.1781
0.1374,-89.8534,-85.0197,-68.7851,-51.8897
0.1376,-82.1343,-77.3248,-61.1261,-44.2465
0.1378,-74.0911,-69.3056,-53.1428,-36.2789
0.138,-65.7555,-60.9938,-44.867,-28.0189
0.1382,-57.1604,-52.4225,-36.3315,-19.4992
0.1384,-48.3397,-43.6254,-27.5702,-10.7537
0.1386,-39.3282,-34.6374,-18.618,-1.8173
0.1388,-30.1615,-25.4941,-9.5104,7.2744
0.139,-20.8758,-16.2317,-0.2836,16.4853
0.1392,-11.5077,-6.8867,9.0258,25.7788
0.1394,-2.0942,2.5037,18.3807,35.1178
0.1396,7.3276,11.9026,27.7441,44.4653
0.1398,16.7205,21.2727,37.0787,53.7839
0.14,26.0474,30.5768,46.3475,63.0368
0.1402,35.2714,39.7783,55.5137,72.187
0.1404,44.3563,48.8407,64.5408,81.1981
0.1406,53.2662,57.7282,73.3931,90.0343
0.1408,61.9658,66.4056,82.0353,98.6605
0.141,70.4208,74.8385,90.4331,107.0422
0.1412,78.598,82.9936,98.5531,115.1462
0.1414,86.465,90.8387,106.3632,122.9401
0.1416,93.9907,98.3426,113.8321,130.393
0.1418,101.1455,105.4757,120.9303,137.475
0.142,107.9011,112.2097,127.6295,144.1581
0.1422,114.2308,118.518,133.903,150.4154
0.1424,120.1098,124.3755,139.7258,156.2221
0.1426,125.5147,129.7592,145.0748,161.5549
0.1428,130.4243,134.6476,149.9285,166.3924
0.143,134.8192,139.0214,154.2678,170.7154
0.1432,138.682,142.8633,158.0751,174.5065
0.1434,141.9975,146.1579,161.3352,177.7504
0.1436,144.7526,148.8922,164.0351,180.4341
0.1438,146.9364,151.0554,166.1639,182.5466
0.144,148.5403,152.6388,167.713,184.0794
0.1442,149.558,153.636,168.676,185.0261
0.1444,149.9855,154.0432,169.0489,185.3827
0.1446,149.821,153.8585,168.8301,185.1475
0.1448,149.0653,153.0826,168.0201,184.3212
0.145,147.7212,151.7185,166.622,182.9067
0.1452,145.7942,149.7716,164.6411,180.9094
0.1454,143.2918,147.2493,162.0849,178.3368
0.1456,140.2239,144.1617,158.9634,175.1989
0.1458,136.6026,140.5208,155.2886,171.5077
0.146,132.4422,136.3408,151.0749,167.2776
0.1462,127.7591,131.6383,146.3386,162.5249
0.1464,122.5718,126.4316,141.0983,157.2681
0.1466,116.9008,120.7413,135.3744,151.5277
0.1468,110.7684,114.5898,129.1893,145.3262
0.147,104.1988,108.0012,122.5672,138.6876
0.1472,97.218,101.0014,115.534,131.6379
0.1474,89.8536,93.6181,108.1173,124.2047
0.1476,82.1345,85.8803,100.3462,116.417
0.1478,74.0913,77.8184,92.251,108.3053
0.148,65.7557,69.4642,83.8636,99.9013
0.1482,57.1606,60.8506,75.2168,91.238
0.1484,48.3399,52.0115,66.3446,82.3492
0.1486,39.3284,42.9817,57.2818,73.2698
0.1488,30.1617,33.7968,48.0638,64.0353
0.149,20.876,24.4929,38.727,54.6819
0.1492,11.5079,15.1068,29.308,45.2462
0.1494,2.0944,5.6753,19.8437,35.7653
0.1496,-7.3274,-3.7643,10.3713,26.2762
0.1498,-16.7203,-13.175,0.9279,16.8162
0.15,-26.0472,-22.5196,-8.4494,7.4223
0.1502,-35.2713,-31.7612,-17.7236,-1.8687
0.1504,-44.3562,-40.8636,-26.8586,-11.0203
0.1506,-53.266,-49.7909,-35.8184,-19.9967
0.1508,-61.9656,-58.5079,-44.5678,-28.7628
0.151,-70.4207,-66.9802,-53.0725,-37.2842
0.1512,-78.5978,-75.1745,-61.2991,-45.5276
0.1514,-86.4648,-83.0585,-69.2154,-53.4606
0.1516,-93.9905,-90.6012,-76.7904,-61.0523
0.1518,-101.1453,-97.7729,-83.9942,-68.2729
0.152,-107.9009,-104.5454,-90.7988,-75.0942
0.1522,-114.2307,-110.8919,-97.1773,-81.4895
0.1524,-120.1097,-116.7875,-103.105,-87.4339
0.1526,-125.5146,-122.209,-108.5584,-92.9041
0.1528,-130.4242,-127.1351,-113.5164,-97.8789
0.153,-134.8191,-131.5463,-117.9595,-102.3388
0.1532,-138.6819,-135.4255,-121.8704,-106.2665
0.1534,-141.9974,-138.7572,-125.2338,-109.6467
0.1536,-144.7524,-141.5284,-128.0368,-112.4664
0.1538,-146.9363,-143.7283,-130.2683,-114.7147
0.154,-148.5402,-145.3482,-131.9197,-116.383
0.1542,-149.5579,-146.3819,-132.9849,-117.465
0.1544,-149.9853,-146.8252,-133.4596,-117.9566
0.1546,-149.8209,-146.6765,-133.3423,-117.8561
0.1548,-149.0652,-145.9364,-132.6336,-117.1643
0.155,-147.7211,-144.608,-131.3364,-115.884
0.1552,-145.7941,-142.6965,-129.4562,-114.0206
0.1554,-143.2917,-140.2096,-127.0004,-111.5817
0.1556,-140.2238,-137.157,-123.979,-108.5771
0.1558,-136.6025,-133.551,-120.404,-105.019
0.156,-132.4421,-129.4059,-116.2898,-100.9217
0.1562,-127.759,-124.7379,-111.6528,-96.3016
0.1564,-122.5717,-119.5657,-106.5114,-91.1772
0.1566,-116.9007,-113.9096,-100.8862,-85.5688
0.1568,-110.7683,-107.7921,-94.7995,-79.499
0.157,-104.1987,-101.2374,-88.2755,-72.992
0.1572,-97.218,-94.2714,-81.3402,-66.0736
0.1574,-89.8535,-86.9217,-74.0211,-58.7713
0.1576,-82.1345,-79.2173,-66.3472,-51.1144
0.1578,-74.0913,-71.1886,-58.349,-43.1332
0.158,-65.7557,-62.8675,-50.0583,-34.8594
0.1582,-57.1605,-54.2868,-41.508,-26.326
0.1584,-48.3398,-45.4804,-32.7319,-17.5669
0.1586,-39.3284,-36.4832,-23.765,-8.6169
0.1588,-30.1617,-27.3307,-14.6427,0.4884
0.159,-20.8759,-18.0591,-5.4013,9.7129
0.1592,-11.5078,-8.705,3.9227,19.0199
0.1594,-2.0943,0.6945,13.2922,28.3724
0.1596,7.3275,10.1024,22.6701,37.7333
0.1598,16.7204,19.4815,32.0192,47.0654
0.16,26.0472,28.7946,41.3024,56.3317
0.1602,35.2713,38.005,50.483,65.4953
0.1604,44.3562,47.0762,59.5245,74.5198
0.1606,53.2661,55.9725,68.3911,83.3694
0.1608,61.9657,64.6586,77.0475,92.0088
0.161,70.4207,73.1002,85.4596,100.4039
0.1612,78.5979,81.264,93.5938,108.5211
0.1614,86.4649,89.1177,101.418,116.3283
0.1616,93.9906,96.6302,108.901,123.7944
0.1618,101.1454,103.7718,116.0133,130.8896
0.162,107.901,110.5143,122.7265,137.5858
0.1622,114.2308,116.8311,129.014,143.8562
0.1624,120.1097,122.6971,134.8507,149.676
0.1626,125.5147,128.0891,140.2136,155.0219
0.1628,130.4243,132.9858,145.0813,159.8725
0.163,134.8191,137.3679,149.4343,164.2085
0.1632,138.6819,141.218,153.2554,168.0126
0.1634,141.9974,144.5209,156.5293,171.2695
0.1636,144.7525,147.2634,159.243,173.9661
0.1638,146.9363,149.4346,161.3854,176.0915
0.164,148.5402,151.0261,162.9481,177.6372
0.1642,149.5579,152.0314,163.9247,178.5968
0.1644,149.9854,152.4465,164.3112,178.9662
0.1646,149.8209,152.2698,164.1059,178.7439
0.1648,149.0652,151.5019,163.3094,177.9303
0.165,147.7212,150.1457,161.9247,176.5286
0.1652,145.7942,148.2066,159.9572,174.5441
0.1654,143.2918,145.6922,157.4144,171.9842
0.1656,140.2239,142.6123,154.3062,168.859
0.1658,136.6026,138.9791,150.6447,165.1805
0.166,132.4421,134.8068,146.4442,160.963
0.1662,127.759,130.1119,141.7212,156.2229
0.1664,122.5717,124.9129,136.494,150.9787
0.1666,116.9007,119.2302,130.7833,145.2509
0.1668,110.7683,113.0861,124.6113,139.0619
0.167,104.1988,106.505,118.0022,132.4358
0.1672,97.218,99.5128,110.9821,125.3986
0.1674,89.8535,92.1369,103.5784,117.9779
0.1676,82.1345,84.4064,95.8202,110.2026
0.1678,74.0913,76.3519,87.7379,102.1033
0.168,65.7557,68.005,79.3634,93.7118
0.1682,57.1606,59.3987,70.7294,85.0608
0.1684,48.3399,50.5668,61.87,76.1843
0.1686,39.3284,41.5442,52.8199,67.1172
0.1688,30.1617,32.3665,43.6147,57.895
0.169,20.876,23.0698,34.2906,48.5539
0.1692,11.5079,13.6907,24.8843,39.1305
0.1694,2.0943,4.2663,15.4326,29.6618
0.1696,-7.3275,-5.1663,5.9727,20.1849
0.1698,-16.7203,-14.57,-3.4581,10.737
0.17,-26.0472,-23.9076,-12.8228,1.3553
0.1702,-35.2713,-33.1424,-22.0846,-7.9235
0.1704,-44.3562,-42.2379,-31.2072,-17.0631
0.1706,-53.266,-51.1583,-40.1545,-26.0274
0.1708,-61.9657,-59.8684,-48.8915,-34.7815
0.171,-70.4207,-68.3339,-57.3839,-43.2909
0.1712,-78.5979,-76.5215,-65.5983,-51.5222
0.1714,-86.4648,-84.3988,-73.5023,-59.4433
0.1716,-93.9906,-91.9348,-81.065,-67.023
0.1718,-101.1454,-99.0999,-88.2567,-74.2317
0.172,-107.901,-105.8657,-95.0491,-81.041
0.1722,-114.2307,-112.2056,-101.4155,-87.4245
0.1724,-120.1097,-118.0947,-107.331,-93.357
0.1726,-125.5146,-123.5097,-112.7724,-98.8154
0.1728,-130.4242,-128.4293,-117.7184,-103.7783
0.173,-134.8191,-132.8341,-122.1495,-108.2264
0.1732,-138.6819,-136.7068,-126.0484,-112.1424
0.1734,-141.9974,-140.0321,-129.4,-115.5109
0.1736,-144.7525,-142.797,-132.191,-118.3189
0.1738,-146.9363,-144.9906,-134.4106,-120.5555
0.174,-148.5402,-146.6042,-136.0503,-122.2122
0.1742,-149.5579,-147.6315,-137.1036,-123.2825
0.1744,-149.9854,-148.0686,-137.5666,-123.7624
0.1746,-149.8209,-147.9137,-137.4376,-123.6504
0.1748,-149.0652,-147.1675,-136.7172,-122.9469
0.175,-147.7212,-145.8329,-135.4084,-121.6551
0.1752,-145.7941,-143.9153,-133.5165,-119.7801
0.1754,-143.2918,-141.4223,-131.0492,-117.3297
0.1756,-140.2238,-138.3637,-128.0162,-114.3137
0.1758,-136.6025,-134.7517,-124.4297,-110.7442
0.176,-132.4421,-130.6005,-120.304,-106.6354
0.1762,-127.759,-125.9266,-115.6556,-102.0039
0.1764,-122.5717,-120.7485,-110.5028,-96.868
0.1766,-116.9007,-115.0865,-104.8662,-91.2483
0.1768,-110.7683,-108.9632,-98.7681,-85.1672
0.177,-104.1988,-102.4026,-92.2328,-78.6488
0.1772,-97.218,-95.4308,-85.2862,-71.7191
0.1774,-89.8535,-88.0753,-77.9558,-64.4056
0.1776,-82.1345,-80.3651,-70.2707,-56.7374
0.1778,-74.0913,-72.3307,-62.2613,-48.7449
0.178,-65.7557,-64.0039,-53.9595,-40.4599
0.1782,-57.1606,-55.4175,-45.398,-31.9154
0.1784,-48.3399,-46.6055,-36.6109,-23.1451
0.1786,-39.3284,-37.6027,-27.6328,-14.184
0.1788,-30.1617,-28.4446,-18.4995,-5.0675
0.179,-20.876,-19.1674,-9.2471,4.1681
0.1792,-11.5079,-9.8078,0.0879,13.4861
0.1794,-2.0943,-0.4028,9.4683,22.8497
0.1796,7.3275,9.0106,18.8571,32.2217
0.1798,16.7203,18.395,28.2171,41.5648
0.18,26.0472,27.7136,37.5112,50.8421
0.1802,35.2713,36.9294,46.7026,60.0166
0.1804,44.3562,46.006,55.7548,69.0521
0.1806,53.266,54.9076,64.6321,77.9126
0.1808,61.9657,63.599,73.2993,86.5629
0.181,70.4207,72.0459,81.7221,94.9689
0.1812,78.5979,80.215,89.867,103.097
0.1814,86.4648,88.0739,97.7018,110.915
0.1816,93.9906,95.5916,105.1955,118.3918
0.1818,101.1454,102.7384,112.3183,125.4979
0.182,107.901,109.4861,119.042,132.2048
0.1822,114.2307,115.8079,125.34,138.486
0.1824,120.1097,121.679,131.1873,144.3165
0.1826,125.5146,127.0761,136.5606,149.6731
0.1828,130.4242,131.9779,141.4387,154.5344
0.183,134.8191,136.3651,145.8021,158.8811
0.1832,138.6819,140.2201,149.6336,162.6959
0.1834,141.9974,143.528,152.9178,165.9634
0.1836,144.7525,146.2754,155.6417,168.6706
0.1838,146.9363,148.4516,157.7945,170.8066
0.184,148.5402,150.048,159.3674,172.3628
0.1842,149.5579,151.0582,160.3542,173.3329
0.1844,149.9854,151.4782,160.7509,173.7129
0.1846,149.8209,151.3062,160.5557,173.501
0.1848,149.0652,150.5431,159.7694,172.698
0.185,147.7212,149.1917,158.3948,171.3067
0.1852,145.7942,147.2574,156.4373,169.3326
0.1854,143.2918,144.7477,153.9046,166.7832
0.1856,140.2239,141.6725,150.8064,163.6683
0.1858,136.6026,138.044,147.1549,160.0002
0.186,132.4421,133.8764,142.9644,155.793
0.1862,127.759,129.1861,138.2513,151.0633
0.1864,122.5717,123.9917,133.034,145.8294
0.1866,116.9007,118.3136,127.3331,140.1119
0.1868,110.7683,112.1741,121.171,133.9331
0.187,104.1988,105.5976,114.5718,127.3173
0.1872,97.218,98.6098,107.5614,120.2903
0.1874,89.8535,91.2384,100.1674,112.8798
0.1876,82.1345,83.5125,92.419,105.1147
0.1878,74.0913,75.4624,84.3464,97.0256
0.188,65.7557,67.12,75.9815,88.6442
0.1882,57.1606,58.518,67.3573,80.0033
0.1884,48.3399,49.6906,58.5075,71.137
0.1886,39.3284,40.6724,49.467,62.08
0.1888,30.1617,31.499,40.2714,52.8678
0.189,20.876,22.2066,30.9568,43.5367
0.1892,11.5079,12.8318,21.5599,34.1233
0.1894,2.0943,3.4117,12.1177,24.6646
0.1896,-7.3275,-6.0167,2.6673,15.1977
0.1898,-16.7203,-15.4161,-6.7541,5.7599
0.19,-26.0472,-24.7495,-16.1094,-3.6119
0.1902,-35.2713,-33.98,-25.3618,-12.8808
0.1904,-44.3562,-43.0714,-34.475,-22.0105
0.1906,-53.266,-51.9876,-43.413,-30.965
0.1908,-61.9657,-60.6936,-52.1408,-39.7091
0.191,-70.4207,-69.155,-60.6239,-48.2087
0.1912,-78.5979,-77.3385,-68.829,-56.4302
0.1914,-86.4648,-85.2117,-76.7238,-64.3415
0.1916,-93.9906,-92.7437,-84.2773,-71.9114
0.1918,-101.1454,-99.9047,-91.4598,-79.1103
0.192,-107.901,-106.6665,-98.2431,-85.9099
0.1922,-114.2307,-113.0024,-104.6004,-92.2836
0.1924,-120.1097,-118.8875,-110.5068,-98.2064
0.1926,-125.5146,-124.2986,-115.9392,-103.6552
0.1928,-130.4242,-129.2142,-120.8761,-108.6084
0.193,-134.8191,-133.6151,-125.2982,-113.0469
0.1932,-138.6819,-137.4839,-129.1881,-116.9532
0.1934,-141.9974,-140.8054,-132.5307,-120.3121
0.1936,-144.7525,-143.5664,-135.3128,-123.1105
0.1938,-146.9363,-145.7561,-137.5235,-125.3375
0.194,-148.5402,-147.366,-139.1543,-126.9846
0.1942,-149.5579,-148.3895,-140.1988,-128.0454
0.1944,-149.9854,-148.8228,-140.653,-128.5158
0.1946,-149.8209,-148.6641,-140.5151,-128.3943
0.1948,-149.0652,-147.9142,-139.786,-127.6814
0.195,-147.7212,-146.5759,-138.4684,-126.3801
0.1952,-145.7941,-144.6546,-136.5678,-124.4957
0.1954,-143.2918,-142.1579,-134.0917,-122.0358
0.1956,-140.2239,-139.0956,-131.0501,-119.0104
0.1958,-136.6025,-135.48,-127.4549,-115.4315
0.196,-132.4421,-131.3252,-123.3206,-111.3134
0.1962,-127.759,-126.6476,-118.6636,-106.6725
0.1964,-122.5717,-121.4659,-113.5022,-101.5273
0.1966,-116.9007,-115.8003,-107.857,-95.8983
0.1968,-110.7683,-109.6734,-101.7504,-89.8079
0.197,-104.1988,-103.1093,-95.2066,-83.2802
0.1972,-97.218,-96.134,-88.2515,-76.3413
0.1974,-89.8535,-88.775,-80.9126,-69.0185
0.1976,-82.1345,-81.0613,-73.2191,-61.3411
0.1978,-74.0913,-73.0234,-65.2013,-53.3394
0.198,-65.7557,-64.6932,-56.8911,-45.0453
0.1982,-57.1606,-56.1033,-48.3213,-36.4916
0.1984,-48.3399,-47.2879,-39.5258,-27.7121
0.1986,-39.3284,-38.2817,-30.5395,-18.7419
0.1988,-30.1617,-29.1202,-21.3978,-9.6163
0.199,-20.876,-19.8397,-12.1371,-0.3717
0.1992,-11.5079,-10.4767,-2.7939,8.9555
0.1994,-2.0943,-1.0684,6.5947,18.3281
0.1996,7.3275,8.3483,15.9917,27.7091
0.1998,16.7203,17.7361,25.3599,37.0613
0.2,26.0472,27.0579,34.6621,46.3475
0.2002,35.2713,36.277,43.8616,55.531
0.2004,44.3562,45.3568,52.922,64.5755
0.2006,53.266,54.2617,61.8074,73.4449
0.2008,61.9657,62.9563,70.4827,82.1042
0.201,70.4207,71.4065,78.9134,90.519
0.2012,78.5979,79.5787,87.0664,98.656
0.2014,86.4648,87.4408,94.9092,106.4829
0.2016,93.9906,94.9616,102.4108,113.9686
0.2018,101.1454,102.1116,109.5415,121.0835
0.202,107.901,108.8624,116.2732,127.7993
0.2022,114.2307,115.1874,122.5791,134.0893
0.2024,120.1097,121.0615,128.4342,139.9286
0.2026,125.5146,126.4617,133.8154,145.2939
0.2028,130.4242,131.3666,138.7013,150.164
0.203,134.8191,135.7568,143.0726,154.5194
0.2032,138.6819,139.6149,146.9118,158.3429
0.2034,141.9974,142.9257,150.2038,161.6191
0.2036,144.7525,145.6762,152.9355,164.335
0.2038,146.9363,147.8554,155.096,166.4796
0.204,148.5402,149.4547,156.6766,168.0445
0.2042,149.5579,150.4679,157.6711,169.0232
0.2044,149.9854,150.8908,158.0754,169.4118
0.2046,149.8209,150.7218,157.8879,169.2086
0.2048,149.0652,149.9616,157.1091,168.4141
0.205,147.7212,148.6131,155.7422,167.0314
0.2052,145.7942,146.6816,153.7923,165.0658
0.2054,143.2918,144.1748,151.2671,162.5249
0.2056,140.2239,141.1025,148.1764,159.4186
0.2058,136.6025,137.4768,144.5324,155.7589
0.206,132.4421,133.312,140.3494,151.5602
0.2062,127.759,128.6246,135.6437,146.8389
0.2064,122.5717,123.433,130.4339,141.6135
0.2066,116.9007,117.7577,124.7404,135.9044
0.2068,110.7683,111.621,118.5857,129.7341
0.207,104.1988,105.0472,111.9938,123.1266
0.2072,97.218,98.0622,104.9908,116.108
0.2074,89.8535,90.6935,97.6042,108.7058
0.2076,82.1345,82.9703,89.863,100.9491
0.2078,74.0913,74.9229,81.7978,92.8683
0.208,65.7557,66.5832,73.4402,84.4952
0.2082,57.1606,57.9839,64.8231,75.8626
0.2084,48.3399,49.1591,55.9806,67.0046
0.2086,39.3284,40.1435,46.9473,57.9558
0.2088,30.1617,30.9728,37.7589,48.7519
0.209,20.876,21.683,28.4515,39.429
0.2092,11.5079,12.3109,19.0618,30.0239
0.2094,2.0943,2.8934,9.6267,20.5733
0.2096,-7.3275,-6.5324,0.1834,11.1146
0.2098,-16.7203,-15.9293,-9.2309,1.6849
0.21,-26.0472,-25.2601,-18.5792,-7.6788
0.2102,-35.2713,-34.4881,-27.8246,-16.9396
0.2104,-44.3562,-43.5769,-36.9307,-26.0611
0.2106,-53.266,-52.4906,-45.8617,-35.0075
0.2108,-61.9657,-61.1941,-54.5825,-43.7436
0.211,-70.4207,-69.653,-63.0586,-52.235
0.2112,-78.5979,-77.834,-71.2568,-60.4485
0.2114,-86.4648,-85.7048,-79.1447,-68.3517
0.2116,-93.9906,-93.2343,-86.6913,-75.9137
0.2118,-101.1454,-100.3929,-93.8669,-83.1046
0.212,-107.901,-107.1522,-100.6433,-89.8962
0.2122,-114.2307,-113.4857,-106.9937,-96.262
0.2124,-120.1097,-119.3684,-112.8934,-102.1768
0.2126,-125.5146,-124.7771,-118.3189,-107.6176
0.2128,-130.4242,-129.6903,-123.249,-112.563
0.213,-134.8191,-134.0889,-127.6643,-116.9935
0.2132,-138.6819,-137.9553,-131.5476,-120.8919
0.2134,-141.9974,-141.2744,-134.8834,-124.243
0.2136,-144.7525,-144.0331,-137.6588,-127.0335
0.2138,-146.9363,-146.2205,-139.8628,-129.2527
